 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85, C86, C87, C88, C89, C90, C91, C92, C93, C94
109.912,10.51006,49.41644,2.024485,-0.08165433,6.110579,-0.4275372,14.59294,3.064885,-2.596738,4.089922,0.05433852,-4.349807,19.49854,-1.258807,5.771122,1.885214,1.746314,1.5904,2.460786,4.973296,1.556971,2.397115,-1.435827,10.72959,9.823785,-0.2217789,3.502368,3.605129,1.905742,4.553433,5.544842,0.6174669,4.751964,9.380118,0.9099988,4.130833,2.591651,0.494395,4.481599,-0.3595585,0.2750218,12.94016,-0.4863137,3.721885,1.572875,1.646788,-1.097778,8.847842,12.15352,21.01387,-2.821725,13.86521,-5.2537,10.22536,7.761812,7.724723,12.53889,-2.076411,-3.790043,0.1734189,-0.9168292,-1.390074,-1.241272,1.67058,-1.352504,10.35684,-0.7499431,-1.254754,37.36123,-1.415871,0.094831,1.00163,3.106957,-5.349162,20.46035,-2.582224,2.178772,-3.482111,-1.673612,31.60945,4.66732,0.5931866,2.374996,-2.19599,5.338739,5.821071,0.2639095,30.28709,-0.2800386,-0.9658633,-2.433858,3.241965,0.9710199,-0.6188169,5.955832
110.01192,10.49013,53.05697,3.507127,-0.08164228,5.757716,0.6455243,12.31312,1.707941,-1.265405,3.455809,0.9320589,-2.478633,18.90359,-1.201707,4.421756,1.214604,1.752204,-0.5976849,4.885434,4.560676,1.307305,0.8114319,0.6089081,10.33968,13.10783,-0.2061931,2.545712,0.577435,0.6989295,6.73105,3.714029,1.196655,5.067856,9.42174,2.772483,2.775953,3.151391,0.9416391,6.485789,-1.558701,-2.50559,12.02759,-1.429145,3.447636,0.0296692,2.47392,-2.071362,8.712445,10.47594,20.30041,-2.645302,13.70407,-2.856982,10.0188,8.278121,7.83358,13.0304,-2.309113,-1.309491,0.7160544,-0.8791464,-1.494603,0.3596891,1.93998,-1.195049,10.21032,-1.094999,-1.638762,36.10889,-0.8409747,1.868697,0.8330952,2.555112,-3.092204,18.46382,-3.87747,1.859841,-3.625515,-2.310865,31.08579,6.200903,1.325991,2.676602,-0.988867,5.013967,6.525765,2.778758,30.56239,1.531315,-0.8739944,-0.3693883,3.920138,2.881319,0.8206285,4.763793
110.11184,11.65055,52.72939,2.696706,1.321258,6.37594,-1.223371,12.8818,2.31548,-1.309295,3.471043,2.187617,-2.944557,19.39836,-1.986816,3.80074,1.109214,1.636464,0.1003387,4.202158,3.703654,1.855731,-0.08183606,-0.844439,12.45798,13.50539,-1.427226,4.376719,0.01448782,1.442297,4.815538,5.377272,1.163906,3.691722,8.515601,1.238811,3.389728,3.081911,2.211577,5.360479,-1.228785,-2.177073,10.13633,-2.07088,3.015165,1.361409,1.43997,-1.900465,9.514965,10.28005,18.29859,-4.634874,11.80917,-1.702689,9.817409,8.232479,8.049872,12.47344,-2.618557,-0.9216983,-1.310793,0.02081009,-1.049149,-0.2318754,2.184367,-1.590311,9.844084,1.089743,-2.516694,36.34896,0.834424,1.59861,2.009395,3.317987,-6.001663,18.20033,-3.211598,1.224741,-2.697812,0.1631647,29.82202,4.543239,-1.849044,4.780094,-0.1179393,3.685718,5.158125,1.235918,28.0956,-0.4003961,-1.48068,-2.745771,1.846947,1.024305,0.155991,5.540899
110.21176,10.47354,52.31961,3.354131,0.1115497,5.171133,-1.793739,12.50635,2.814863,-1.025591,2.949693,1.476742,-2.78826,18.6855,1.047263,3.195321,1.898348,1.393674,1.374808,2.200154,5.147886,3.100602,-1.326233,-0.02031751,11.05113,12.31754,1.001168,3.720341,2.064755,1.371631,3.958205,5.525914,0.4434761,5.137258,7.832362,2.09049,4.438643,3.533495,0.4599047,4.788007,-1.394638,-2.438232,9.345966,-1.552237,4.74546,-0.3947366,2.255975,-2.986997,8.844625,8.596218,18.44589,-3.100092,10.85727,-4.416967,9.697448,8.169606,5.699615,11.81248,-1.885612,-3.494816,1.074051,-1.106682,-0.9804685,0.2869764,1.539737,0.3861257,10.21547,0.2725509,-1.681417,35.80116,-0.4770809,1.55537,2.845363,1.487567,-1.562224,18.02901,-2.455919,1.811548,-2.475189,-0.1402428,29.10507,5.90213,1.422493,2.944693,0.1901918,4.136209,5.260767,1.478821,29.61936,0.2254729,-1.980159,-2.554583,1.400728,0.2680418,0.6679023,5.616708
110.31168,11.27188,52.2132,3.960022,-0.8847985,5.024851,-1.355842,10.0802,2.369599,-0.4289291,4.905351,1.312082,-3.689921,18.30257,1.443441,4.920339,0.01443737,2.283582,0.514273,4.624868,2.909273,4.178343,-0.1526844,1.864909,9.087432,11.96454,-1.739557,5.323213,2.696084,1.010986,6.669415,4.639017,-1.327648,3.469126,9.011636,1.495831,6.774379,2.686177,0.8760026,3.775206,-2.927817,0.582765,9.552406,-1.703572,4.394759,-0.4474622,0.6641876,-2.453059,9.713315,8.68758,18.53708,-2.123671,12.6714,-3.862835,10.04319,7.526899,6.412694,13.80474,-2.299108,-0.7554783,0.04616607,-2.686059,-1.83083,-1.129369,2.769833,-0.3383142,8.260008,0.6934493,-2.156028,36.3708,-2.867797,1.54045,0.3622611,1.14466,-2.955353,18.8938,-1.901189,1.955261,-2.768439,-1.079974,28.14866,3.823748,-0.5871125,3.173467,-1.995167,3.115868,5.906147,0.7958467,25.74038,-0.204542,-1.387581,-4.596508,2.742152,1.044274,-0.4675955,3.779977
110.4116,9.099117,51.67368,3.154913,1.465103,4.577792,-0.1529463,10.70702,3.253475,-2.103312,4.468154,-0.4174808,-1.075878,17.53788,3.942772,4.664105,0.533646,2.792551,0.6846091,2.87153,4.829463,4.07573,-0.3327227,-0.1192956,9.443412,12.10335,0.09468351,2.970156,2.714391,0.9369819,6.033044,4.634522,2.790981,7.610481,7.586537,1.167616,7.33673,2.136197,1.278745,2.250612,-0.08761574,3.700844,8.595407,-2.283606,5.154013,0.711369,3.19232,-2.062851,8.370469,8.213718,16.07811,-1.794574,12.01197,-4.619312,11.16845,8.555182,5.74483,12.38752,-1.474577,-0.764687,-0.2440183,-1.150679,-2.093291,0.5835962,1.517814,-0.4477546,9.206332,0.7574646,-0.2469249,34.8914,-0.5195637,0.6659315,1.79483,-0.5512382,-3.062535,18.29017,-0.9329911,0.2463592,-1.763573,0.6142575,27.21539,4.954261,1.576588,2.695677,0.7977025,3.629669,5.524704,0.3648869,26.99163,1.255772,-0.5861512,-3.17337,3.377767,0.2484332,1.257603,5.791717
110.51152,9.014239,48.86452,4.585599,-1.067724,4.464296,1.048561,12.38716,1.506089,-2.609787,2.565595,1.805408,-0.9497779,17.30438,0.9983926,4.617371,-0.4773706,0.2853169,0.66176,5.945678,5.734975,3.21736,0.8413579,1.072536,10.07276,11.92168,-0.1623074,3.006008,2.522161,0.9020512,7.444288,4.396674,1.480058,4.60662,7.165099,1.100645,6.829248,3.137913,0.7933698,4.375325,-0.6245614,5.429077,7.943398,-1.943465,5.493415,-1.016139,0.951703,-2.793558,9.106544,6.12586,14.36725,-0.9256806,9.898732,-4.196481,9.009887,7.776659,4.188024,10.32485,-1.989925,-1.618171,0.435214,-0.8090577,-0.3537652,-0.721328,3.202439,0.5743184,7.233727,-0.7921006,-1.944908,33.85597,-1.431928,0.2514053,-0.2979414,0.974453,-1.188352,19.03495,-1.884398,1.660815,-1.707403,0.1038598,28.08085,6.053089,-0.1869182,2.244977,-0.3722309,2.539751,5.39409,1.27934,27.55093,0.1245545,-1.16903,-0.9118557,3.64446,-0.2987385,-1.416734,3.260544
110.61144,9.493136,47.0461,3.974121,-0.1786114,4.856629,-0.4781341,11.04563,2.240484,-2.19539,5.37246,1.064147,-0.9476829,16.60145,3.175429,5.867518,-0.6831958,1.465954,0.6238751,4.194997,4.920065,3.973163,0.275917,-0.4750028,7.916555,10.63082,0.8750674,5.412629,1.982962,0.7527819,7.098424,4.068985,-0.05151823,3.972325,8.743685,1.052256,8.386271,2.854689,2.347562,2.986711,-1.290086,7.628221,7.369543,-1.476367,5.376863,0.2000094,0.3964294,-0.5792946,8.174369,4.896609,14.23331,-2.44185,7.522143,-3.450196,9.986086,7.299531,4.829765,10.98794,-0.1467111,0.3908613,1.580004,-1.635006,-1.743052,2.085701,1.633984,-0.3641487,7.515728,-0.4768563,0.03257134,32.04244,0.02786486,0.8781946,0.9943374,1.81882,-3.216001,17.14184,-2.205994,0.8111696,-2.663205,-0.7610562,27.41411,5.663339,0.280601,1.119084,0.7764317,2.589515,5.256004,-1.068709,26.4066,1.190968,-0.862575,-1.226561,3.660055,-1.7635,-0.4578652,2.499138
110.71136,8.992873,45.17965,4.314515,1.505918,4.356528,-0.5510933,9.419856,4.394133,-0.9650852,4.591528,0.6490144,-1.200937,13.8155,3.15024,4.851417,-0.2976944,1.130966,-0.69187,3.019907,3.412809,3.407078,-0.9280561,1.628606,7.405728,12.61593,-0.4008582,3.935266,2.253719,1.519605,6.241606,4.717094,0.9212901,3.824715,7.461854,1.308064,7.721959,3.582572,-1.122802,5.548435,-2.629052,5.043901,10.14924,-2.162057,6.056526,-0.7853827,0.5302073,-1.035998,8.132216,5.940108,14.29345,-1.555873,9.163834,-2.086671,9.42732,6.688371,3.733847,12.47529,0.448499,-0.4205225,1.300323,0.1619068,-2.760473,0.00177264,1.832014,-0.5435286,6.935221,-0.2265787,-1.274145,33.79276,-0.3731986,3.20639,2.359492,0.7500154,-2.945571,16.06495,-0.7271269,1.011699,-3.097438,-2.124546,25.53448,5.213415,-2.886879,1.172436,0.8735051,3.207592,5.57766,1.882215,26.82025,1.007515,-1.43187,-1.603105,2.143649,0.07532618,1.605454,4.173026
110.81128,8.520076,44.93418,4.627925,1.401913,3.271585,-0.9041473,9.547287,3.175399,-0.9379817,3.894119,2.049728,-2.045004,14.62445,2.047306,3.872191,0.7119492,-0.511682,0.7614991,4.907683,7.15875,6.505322,-1.337456,0.448944,8.00108,10.15039,1.791552,4.463374,2.488661,1.013654,11.07537,4.04948,2.493517,5.602046,6.577405,0.6033454,6.484514,0.990826,0.7806265,2.962049,-1.165476,5.475153,6.829761,-1.845343,2.913161,0.7005115,1.147519,-0.5558617,8.794811,5.804227,13.57647,0.03458148,9.650035,-2.272893,9.994716,6.473941,4.152575,12.22903,-1.33447,1.045072,1.213907,-0.6394702,-1.003235,1.08454,3.004118,-0.1177212,8.731483,-0.408038,-0.6961729,31.46374,0.0154571,0.1574283,2.218871,1.679924,-1.745696,14.96613,0.4649422,2.477162,-1.330489,-0.8037391,25.41359,4.170441,0.7357576,1.46959,-0.6442296,2.232834,7.118827,1.423242,26.21473,0.8016156,-0.8046789,-2.583525,3.721889,1.243582,-0.694156,4.268699
110.9112,6.933804,43.92908,5.646308,-0.9870329,4.230051,-1.165964,9.045248,4.077343,0.3680314,3.797569,2.558919,-1.247603,12.76882,3.011149,5.422594,0.7817498,1.520105,2.094554,2.16401,3.322532,5.090208,-2.433402,0.3038288,8.325196,11.12036,-0.06111315,2.514851,2.383482,1.603369,11.2941,2.693614,6.105571,5.207007,7.90823,0.6007452,7.277647,1.091169,1.686799,3.533912,-0.8694912,7.285036,9.03527,-1.563644,2.553969,-0.8894941,0.1523365,-1.507408,9.33439,6.740097,14.38776,0.2006578,11.94741,-4.526501,10.18589,4.614899,2.703026,11.70323,-1.434137,2.725365,0.3889433,1.099324,-0.69674,-1.139351,1.818491,-0.6625659,6.831849,0.3173558,-0.864288,32.71443,-1.122874,0.8008302,1.027329,1.962712,-0.868303,18.08952,-0.5549852,-0.186076,-1.719293,-1.072583,24.62386,2.808653,0.6281592,0.1585844,0.5099692,4.239578,3.743974,1.402996,23.82539,-0.4116621,-0.0189789,-4.072519,2.509974,-0.2650476,0.2615748,3.211882
111.01112,5.506599,42.24271,5.049147,0.9207175,4.203412,0.1715665,8.738229,3.098362,-0.4336856,4.173925,3.581226,-1.654803,14.37382,3.580636,5.349088,0.2519353,2.429766,0.6685656,2.517072,5.079199,5.46842,-0.7070957,1.510439,7.162431,9.938892,1.422522,2.933537,2.208827,0.01677983,11.23849,3.389505,2.052537,7.055944,7.332704,0.8806441,6.426011,0.3802183,3.996782,4.119498,-1.063187,4.416687,7.539052,0.2545584,1.987884,0.6113964,-0.09125212,-0.916553,8.096141,5.76433,15.37694,-2.057817,8.794355,-3.342771,12.33191,5.036454,3.354088,12.86006,-1.437519,2.069075,-0.7250919,-0.06049165,-0.3487388,-0.5238555,2.187561,-0.947809,7.562174,0.3283245,-1.247876,29.18926,0.2431943,-0.3704938,2.471977,1.189759,-1.272791,18.15186,0.09915859,1.086985,-0.6450386,-0.6243002,25.02942,5.32315,0.3031162,2.020513,0.1391688,2.902471,4.816393,1.804263,24.31688,0.42237,-2.087445,-5.062528,2.357845,0.124426,-0.1417623,4.797569
111.11104,6.632373,41.78219,4.427891,-1.439593,4.128416,-0.7202749,7.797603,2.933961,-0.4606489,4.475702,-0.194159,-2.990989,14.03545,5.267825,4.163921,-0.7656456,2.235141,0.5661756,4.157928,3.652172,4.636032,0.1491076,0.4781743,6.901576,10.67192,0.7477787,3.003891,0.9828903,2.134091,10.44312,3.165641,1.611513,7.647061,6.243013,1.59705,8.446253,1.828249,3.391433,2.480662,-0.8037042,5.974287,8.056806,-0.07101283,0.8911542,1.182045,-0.2724939,1.22548,9.701923,5.257513,15.8763,-0.7561272,8.717841,-4.795412,12.71635,6.993495,4.265056,11.87821,-1.28122,3.124375,-1.299468,0.7423303,-1.764979,-2.002386,1.875185,0.784183,7.512347,1.384119,-1.023456,29.25361,-0.565414,-0.03238121,3.415606,3.209435,-0.7774931,18.94507,-0.3133983,1.434001,-1.748128,-1.014699,24.74891,7.272725,0.390445,1.464737,-2.164677,2.777131,5.588405,2.960956,25.26672,0.1634377,-1.085717,-1.809829,0.7708836,0.9489719,0.4944518,4.175332
111.21096,7.253375,40.05951,4.949602,-0.6668511,4.379351,-0.3086013,7.111133,3.163043,-1.696192,6.306356,0.3255287,-1.767846,14.4511,3.513582,2.763003,1.996074,2.29213,1.790431,4.435304,6.906238,3.989409,0.6649694,1.247601,7.059831,10.71965,-0.2813336,4.905937,0.9196516,1.851814,11.07605,1.545158,2.516103,6.656297,5.864855,0.6025333,7.748581,1.458499,3.302069,3.005601,-1.239637,5.809357,8.861548,0.002671434,3.537826,1.059034,0.7975961,-1.202135,9.578762,5.671913,13.40054,-0.9468979,9.778829,-3.821285,12.15486,5.999475,3.186948,13.67538,-2.083565,1.642249,0.00979819,1.008611,-0.5218984,0.8274718,2.448281,1.54928,6.126554,-0.5127336,0.453105,30.22163,-0.1863308,-0.5664642,1.963503,2.814225,-0.1750536,17.73924,0.3866024,0.4267904,-0.6389606,-0.837075,23.693,5.54946,2.153532,1.952077,0.08503097,2.850523,3.20378,1.718129,23.50635,-0.4774038,-0.8452078,-1.678754,3.432422,-0.9108769,-0.4752197,4.408119
111.31088,7.577576,39.47206,5.669189,0.1189871,3.395751,-0.1874925,7.088832,1.243377,-1.98035,6.874838,-0.8174324,-0.4262432,14.16919,2.826293,2.447467,2.046662,1.787194,-0.06460651,3.045291,4.233043,4.158012,-0.2465145,0.9436136,6.620438,10.41948,0.5654213,3.554028,2.797817,2.041012,10.06928,2.496511,3.739413,5.643035,6.499677,1.484013,8.370406,1.687432,1.234132,2.800509,-0.3801123,5.710937,5.50634,-0.7760702,3.679338,0.752562,0.07432595,-1.552955,7.982675,6.344774,13.54528,0.5094382,11.94088,-3.773898,11.86681,4.320567,3.21824,12.79044,0.03691205,1.711129,-1.692474,1.998282,-1.725592,0.7493909,1.505826,1.334829,6.448314,1.319105,1.683369,31.80147,-0.550961,1.101263,1.891154,5.449774,2.81536,19.66882,0.9726694,0.3991151,-1.75431,1.097389,23.29437,7.456445,-0.3525434,0.1772879,0.1203897,3.273082,4.865523,1.166821,25.074,-1.37484,-2.614345,-3.827393,0.6435384,1.364312,1.073349,1.092085
111.4108,5.92787,39.75126,4.473452,-0.3000822,4.186298,-0.7693993,6.681101,2.588209,-1.847598,2.359661,-0.1478183,-0.8319976,15.87916,4.298691,2.061723,2.056281,3.633995,-0.8584002,3.374498,4.033311,7.364222,0.6597173,-0.5214694,8.165772,10.67459,-0.2301015,2.808566,2.58348,0.8204755,10.13644,1.534004,2.186751,6.190769,4.853058,1.195126,8.347951,0.9275009,1.350721,4.924952,1.388087,2.59301,7.194428,-0.08364816,4.722756,0.3240596,-0.1775679,-1.841355,7.441791,5.390632,15.6968,-1.009179,9.104395,-3.273519,12.91393,5.497723,3.262358,13.57707,-1.162416,2.827521,0.9802142,2.316588,-1.489402,4.24962,0.8623732,3.565478,5.580522,-1.089318,-0.8220909,32.71967,1.730328,2.378069,1.377924,3.885391,7.881077,21.16337,-0.7501512,0.4244208,-1.647065,-0.2115671,22.01855,5.646583,0.4926575,0.7203289,-0.2507346,1.775116,5.124208,2.540457,24.35142,1.555031,-2.101444,-3.131538,2.800635,-0.8677607,0.2168362,2.876794
111.51072,5.193506,37.07324,5.400148,0.05731303,3.753766,-1.635089,7.3042,0.6580322,-2.376723,3.127183,0.3656434,-0.5652376,12.69537,5.642422,1.51045,0.6166182,3.167087,-1.708673,3.962255,4.418355,4.79798,-0.3922714,-0.1112966,7.971427,10.63132,1.815061,1.183726,1.765269,0.08406141,11.02108,1.066784,3.03222,4.235054,5.109813,1.983211,8.947369,1.105565,0.4097801,1.928133,2.881395,5.012415,6.924945,-0.9252238,3.297074,1.567659,-0.77106,-1.404228,8.028349,6.577529,13.49788,-0.5910201,8.707124,-1.403413,12.39981,6.06316,1.35235,12.16849,-0.854901,-1.996254,0.6256696,2.756065,-1.270984,3.780253,2.213501,7.952991,4.369408,-2.254348,-0.2819713,31.27891,1.177411,1.429648,-0.2345773,4.27279,8.3359,19.04454,1.673171,0.7626065,-0.8905951,0.4321225,21.84615,4.800637,-0.7029142,2.059733,-1.283227,2.407158,6.81414,0.3834106,23.98697,0.7208229,-1.582524,-2.652042,3.060656,0.7607031,-0.1328398,1.321699
111.61064,4.478024,37.29906,4.520098,-1.019833,3.403025,0.5039108,5.38139,2.160002,-2.15899,2.841569,1.444016,-1.96828,13.6821,2.850073,4.246759,2.110574,3.439234,-1.233138,3.702345,4.704611,5.654597,0.2516908,0.1445042,7.700065,9.041298,-0.0781903,1.399039,2.63049,0.2323091,10.37535,1.752858,-0.2885154,7.206415,6.432389,1.47559,6.893055,0.6722329,0.4207364,3.123939,1.144955,2.964649,6.239116,-1.247113,3.493469,-0.01450654,-1.437328,-2.321603,8.456454,5.177732,14.63422,-0.8838065,8.711751,-3.211986,13.02978,3.538218,4.978864,11.48559,0.2556213,-0.191141,1.901614,0.1061623,0.001290431,2.711485,2.717032,9.908726,5.024199,-0.1165351,1.7093,28.99627,1.652886,1.133133,0.08820438,2.38389,11.94046,19.14488,0.9799408,1.326113,-0.6938238,-0.430545,20.59111,6.315356,0.2937955,2.46586,1.279303,3.226802,5.446518,-0.6687953,22.84934,-0.1697986,-1.606514,0.1285376,3.294097,-0.1643767,-0.2625702,2.023584
111.71056,4.658223,34.78154,5.075329,0.1322811,3.84042,-0.6554354,5.426145,2.269526,-1.737499,2.058797,1.725583,0.04837672,13.17957,3.825717,2.6718,1.119057,3.60185,1.181592,4.198269,3.863434,4.323454,0.5868208,0.6101597,9.150913,9.779031,0.2890698,2.741344,2.036349,0.3650964,10.5961,3.089078,0.3748198,6.817523,7.553312,2.329147,6.950088,0.1916342,1.366451,1.388525,1.932454,2.980426,6.177909,-0.9430929,2.147423,1.56225,-0.1321683,-1.499225,8.533581,4.727502,13.53312,-0.3396035,7.676607,-1.472822,12.85605,4.577716,3.04895,13.32334,-0.5378493,1.103265,-0.1776175,2.13794,-1.180205,3.685728,4.904532,14.25123,3.435632,-0.646179,1.119634,30.60311,1.44801,1.793346,0.9092962,3.215165,12.65913,17.22458,0.2548319,1.977373,0.1548804,-0.2167022,19.95132,5.481834,-1.117936,2.548985,0.02942975,3.389256,6.832685,0.1386864,22.59892,0.05223654,-3.428172,-0.05808264,1.66602,0.9631053,-1.753179,2.530035
111.81048,5.90071,34.41498,3.303966,0.4187649,3.974597,0.1087434,3.39097,5.397792,-1.880301,1.751072,1.03124,-0.6690859,13.6601,4.936336,-0.506119,-0.5967906,3.631341,0.6171742,5.626087,3.52054,6.759132,0.3312388,-0.2809564,6.832838,9.869146,1.114652,3.951547,4.535656,1.275656,11.2324,0.6959506,3.757354,6.605733,4.968474,1.191824,6.101215,3.888358,0.3485721,0.06350046,0.7467002,2.876731,3.518281,-0.7599454,4.265813,-0.4755639,-1.516455,-0.6860371,8.275708,3.05114,13.32264,0.4235369,7.872234,-4.090926,12.43053,4.901881,3.346108,12.72076,-0.8716275,1.666019,1.665427,1.517244,-1.429001,2.879982,8.817269,16.56234,5.129439,1.001946,0.7877278,29.69996,1.746339,0.8067824,-1.599846,1.022909,15.38474,17.93834,-0.1954525,1.987702,-0.04149627,0.3258026,18.68716,5.60437,-1.331008,3.009171,-0.2167893,2.175088,6.003874,-0.277327,20.15947,0.0603443,-0.8065911,-4.15484,2.424108,-0.1392838,0.004677323,3.128388
111.9104,5.517342,33.58258,4.746037,0.1462126,4.157261,-0.9473029,6.273097,2.329192,-2.423531,1.70071,1.547255,-1.157105,14.03746,2.893709,1.960755,0.3333983,2.297483,1.278827,5.858888,3.925461,6.090441,1.491017,-0.3261338,7.97958,9.856538,1.040658,2.093643,4.263983,0.252701,13.86358,2.758342,1.368086,4.759099,3.850058,1.905954,6.829453,-0.06457228,1.325302,-0.006279864,2.00201,4.086949,3.899432,-0.7458836,2.662157,0.5103313,-0.6857824,-1.419414,7.412552,4.851211,13.01255,-1.129756,6.896341,-3.216691,10.71222,4.520132,2.38056,10.9234,-1.933449,0.3372582,0.2595283,1.436027,-1.683431,3.595465,11.29529,14.87144,5.319924,0.7948088,2.406676,27.27781,1.310329,0.3691141,0.1519364,1.654816,17.73554,16.53263,-0.01806166,3.218252,-2.009218,-0.8678836,19.57831,4.828531,-1.526288,2.159529,0.4151343,2.574875,4.017308,0.6777648,22.15699,-0.1550722,-0.5674271,-3.537206,2.577451,0.4664543,-1.63601,2.496905
112.01032,5.984573,36.63027,3.707589,-0.6214731,4.321608,0.6933404,4.747846,3.043257,-1.468712,1.260613,1.594801,-1.263999,14.0616,3.761623,3.339021,-1.15924,3.748409,-0.2787476,4.933063,4.840602,5.908657,1.027536,0.189644,6.10632,9.376647,-0.3262582,2.422487,3.062506,0.684288,15.82277,2.045639,2.298661,5.326758,4.183619,1.484174,7.562972,0.05365055,-1.171369,0.1013291,2.729423,5.238777,3.453293,-1.837125,2.900747,0.2692266,-0.2112253,-2.161405,8.140548,4.497963,11.87797,0.2340963,4.957402,-2.696108,10.7998,5.014511,5.23161,12.65866,-1.561063,1.15074,0.2424227,2.291597,-1.078395,1.840991,15.15795,14.40216,4.243978,-0.4743614,1.920868,29.2002,0.6823645,1.350161,-0.2010841,-1.210179,17.91299,16.33245,1.369268,2.449342,-2.722838,0.1102588,17.40841,4.971486,1.540578,2.831982,-0.9281129,1.790908,7.051401,0.327803,22.19864,0.2956983,-1.372031,-1.710914,1.368536,0.7797967,-2.03819,2.215808
112.11024,7.40374,42.40498,4.27269,-0.3939412,2.000222,-0.6826122,5.064578,2.169548,-1.639075,3.565562,0.5798363,-3.94717,13.86262,2.454296,-0.6457443,1.354944,2.484864,1.686051,5.474343,4.635106,4.648479,-0.1348506,0.2056384,8.306684,7.785212,1.581759,3.243866,1.306426,-1.002716,15.73182,0.8221814,1.32721,4.979059,4.407795,-0.08719679,8.383032,0.2419568,0.2603476,1.905659,1.030142,5.898953,4.030654,-0.6143284,3.017395,-1.345346,-0.9689085,-1.451018,7.997555,5.102155,12.68248,0.3796239,7.689584,-1.883372,10.82751,2.960104,6.214195,11.95831,-1.441384,0.5618511,0.8900872,2.74034,-0.4013974,2.158442,18.63823,13.68511,5.08898,-0.02453527,2.540615,25.01682,0.09682027,-0.8333166,1.612311,0.6417597,19.65769,14.03683,0.3825928,2.268071,-1.961932,-1.988594,16.69465,4.614893,1.90568,1.138924,-0.2544396,0.7491699,4.685907,-1.111536,20.56264,1.040612,-0.1993658,-1.348373,1.969142,-0.8179377,-3.91197,-0.2424684
112.21016,6.758691,46.08834,4.107765,-1.476299,3.018878,0.2659104,6.388313,1.758542,-1.225411,0.3913468,-1.461277,0.8186918,15.52692,2.155174,2.519096,-0.9632224,1.122847,-0.1797363,4.45051,5.408149,3.67101,0.5932957,-0.6049188,8.711324,7.665202,1.296266,4.137156,1.558185,0.2849562,14.20206,0.5407544,1.724413,7.488119,3.753241,-0.1596223,7.022678,0.5701362,-0.1168425,2.32164,1.383933,5.014204,2.118951,-2.570431,2.476382,0.1178507,-0.5022703,-1.756176,6.563334,4.023273,15.86479,1.244765,7.678638,-4.718763,12.47799,3.663076,4.404075,11.27977,-0.0514127,2.602218,0.628391,1.891898,-0.6407136,4.422743,22.17492,14.70583,4.741384,0.2880345,1.007816,25.09021,2.610626,0.4775898,2.172765,1.775499,17.5731,15.88173,-0.1049386,2.4706,-2.258998,-0.5931672,18.30397,4.893196,-0.02406855,1.671673,-0.302021,1.235443,6.129382,0.185749,23.3049,0.9097917,-1.745277,-0.8880708,2.363075,0.2347031,-1.605204,0.835709
112.31008,8.395503,47.93364,5.831784,-0.8484634,1.337114,0.5897656,6.351347,2.301315,-0.5772115,0.2962862,-1.191698,-0.3489948,20.32055,2.380511,1.960278,-0.2968482,0.8805298,-1.370111,4.163265,3.775059,7.132628,-0.6119024,-0.3206648,9.442969,7.335665,0.4247032,4.942746,1.512562,1.666491,14.65382,1.819703,1.335967,5.738486,3.36478,2.087967,4.888728,-1.093095,0.04260748,3.237442,-1.000353,5.654975,2.777047,0.06768157,1.724493,-1.925239,0.311351,-2.709814,8.423991,4.225501,16.25834,0.6639618,7.645519,-3.853135,9.162061,2.875975,3.473513,11.28766,0.1774314,1.574671,-0.8886352,1.286605,-0.8880745,4.192572,24.16003,14.35341,2.990872,0.06908865,2.841187,24.9851,0.65763,1.644487,1.17638,-0.5736012,17.44571,13.3771,-1.722437,1.342822,-0.049106,1.159342,16.77295,4.032795,0.716588,3.324772,1.390454,1.679688,4.524371,-1.445959,22.32268,0.05144111,-1.559834,-2.127601,1.216143,-0.2495111,-1.87985,2.098882
112.41,7.520887,47.28202,6.140507,-2.26939,2.592281,0.7768639,5.632183,2.18827,-0.7806159,-0.4036627,-0.8482618,-1.495715,19.65926,3.21137,1.150386,-0.6400759,0.8197365,-2.074229,5.18764,4.160845,3.92827,0.619202,0.7398923,8.055851,8.269409,-0.1604117,5.270238,3.055658,-0.6997107,15.73443,0.04522169,0.5420183,5.771151,4.357877,0.5724632,5.54989,2.21433,-0.8252888,1.962197,0.3016708,5.336072,3.276605,-1.18352,2.599386,-0.03662936,-2.341061,-3.826218,7.583028,2.183024,14.53515,0.1313832,4.96632,-4.211479,11.2691,4.998197,4.273318,13.29212,-2.255765,0.7143846,0.3897741,1.238701,-0.8600097,5.767549,26.36552,13.4171,5.129441,0.4980406,2.799471,23.50845,-0.7318191,0.4983693,0.1385432,0.703357,18.78095,14.01677,-1.32578,2.019809,0.133736,-0.1083581,14.53162,5.966468,0.4254019,3.161664,-1.486241,0.7431462,4.362421,0.1780701,21.63511,0.7220854,-3.215768,-1.613195,0.2443862,-0.2810636,-2.84446,-0.1114346
