 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85, C86, C87, C88, C89, C90, C91, C92, C93, C94
42.86568,0.3243068,3.157356,6.414729,0.5012694,0.3910557,38.41339,2.724023,-3.137347,8.065796,6.835526,2.934584,1.89702,2.356991,17.39994,4.980208,4.076037,21.9003,1.687496,-0.8768275,1.503392,-3.668128,-0.2488802,2.368005,30.28059,2.570976,22.49973,14.84941,-4.228642,9.890311,3.02332,3.998986,3.057919,0.6540288,-1.450621,4.562479,38.0971,31.41222,18.70721,12.34286,10.48852,5.888809,6.064408,1.615504,4.089043,5.949962,22.08921,-2.923339,15.0413,7.145197,2.698705,10.50169,2.693491,2.300986,-0.5854069,3.211644,0.01536736,12.85433,14.97669,-1.200824,11.46938,13.16395,5.749381,3.807363,0.7984135,0.857227,51.6593,2.283889,5.422498,-1.171568,-1.2427,15.34304,2.956729,3.892318,-1.676428,-1.009174,-5.621105,-1.76792,-1.913978,15.42966,26.62369,8.217052,21.77293,5.38053,1.282679,9.296911,20.63136,2.196026,2.893016,0.006664039,2.968663,1.598539,2.535301,0.3663026,3.449455,0.8160508
42.9656,1.408439,3.586181,6.929965,0.3868878,2.999095,41.09861,3.108306,-0.3287299,8.931691,4.901592,2.964356,1.574735,3.270193,19.45315,7.449323,2.7807,21.87938,0.02419249,-1.241129,0.5958078,-5.570599,-0.4944293,1.459077,28.3511,1.854295,27.63445,14.50002,-1.984709,7.415457,0.7376106,4.49105,0.536338,1.832806,-0.5902039,3.032436,40.13266,31.94511,15.50086,11.29687,11.16112,4.837579,4.59859,0.8240334,7.517535,7.939843,22.64538,-1.489353,14.19619,4.667199,3.895708,11.55146,2.353287,0.4130921,2.948282,1.649188,-0.4114694,12.74821,15.3508,3.168827,11.11464,13.8438,6.141832,4.21454,1.275929,0.7161922,52.19694,2.757484,6.703633,-3.47674,-0.03340508,13.35413,3.567606,1.937027,-0.4426285,0.01353299,-4.260563,-2.31664,-4.152207,11.52074,23.21615,7.123349,22.71455,4.664784,2.957494,5.495368,17.83064,3.436121,0.6950924,-0.6781557,5.234811,1.341772,0.9410621,-0.08548723,1.925075,0.4524376
43.06552,0.7026701,3.708041,5.938622,0.7641158,2.169425,43.15014,2.251568,-2.431331,10.18993,7.333102,2.146584,2.690673,2.82607,16.94316,7.135112,4.461776,22.05028,-0.3971544,-2.863068,-0.04936563,-4.946094,-0.6217514,0.8598277,30.45013,4.829672,26.7306,14.05902,-1.828779,8.767819,1.374761,3.212281,0.4754046,1.804598,-0.8784288,3.4724,41.27777,28.73015,17.9016,11.69307,9.770463,4.455522,4.79274,1.531676,5.019199,8.061687,25.23129,-0.5549162,13.65181,6.007081,2.971153,9.037911,1.964192,1.075235,2.59955,1.627542,0.9136322,12.52187,18.18354,0.1389955,9.714484,13.8003,4.610249,4.366421,0.6882346,1.915693,52.05559,3.204998,6.550481,-1.090196,-1.181379,14.84291,3.724692,2.2681,1.335618,-1.48384,-4.873047,-2.316792,-2.532748,11.70657,22.08008,6.744985,24.31047,4.601249,1.079633,9.303671,18.48546,4.956865,0.3936283,-1.28755,2.605182,1.722884,1.879176,1.209862,4.289445,-0.04650798
43.16544,2.044538,4.670471,6.858129,2.257466,0.6603799,44.56444,1.647643,1.406767,9.639969,6.20422,3.408685,1.767549,3.660529,15.59005,4.40231,4.265357,20.76608,-1.62621,-0.2049336,2.348757,-7.862665,1.469975,2.155396,27.04751,1.66201,26.3156,14.9087,-0.7958103,7.822596,0.2081499,5.05125,2.601156,0.649156,-1.301356,3.404001,40.92136,27.9043,18.96121,9.878753,10.19645,3.904407,4.992275,0.1138571,4.754314,8.812983,22.99072,-1.511515,14.13208,4.904478,1.137206,9.156741,5.506405,0.7434239,2.130062,0.9437754,2.663285,11.1233,16.6443,1.444487,9.806504,14.47377,3.972284,5.976243,0.7974996,3.851651,50.24517,2.616765,7.827712,-2.552274,2.447857,14.92197,3.147026,-0.04975722,1.700983,-2.434716,-4.207762,-4.13372,-2.939676,13.70185,20.61483,8.792668,26.88728,5.339622,3.621956,7.238193,17.63614,4.048991,3.566973,0.8365011,5.144364,3.248372,2.100682,1.664696,2.458022,-0.2709085
43.26536,-1.90448,1.871545,6.516295,1.620499,2.8915,44.95158,5.140904,-0.6115239,11.17173,4.483994,4.492643,1.27601,1.292597,13.30502,4.728985,3.960215,16.32344,-2.068806,-2.313938,1.959275,-5.402248,1.349916,1.281788,29.12218,3.854536,22.76618,10.56819,1.318879,8.873572,1.655065,3.796928,-0.04781528,0.1334488,-1.087573,4.290985,39.19495,28.47829,18.91864,8.753513,8.632944,3.373441,5.798272,1.583194,2.892616,9.304519,20.96696,-0.7061805,12.06365,9.438138,1.638775,9.237431,3.882461,0.89254,0.7186618,2.016407,5.931801,14.46069,16.30982,0.3989886,7.912887,14.79436,5.238446,6.4529,0.8465738,6.896297,49.20594,2.034404,6.950924,-1.58589,0.6513668,14.47003,2.15673,2.343193,4.311162,-2.55513,-4.340086,-2.860153,-1.325396,13.31007,22.19936,8.07189,24.61571,6.135478,1.660193,8.310574,16.15272,5.510327,3.580395,0.13611,2.179606,3.197709,3.221792,0.9424002,4.187335,-0.5556124
43.36528,0.1461985,-0.1633711,7.982996,1.973642,0.446812,41.82483,6.314726,-2.17094,10.2743,5.080283,4.154924,2.246853,2.851987,12.724,6.20472,3.798398,16.70158,-0.7898515,0.8309414,-0.7363318,-6.154313,1.460129,1.693539,28.52401,5.034165,21.05496,10.04405,0.3382401,9.74545,1.552942,4.184579,-0.3876314,2.382565,-2.681633,3.738111,36.62187,26.51095,17.52788,8.184128,7.752922,3.305437,4.667257,1.038664,3.5767,8.431067,20.52638,-0.598881,14.53554,10.93582,1.033697,5.739584,3.094636,1.661532,-0.09699178,0.3320096,11.67803,14.53193,14.88408,1.18423,10.02809,14.52454,2.03454,5.339464,-0.3279551,7.162227,48.74625,1.59402,5.727396,-2.090641,2.279353,16.49839,1.88239,1.806132,10.37154,-2.800803,-3.488659,0.07521113,-4.21426,15.1651,20.12755,8.476698,21.62851,5.857741,3.178495,10.95079,16.74302,4.173144,4.39848,-0.3504112,3.650186,3.723771,2.596827,0.9573411,2.510529,-0.07445855
43.4652,-0.1497649,2.040219,5.835888,1.061292,1.914164,42.38503,3.954303,-0.6771113,11.42723,4.466994,6.562511,2.520519,0.2161826,11.63288,3.072854,4.748676,18.42398,-1.879185,-2.10166,1.772849,-4.93042,1.386873,0.9558564,26.74682,4.087731,24.3606,12.10115,1.092866,9.831322,3.162668,2.263847,2.117292,2.840994,-2.147895,4.116125,37.75213,29.43153,16.20888,9.465152,9.334396,1.509085,5.235979,1.436913,2.532182,10.07146,18.99215,0.06114946,12.41005,10.51737,4.221488,7.316143,6.458268,0.3820752,2.277114,1.601871,12.62753,14.37837,15.3497,1.364424,9.998075,12.96179,3.669439,6.745636,1.233264,10.22297,47.22092,1.764015,7.729723,-5.331463,3.418631,15.14164,-0.7080887,1.536214,14.43493,-3.920103,-5.826688,-3.303807,-3.858589,12.59304,21.58005,7.682268,24.08441,3.552087,4.616631,10.7222,15.23575,4.515009,2.427411,-0.9403702,3.644536,1.170114,2.556035,-0.05871836,4.063929,0.4650146
43.56512,1.255043,3.990176,7.617133,2.477876,1.532392,45.25978,4.960596,0.3953447,11.91237,5.789813,6.34141,1.189228,-0.5138556,9.803514,2.768032,3.589332,15.55253,-0.5794461,-1.527195,0.5581183,-6.151211,0.7677315,1.924167,26.83671,5.575594,23.50834,10.77578,1.425377,12.77785,3.262263,2.163591,1.637558,2.819983,-0.9273192,1.89303,36.54199,27.41264,16.21682,10.27947,9.297128,2.559479,5.307088,1.272032,-1.546621,10.46958,19.82071,3.049065,11.60425,9.234419,9.894609,4.29438,6.537505,0.7731078,1.153093,1.890918,13.40705,16.39324,11.05354,2.040773,11.66242,11.86702,2.344495,6.680248,0.1821723,13.65215,47.82756,1.025784,5.901073,-2.81019,0.9039915,14.99742,0.8725843,1.225177,11.58341,-2.384142,-6.296743,-2.042842,-4.229455,11.92221,25.37654,8.412495,22.93142,6.292336,0.3941788,10.69986,13.34706,4.730284,4.288041,-1.304233,3.209826,2.747589,4.349192,-0.2570481,4.524883,-0.9841654
43.66504,0.6564968,3.975769,7.166657,1.654428,0.8599249,46.09191,4.899472,-1.432638,11.14882,7.612939,6.390395,-0.8424055,1.499683,9.219882,1.985481,3.022073,15.82868,-0.2121826,-2.004329,1.582555,-7.62606,-0.4537353,2.699704,29.17816,4.64087,25.26564,13.20661,-0.5145515,16.22905,3.718454,2.039431,1.975025,1.637601,-0.7858492,3.038635,36.44782,28.45752,15.11641,12.4933,7.403069,-0.7077715,3.383615,1.585994,-1.07422,10.26862,17.53967,2.461372,11.93687,9.007039,17.06354,2.300197,8.682484,1.49397,2.106014,1.574635,11.76095,14.52649,11.5,0.2778888,10.47099,11.36047,1.363032,6.044569,-0.7973677,14.19149,46.44654,1.844072,5.857796,-3.056473,3.555495,14.65968,1.187107,-0.069557,12.86892,0.04060793,-5.339103,-2.639551,-3.865789,11.03161,26.8187,10.96369,23.87412,5.031003,1.882421,8.880523,14.35056,6.307986,4.737609,-1.004245,5.708055,3.680311,1.378515,1.633977,3.704388,-1.287671
43.76496,-0.08377404,4.917059,5.81498,0.6270773,2.238607,45.77248,5.27127,-0.8404062,10.79912,7.115788,6.332645,-2.068982,0.6232466,8.859089,2.477154,3.514825,15.15656,-1.273166,0.2763615,0.4623103,-5.975108,-0.1917694,2.645333,28.3918,4.337028,24.93854,9.999863,-0.61484,19.91096,1.829256,1.942938,3.850629,1.568878,-2.010269,3.454735,35.11999,27.43489,13.10114,11.45492,8.931113,1.861968,5.74544,1.070698,0.09231484,11.1751,16.42148,1.111046,10.73722,9.204627,19.74862,3.677398,6.903292,2.95831,-0.6641529,2.393978,9.620235,14.92923,10.86174,0.9279256,10.71071,9.309827,1.927469,4.435151,-0.9483863,13.875,47.52821,2.007769,4.996278,-2.661227,2.744631,13.85728,1.373429,-0.2259821,10.5925,1.989569,-2.800344,-3.337257,-4.201951,10.11992,27.69244,13.672,18.68476,5.953829,2.054349,9.899221,12.63161,10.16395,4.439839,0.4092543,1.61687,3.598322,4.397553,2.014383,4.643556,-0.08067182
43.86488,-0.4762602,6.96933,6.451416,2.840228,2.288295,46.95224,3.644684,0.5513954,10.75288,5.461941,6.941209,1.264573,0.7286654,7.91614,1.686998,3.717911,15.01173,-0.9360821,-2.589109,2.279736,-3.16797,1.6092,3.008738,25.02818,4.779138,26.2493,12.33895,1.903131,24.25922,3.1655,2.196497,3.187404,1.133919,0.9072605,3.235206,37.91557,26.53545,11.81168,12.68006,7.39728,2.371356,5.534384,-1.522444,-1.765671,9.020092,14.00597,3.811651,8.54072,8.378605,22.54682,1.326581,5.736768,3.036386,0.8568462,0.4515483,8.583288,14.86185,10.88005,0.6459634,9.936412,9.852753,1.922265,5.217117,-0.3481987,12.0799,44.41866,0.8423852,6.459029,-4.560264,-0.7768602,12.27634,1.791324,-0.9690584,9.219206,0.9895803,-3.28982,-3.036868,-1.958932,7.829929,26.6528,17.32616,17.80264,5.816301,2.782115,7.358678,11.37344,10.6616,7.12075,-0.9115713,4.735279,3.314268,3.289307,0.7538428,2.027359,-1.657966
43.9648,-0.7617763,5.105121,6.595816,1.18607,2.223465,47.81316,4.704976,-0.5519586,9.587875,4.493648,7.713943,-1.096996,0.5506943,7.741287,3.410559,4.376666,14.38542,-1.188396,-2.678329,2.378643,-3.98045,0.6380278,3.097163,27.69233,3.14804,25.20342,11.71999,0.9413188,27.44349,2.959435,2.479546,3.28577,1.324841,-0.6725867,2.695856,41.2519,27.5513,12.66161,12.04403,7.390895,0.9075857,5.139464,-1.912362,-2.052439,9.085217,18.14965,2.82623,7.220579,7.802989,23.16193,-1.201744,7.099801,2.662568,0.5641789,0.5484081,7.191018,13.6656,11.0033,0.744984,10.47822,11.12433,2.19944,4.399495,0.09837092,12.19706,44.27442,0.926599,5.114889,-4.785682,0.9286132,12.62906,2.302334,-0.8559456,9.735267,1.618026,-6.783701,-2.788823,-1.841266,8.443133,27.16181,15.51438,18.28292,4.91471,3.110526,7.721961,11.67466,10.36471,5.236681,-1.675129,6.083037,3.564234,4.417328,0.06425691,3.858703,1.13803
44.06472,-1.051751,6.249966,6.771168,0.6947351,3.364369,49.58298,3.997648,-1.783183,10.51666,6.768312,6.452415,-1.869642,-0.4990931,6.435876,1.953806,3.269925,14.93599,-0.2272524,-1.620425,2.137354,-3.305936,0.09261627,3.041303,26.07479,3.813227,24.17678,9.273856,0.4862196,29.98867,1.800417,1.557181,5.710101,0.9372624,-1.89389,1.097501,39.48314,28.43143,8.139503,15.47153,6.418681,1.845,5.089108,-1.8695,0.6625422,7.368194,15.54045,2.299385,7.378736,7.495397,23.97173,-0.6338657,5.672632,0.6022677,2.925757,0.7834508,5.772563,13.50346,8.819593,-1.603905,10.18126,10.43808,1.684785,3.606951,-0.2408635,11.30174,44.03386,1.390178,4.967422,-5.867026,0.2265593,10.60032,3.249431,1.481882,10.50889,1.825278,-4.447325,-2.481957,-3.734366,7.620986,24.91317,14.90462,17.26268,6.338032,3.241307,9.144181,12.60703,8.989093,7.705209,-2.807011,2.224747,3.800555,4.427586,0.0161037,4.399147,-1.610829
44.16464,-0.5704219,4.648448,6.344874,0.4092675,1.679235,48.12486,3.926909,-2.999177,8.649405,6.901856,6.055459,-0.07501891,-0.1208641,6.502239,0.4240481,2.637096,14.9015,-0.1536788,-1.014218,0.203772,-4.806954,1.404016,2.946185,26.03347,3.807549,21.97669,10.23338,1.438943,32.83185,2.492578,1.974555,4.184066,0.610314,0.4132285,1.864315,41.04818,26.83676,10.06202,15.53199,6.682794,-0.4752063,4.227726,-1.70861,-2.670454,4.553313,15.74227,2.202666,7.990201,8.601708,22.93644,-0.7673718,11.09218,0.1612472,2.640278,0.1087294,7.708302,14.54752,6.456036,0.3834814,11.73125,11.99226,1.626342,4.672588,-0.1653473,10.29456,45.88681,1.006736,4.657736,-4.839396,1.790789,12.54206,1.389295,1.067935,9.912981,1.333037,-3.409287,-1.600484,-3.916061,8.440863,24.03632,14.37877,13.89187,5.769269,3.927184,9.464347,9.665049,11.01705,5.144899,-0.7204212,2.539694,4.714685,2.256714,2.33509,5.900378,-2.207613
44.26456,0.3833438,7.302062,8.241266,1.156065,2.674356,49.86348,5.41673,-1.750426,9.327823,4.01826,5.55128,0.4327368,-0.3421396,6.04371,3.283204,3.657164,14.68708,1.48702,-0.8683125,3.321126,-6.02006,3.230831,4.608689,23.97152,6.400002,23.41703,11.43547,1.613928,35.05919,-0.8472136,2.11355,6.115884,-1.47707,0.5022042,3.738062,40.52996,27.42649,9.049404,19.22046,8.32799,1.502976,5.565644,-0.9580985,-2.59104,6.081486,13.52109,3.052129,7.531425,6.538177,22.58121,0.8051903,13.99099,0.7368749,3.05444,1.24635,7.984114,13.15089,6.684263,0.06604514,9.906464,9.245926,0.737672,2.783988,0.278617,10.48962,46.06039,0.8937175,5.248919,-4.037064,2.09263,13.41904,2.227367,1.236615,8.860339,1.48101,-2.087478,-4.140472,-4.063094,5.927279,22.77489,13.19794,14.68832,4.497169,2.223917,11.71412,11.95504,10.3741,5.723259,-2.956243,3.286952,4.01524,3.005093,1.303669,5.62672,-1.605086
44.36448,1.528303,7.497562,5.285733,2.061722,3.647435,50.06157,3.506058,-0.4617899,8.776873,4.314029,6.65156,0.2748275,-0.2815458,5.679331,0.8635544,3.526233,17.09261,1.985426,-0.1642691,0.927534,-4.603908,1.838608,2.147935,23.11224,5.544616,23.19283,12.79615,1.079641,34.95342,1.558563,0.401237,5.850965,-0.8341666,3.111242,2.283565,41.79274,29.72254,7.656289,19.3548,6.935686,0.3956146,6.442249,-1.06451,-1.053812,4.11016,11.93037,1.739103,8.310399,5.268714,23.45731,-1.185428,16.00957,0.146108,3.958839,1.885555,5.345763,14.76883,5.716945,0.2830518,11.09867,8.751467,1.846295,1.907293,-0.1783935,10.21825,46.34074,0.3162048,5.40773,-3.986226,0.9577478,11.44369,3.740413,-1.431982,6.66213,1.368982,-3.371047,-0.8174862,-5.017331,8.000156,23.94813,11.49732,15.19161,7.470157,2.725443,11.94394,9.676985,12.87494,5.66747,-1.318689,4.489177,4.796359,2.391919,-0.256092,5.11633,-1.481137
44.4644,-1.085641,8.377905,7.617348,1.986779,3.718149,50.48013,4.640288,-2.009454,6.89851,6.729644,5.167483,-0.009977049,0.6635162,6.61481,2.193887,1.891253,17.40013,3.841295,-0.2486544,1.293735,-5.226289,1.353051,1.927868,23.48039,5.195474,22.40955,9.023373,0.07375477,36.62548,2.609269,0.4380059,4.353731,-0.1947376,1.211648,3.641595,39.39201,27.54475,6.55262,19.58971,5.240001,0.2182585,7.152525,-2.122776,-0.7925122,5.202643,10.3567,1.632273,8.045858,4.370878,23.36422,-2.764097,19.85423,1.585645,2.820664,-0.4590835,3.268825,14.16378,5.910828,1.756691,10.79087,7.69844,2.08753,2.4211,-0.1076262,10.32051,45.5873,1.433592,5.758701,-4.957366,-0.8490371,9.621533,2.64229,0.6198674,7.269824,0.9864632,-2.802681,-0.05508073,-4.91413,7.087184,22.6543,11.3843,11.95008,7.545243,3.689006,11.87631,12.37133,11.46667,4.933503,-2.283713,4.047185,3.057686,1.384477,-0.6390483,6.565592,0.01401868
44.56432,1.731424,7.294493,6.629975,1.930914,1.855994,49.61738,5.004132,-2.620227,7.800944,5.307641,6.835347,-0.1330415,2.060902,4.237466,3.166296,3.57853,17.96911,5.500881,-1.554595,0.8857009,-4.246075,2.937339,1.630544,22.31005,4.425838,24.73895,11.58134,0.4174034,40.17891,1.151707,0.6288035,5.300825,-1.165485,2.392512,1.422656,41.37171,28.28267,7.868207,17.79475,5.231293,0.6776384,6.939905,-1.49772,-1.848271,2.861879,9.739799,4.523407,6.870762,3.660095,23.56759,-1.133203,21.6777,-0.5373424,6.634569,1.466284,4.518568,13.82554,6.182446,2.114228,11.17695,7.302173,1.56778,1.195461,0.3753545,8.85818,43.58922,0.9280521,5.426163,-4.042647,-0.5980857,10.28274,2.792212,0.9338171,7.174831,1.064658,-6.084105,-0.9278445,-3.476926,7.296502,22.21874,11.85818,13.20149,6.958935,2.862039,10.12574,11.81696,11.45591,4.330422,-1.979485,3.670908,3.22357,3.634329,0.7678307,7.498082,-1.821654
44.66424,-0.8734086,7.376038,5.827209,2.344075,3.021208,48.887,3.281684,-1.755653,7.057076,3.706809,4.006567,-0.6946294,-0.1631801,4.705371,1.777968,3.715927,20.44763,4.114189,-0.07682223,0.6264789,-5.428762,0.905009,3.317294,23.38008,5.231428,25.29701,8.953235,-0.04698177,39.648,1.657487,0.7896321,6.182704,0.09618302,1.389487,1.157814,39.19426,28.78975,5.303748,18.00066,6.573899,2.464142,6.453911,-1.250297,-0.4885647,3.188429,8.156374,1.790155,7.458835,4.740149,23.65858,-0.5564564,23.54301,-0.736481,5.364843,-0.2983923,2.289914,14.58772,4.503088,2.255214,11.30868,6.531664,1.40202,1.8809,-0.6157643,9.09533,42.23598,0.04649727,5.612557,-3.536901,0.233005,9.344938,1.87988,-0.972833,6.738129,1.272735,-3.506497,-1.402517,-3.762466,7.574492,20.3732,10.59526,11.55489,5.321864,3.870213,11.82283,11.15421,10.85446,5.207222,-0.9565774,2.009141,2.241404,3.772831,-1.005775,6.518539,-0.3032905
44.76416,-0.8134426,9.027031,5.710098,2.084861,3.52552,48.98699,5.012514,-0.6723965,5.165636,5.027149,6.584547,0.9983915,1.722065,2.661947,1.921646,1.415111,24.88548,5.086982,-0.09244128,1.034528,-7.075486,4.477156,3.697266,20.76167,3.731794,25.40484,9.920823,0.3436597,40.3204,1.779423,-1.901464,5.318474,-1.40604,2.446616,0.6935416,42.06599,27.17602,3.941428,17.45782,4.323249,2.227623,5.573752,-3.032704,0.8574464,2.308007,8.764362,2.753874,7.651996,3.580543,21.38694,0.5939673,25.99369,0.00967936,3.752942,1.170362,4.156229,14.35015,4.599368,3.508737,10.91603,7.694538,-1.402755,2.54841,-0.182899,8.644713,41.45131,-0.07620562,4.160133,-5.765072,-0.5144411,9.085206,1.897389,2.037848,7.929426,0.8481597,-4.75708,-1.739725,-4.182666,7.195302,19.6486,10.85703,11.36148,7.087402,2.732649,12.04454,11.9271,11.24465,3.887541,-0.9283025,3.507449,1.386328,4.101817,0.1505414,4.747388,-1.15209
44.86408,0.9157261,8.376209,5.131945,4.342599,4.548707,48.05227,3.783004,-0.2570969,5.759227,3.351959,6.572523,-1.36764,1.014869,2.515402,2.253661,2.112876,26.58087,3.744196,-0.2985882,-1.846808,-5.020344,2.975201,2.588464,19.87948,5.12247,23.45803,8.610377,-0.0121551,41.95195,0.4789901,-1.138827,4.421462,-1.369314,1.128843,-0.8502182,41.85863,26.60274,5.480291,15.79883,3.858294,2.514999,7.444371,-4.089014,-1.171706,0.7945423,9.758248,3.754122,5.769427,3.448287,22.09802,-0.8732892,24.39011,0.7951797,6.843068,1.999916,3.011573,13.23314,4.284825,1.473843,13.96123,7.345199,1.152862,4.50661,-0.3767832,8.576737,39.82354,0.7988847,4.362518,-4.578707,-0.6349865,10.16937,1.448924,-1.510364,7.328135,0.7398281,-3.146556,-2.133309,-2.846621,6.849127,19.65637,9.214328,9.756267,7.84587,2.945397,10.30799,11.66891,11.95405,2.516427,-1.725355,3.407511,2.610401,1.15663,-0.5904597,5.557543,-1.671062
44.964,-0.2013505,8.763008,5.77095,7.466286,4.181402,47.79756,5.209237,-0.6294909,6.526107,3.635967,2.649641,1.509615,0.5313436,3.312598,2.20701,-0.08330523,26.14804,6.640967,0.5585106,2.431219,-5.377927,3.255066,1.431274,20.88771,3.480202,22.92023,8.637513,0.2655844,39.99681,1.613186,-0.04347676,3.656024,1.137057,2.635656,2.101892,38.81007,25.85995,3.964551,16.26497,3.943946,2.088808,7.700748,-4.111569,-1.045325,2.961938,9.791923,1.883449,8.168198,1.666823,22.33792,0.1463303,25.15157,6.2874,6.394397,3.153713,2.551501,12.30755,4.041575,2.812855,13.35032,6.281731,-0.6944273,2.889562,-2.00988,10.0562,38.61079,0.2761555,4.460256,-4.454138,-2.465895,9.132755,1.513139,-1.139542,5.538443,2.244491,-3.462517,-0.4861142,-4.594183,4.476729,19.9807,8.312559,9.30229,7.712331,2.054831,12.02804,10.23402,11.37759,4.995335,0.8724079,3.086157,0.7378621,2.747221,1.202439,7.239875,-2.141914
45.06392,-1.606627,7.398791,5.559253,8.666597,4.371578,46.92731,2.884276,-0.6651637,5.269104,5.48347,3.887492,0.3411978,0.03388464,1.881086,1.163469,-1.489257,23.04408,6.834851,-1.796557,1.502666,-5.519215,3.052972,1.869506,18.81515,4.43358,23.51607,7.839412,1.255806,38.51526,2.519486,-1.035301,5.05968,0.7950623,1.254005,0.3513843,40.60237,26.78323,3.074617,14.03677,3.507763,3.003348,7.115377,-3.591816,0.6878412,3.90093,6.420829,3.243866,7.30971,1.650254,23.73407,0.1571837,23.49551,7.163733,5.252045,1.837868,2.547872,11.4911,2.864232,4.75565,12.56139,5.753201,-0.8803696,3.269425,-0.7925673,10.20811,38.25222,1.333064,3.789533,-4.701628,-0.4826947,10.47315,1.662204,-0.1826409,3.882624,1.560154,-4.311071,0.1871351,-3.306047,4.794381,18.41032,9.497789,9.398548,7.414701,1.548531,10.6864,13.17817,11.42311,4.525685,-0.5129527,3.434387,1.529057,1.542711,0.4180912,7.708721,-0.8482828
45.16384,-0.5985729,8.717494,5.03883,10.51372,2.048518,42.89255,3.238233,-0.6063346,4.238675,3.117962,3.17834,2.315577,-0.04587581,1.694769,0.4210847,0.07012555,21.52597,7.071057,0.555272,2.932855,-6.330108,5.934249,0.6421884,18.80586,4.663272,22.80304,7.598481,0.9578783,40.90396,0.9625308,-1.35964,4.597153,-0.07680362,1.562578,0.08793361,39.94184,26.01628,2.252997,14.84091,4.175679,0.6564525,9.019219,-1.33296,0.6529221,2.714083,7.293424,1.144524,5.146643,2.737282,21.51313,-0.2478431,23.46091,9.333202,6.796749,1.347121,1.144902,13.74763,2.923861,3.661486,18.36926,6.337227,-1.253693,2.318321,-0.9499094,9.347025,38.7402,1.420949,5.910208,-7.026786,-0.1720789,8.339735,-0.09303018,0.7553042,6.9345,1.24457,-4.007723,1.83227,-4.12392,5.230392,18.78238,9.069931,9.008211,6.414611,2.261609,12.37132,11.52301,10.56698,3.290996,-1.00042,3.97849,0.8513976,3.428731,-0.1378659,6.265095,-1.36613
45.26376,0.4845607,6.786281,5.095658,9.611603,5.084338,44.64191,2.984622,-3.353375,4.275888,4.61486,4.949336,-2.170107,-0.8617353,1.874821,0.9290436,0.09151308,22.48678,6.856459,-0.03868365,1.997977,-4.525763,3.814622,0.3574008,18.28342,5.604938,22.9969,7.53734,2.669454,42.41935,2.101389,-0.8627947,4.251133,-0.4385506,1.992017,0.00046559,37.77892,24.68919,1.618811,13.07966,3.020211,2.528745,8.289159,-3.294781,-1.096552,1.809473,6.480614,3.883527,5.916527,1.488231,22.81651,-1.166899,27.88542,9.976646,4.81873,1.323074,1.714691,12.20316,1.332727,4.382509,16.06942,6.79432,-0.3467897,4.004533,-1.446504,9.237115,37.49316,1.909579,3.35775,-6.025597,0.3438417,9.53324,0.2595458,0.06241651,4.380188,0.8926817,-4.919793,1.283004,-5.684154,4.253856,18.45739,8.880363,7.048547,5.794748,1.885492,14.65355,13.39698,10.35445,5.570849,-0.4536273,4.444553,-0.5051944,2.99891,1.360794,6.745032,-2.914721
