 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134, C135, C136, C137, C138, C139, C140, C141, C142, C143, C144, C145, C146
87.33008,30.66772,0.8677061,3.491426,20.9471,1.741091,4.621857,22.56035,0.2455838,18.6586,2.005166,-0.4462074,7.431315,8.687243,5.019563,1.151441,0.5056063,1.588537,-0.1054129,29.29177,1.049876,9.901905,4.638532,1.485013,49.74453,7.302487,-1.535005,5.910215,2.776509,5.174926,27.71543,0.714626,2.888484,1.252362,18.40541,-0.9956561,2.47787,-0.3735928,25.70541,62.30323,8.250634,3.83171,25.40598,16.10338,6.184021,-0.3376459,9.960843,5.489074,0.9182841,0.5640429,14.09942,0.3456005,23.21518,-1.664413,43.41628,3.101103,62.09313,66.13019,0.7663527,-1.609921,1.378658,4.200686,1.120257,3.165669,24.71949,2.178894,4.828294,4.999842,2.695272,-2.036671,7.889769,4.057213,0.7823359,3.686664,9.725349,75.77442,3.522285,9.29657,23.46327,1.842295,13.59447,0.05250692,21.80996,1.01019,0.09195786,1.972911,14.86269,2.170135,2.237971,7.448555,0.946152,-0.4616931,0.8578371,3.631261,13.00061,3.772575,-0.8672263,24.71446,0.5070776,8.489411,1.517948,13.075,11.37944,2.343647,3.44672,-0.8799226,1.890412,15.97308,0.7828166,8.072083,49.19658,13.59519,7.184041,0.8203938,0.06431127,1.797944,0.3560563,-2.093508,6.190189,3.2158,2.629988,2.956962,5.03126,6.343386,5.425739,19.33412,5.035722,0.1521387,2.286829,67.69987,2.490576,2.412991,23.07101,-1.437715,-0.6738396,20.23219,-3.080276,2.673222,1.767983,0.3849207,1.880414,-0.2696422,2.340186,-1.077204,-1.434886,9.387401,13.45943,27.30213
87.43,28.1815,-0.6612161,3.172939,21.74418,1.431104,4.359855,23.57053,1.926042,19.61669,1.267222,-1.130829,7.568723,10.16692,0.7505366,3.281008,-1.306517,2.036688,0.4536739,29.45332,0.07248598,9.129134,5.561644,2.859162,45.4739,10.46448,0.08289262,5.927192,4.38346,6.572983,27.9822,2.212179,3.37814,-0.9592804,17.77185,-1.870324,-0.9872744,-0.1799877,25.5875,59.79316,7.909291,4.597272,22.86417,15.1435,5.701145,-2.022954,8.842457,6.256058,1.685394,-0.2449939,16.60207,0.07996409,21.83932,0.6305225,43.0579,3.063722,61.39933,64.69978,3.242704,1.078539,1.113103,7.121586,0.6695233,2.870612,23.65749,2.839928,3.308415,6.921145,4.282164,-0.5956786,7.46361,4.886332,0.8131838,1.581514,11.68204,76.06432,1.204506,7.799951,22.42388,1.787655,14.09469,1.334335,22.05364,0.206208,-0.1902169,0.6118682,15.90388,1.488389,0.6833394,8.183727,0.7886903,-0.1722732,1.177035,3.843334,11.4412,3.741586,1.542799,25.55033,0.9320739,7.280231,1.045007,15.06367,10.20178,3.53428,2.480205,1.229462,2.25593,16.3117,3.131686,6.817454,48.57906,13.89612,9.281404,0.2928647,-0.9701979,2.768137,1.048567,-0.6179678,1.009339,1.736077,1.977067,3.300724,5.007581,5.125311,4.520744,18.31304,3.072603,0.2039513,0.9907245,66.06796,2.767151,1.221553,21.94245,1.521234,-0.2686782,19.61251,-1.344954,6.470957,0.9889786,-0.4146265,0.8518564,-0.01822155,3.092136,0.3018461,-1.544204,9.26177,12.73549,26.13459
87.52992,27.22208,0.5375042,2.718631,21.93865,1.669286,4.910534,22.48351,0.9558483,19.47293,3.154048,-1.536838,8.181517,8.878316,4.032302,1.340797,-2.699114,3.670452,0.9081737,28.41833,-0.5283598,9.052814,7.603666,1.387455,44.11037,10.35106,-1.776957,4.497948,1.956641,5.632956,28.04119,-0.7177768,3.558168,1.229639,16.68389,2.098251,-0.1816493,0.2184385,24.08551,59.21154,10.01662,6.749956,22.74597,15.4527,6.546647,-0.0084898,10.64818,7.292495,0.993125,-2.34098,15.46493,1.283161,22.43367,-1.065019,39.32981,2.987877,63.90181,63.07383,3.069598,0.255644,3.003686,5.715899,1.975063,5.44924,23.63798,1.792351,3.886279,14.13813,3.210282,-0.5666013,8.723421,7.674164,2.505537,1.538894,12.85075,75.54921,3.562312,9.223231,21.4369,0.8709752,15.65308,-0.006988874,21.11411,0.1952362,1.7775,0.7735867,14.84344,1.731242,0.750951,7.966369,0.007971697,-0.0506435,0.3892366,3.426672,11.45258,3.868323,1.600798,25.19083,2.006293,8.192301,2.512828,13.58667,11.78727,3.149204,4.180628,-0.7817609,3.591938,15.74837,3.068453,5.598562,47.23226,13.92879,6.377564,-0.5487471,0.03772514,0.7985505,-0.9892692,-1.545911,2.985856,1.247467,1.151365,4.723668,6.1765,3.792104,3.554294,18.70778,3.782215,1.701259,1.783858,64.05269,3.487145,1.553013,22.2093,2.992724,-2.673723,20.83982,-1.406337,3.997214,1.192923,-0.7042077,1.401833,0.5861257,3.348507,1.494298,-1.646711,9.364421,12.04879,25.02325
87.62984,25.57009,-0.3050576,3.435619,22.15977,0.9421537,3.249301,22.16875,2.385194,18.99787,3.636049,0.547959,8.550664,10.68952,5.009815,2.958588,-0.2280097,3.282758,0.5895726,27.49243,2.071328,8.750555,6.133092,1.569528,42.24326,9.002378,-2.682481,7.015538,2.981248,4.042973,28.73624,1.94548,4.444906,1.788894,16.71132,0.04612978,-0.9863327,0.2045817,25.25964,57.67547,9.648369,2.617965,20.18861,12.80497,4.736251,0.6587662,7.561918,7.568046,2.978818,-0.3853498,13.55787,0.8931068,21.35342,1.06159,38.1937,4.886102,61.70786,63.96196,6.091758,0.6732929,2.629402,7.23315,0.03073453,6.624221,26.02828,1.599268,4.196492,16.48687,2.350459,-0.8479137,7.507062,10.05228,1.837485,-0.2642853,13.77172,76.65816,3.268011,6.542021,19.93125,1.194471,12.48543,-0.4096616,19.2713,0.8404522,0.5391826,-0.9081472,13.65564,2.554106,0.8552701,8.35557,-0.7780768,1.017723,1.115875,4.026672,10.37701,2.925525,0.5988053,26.51112,0.8943595,10.92578,2.019614,16.24582,10.50493,3.184994,5.110425,-1.489466,1.952563,16.58765,2.633361,4.250798,46.47621,10.88564,6.411933,-0.04034187,-1.852605,3.679105,0.4506482,-0.1043968,1.122111,0.4835332,3.452202,6.407798,4.078967,3.286601,5.846678,22.51877,2.717554,0.6842288,2.502275,63.02545,-0.1741942,1.925042,22.52506,3.327391,0.3282911,22.86127,1.932903,5.81414,-1.779214,-0.6199245,-1.055018,-1.496341,4.545844,-2.796675,-1.742831,9.23988,11.39742,25.57143
87.72976,27.57112,-0.7495008,1.284666,22.50774,3.242703,5.680002,22.76019,1.959115,18.72383,3.148744,-0.9044538,8.1738,7.562294,4.113883,1.321543,-1.297804,5.252149,1.072343,26.34423,-1.679598,9.669408,4.593418,0.6953801,40.72035,10.31591,-2.008428,6.70675,2.249708,5.328306,29.09034,1.437993,4.686777,2.461407,14.48215,1.828134,-1.445697,0.461652,22.48687,61.09392,10.19034,3.955253,22.39785,13.65339,5.569615,-1.008533,9.54967,7.9808,1.912354,-2.554861,16.4107,0.3103666,19.37347,0.2563176,37.56796,2.49451,63.62111,60.80328,2.48167,1.068833,3.859787,7.78997,0.2960867,7.180242,26.1127,2.918481,3.68612,20.71167,4.509186,0.0414141,7.136808,8.673769,2.332129,-0.4038584,12.94639,78.51683,3.269709,6.704819,19.53302,0.6237571,12.59146,-0.9771148,20.52984,1.122487,0.7585809,0.8858123,15.2721,2.541518,1.244712,7.538508,-0.3485245,1.68303,0.6272383,4.591288,9.204048,4.432128,1.756717,28.41869,1.190362,11.02017,2.929201,18.81345,10.71218,3.717676,5.549089,0.3586696,2.630613,15.36656,0.7539468,4.226503,46.18622,13.0443,6.769612,-1.314527,-1.702358,2.776452,-2.004775,-2.069648,2.236179,1.298634,3.1223,5.418541,5.020193,4.60838,4.67795,26.58917,2.0485,1.112552,1.243662,60.84657,1.311735,3.661697,23.78198,3.589183,0.6914244,22.60098,-0.403065,4.659776,0.4402792,1.550539,0.521876,-1.451713,3.179711,-2.329246,-1.832963,9.120755,10.93583,24.48334
87.82968,24.99547,-0.1585044,1.526403,19.71481,2.122678,7.358665,22.67508,1.15888,19.62461,4.318969,-2.153649,9.916437,6.533737,4.514348,0.6103074,-0.5643442,3.301389,1.691453,24.46639,0.9156243,8.566707,4.143444,3.311494,40.4609,9.904937,-5.035987,7.760028,2.139364,5.229094,27.60958,0.3567535,4.500601,3.398465,15.09354,1.235711,1.221931,2.700131,24.0807,58.44734,10.11192,5.856846,19.89368,15.11362,3.257404,0.1518944,7.534926,5.520799,1.599625,0.135863,15.88511,0.6800331,20.50395,1.551068,37.87957,3.0111,63.11217,62.34645,2.762914,2.378977,3.94323,8.7504,0.4962864,8.329434,25.34924,1.995726,3.70007,24.71393,3.75398,0.280653,6.713653,8.53102,3.667493,-1.390844,16.91853,78.31195,2.81217,7.135163,18.11285,0.5371463,15.24542,-1.520718,18.36001,0.7065942,1.065807,0.5874763,16.29154,2.795738,1.913383,8.18989,-0.4023425,2.832969,0.2658659,5.855061,7.728386,2.319519,-0.4810821,27.14559,0.8841102,11.50605,1.778787,21.68283,11.03004,1.362426,6.4431,-0.4415947,5.021057,14.591,2.467349,3.311858,44.49437,9.42235,5.555413,-1.082259,0.7266895,3.783026,-0.3938461,-3.825731,1.577964,-0.6164995,2.074476,6.739911,5.5281,2.808656,5.36569,31.40205,-0.3293909,1.621656,2.150385,59.4543,2.465003,4.960114,24.77666,2.211518,-0.711233,21.83338,-1.189739,5.045785,-0.4378141,-0.2490946,1.566743,-0.8635549,3.42144,-1.73735,-1.91748,9.00681,10.34188,23.44777
87.9296,26.99206,-0.8866527,1.042147,20.54825,4.027708,4.318491,22.49145,0.7582707,17.75999,4.074982,-0.9769214,10.20893,6.492214,3.955405,0.1903374,-1.058911,2.64412,-0.1619823,27.44472,-0.2595139,7.360041,5.75718,1.861732,36.91724,10.90137,-2.574638,5.00263,0.8502981,6.634071,28.64831,-0.1292003,2.359637,0.7888312,13.96799,-1.058865,-1.492922,0.4236847,27.16934,60.60564,10.4306,6.731543,19.59874,13.98637,4.548961,-0.4959262,7.295525,5.053475,1.559627,-0.3984502,17.47269,0.1336936,18.87249,2.485869,35.9003,3.694511,65.70866,60.81026,2.748593,2.481634,3.705582,11.80781,2.499558,6.043011,25.97141,1.233934,1.92052,23.87057,6.000849,0.442731,6.48915,7.329271,4.051645,-0.8391276,15.85613,79.28529,3.448334,6.539043,16.93117,1.949771,14.9795,1.891683,19.69238,1.087998,2.069427,-1.075866,16.35618,0.7885652,2.35658,9.125821,2.032023,1.959961,-0.04949014,2.742913,7.391907,0.5528093,1.726906,24.4788,1.763142,11.39599,3.230551,22.80276,10.69603,3.987455,5.086335,0.8844467,5.536986,14.22474,4.164979,2.416009,45.4493,11.50273,5.10952,-0.481922,-3.008635,1.528747,-0.4054772,-1.228816,1.129142,-0.4258704,2.397113,6.217589,5.44307,2.539714,4.342427,28.98127,2.008932,2.168205,1.184971,58.0301,0.5894617,5.109148,24.42747,1.973021,-1.305882,22.48208,-1.425184,4.98138,-0.7067488,-0.2715122,0.0927761,-0.458714,2.33848,-3.162324,-1.99673,8.89782,9.778465,22.46219
88.02952,27.2145,1.377183,2.523144,17.65442,1.590007,5.113753,21.87111,0.4562434,18.03066,5.128015,-0.02963552,7.008606,10.38226,4.597547,2.895111,-1.212573,3.005357,0.5030491,25.3382,-0.2030405,6.714981,7.397655,3.388294,39.6735,10.11863,-2.898353,6.20847,1.142324,5.516583,27.28693,3.60764,2.970643,1.511089,15.8878,0.2295598,-0.2110065,0.9263225,27.63972,60.92653,6.540065,6.555512,20.43262,15.87343,5.197707,-2.44989,7.404045,5.533844,0.3397991,-1.886663,16.17271,-1.002666,18.21839,1.452415,36.81228,2.829147,61.09034,60.47103,3.986743,0.5915297,3.308858,11.11712,1.65281,7.367984,23.96358,1.702525,1.735249,20.39136,3.602283,-1.480522,4.886834,8.454679,-0.3133674,-0.6508951,18.56787,81.0554,2.336346,8.267313,17.66024,4.089048,12.9296,0.2429311,21.11831,0.438502,-1.312628,-1.628271,12.70728,0.9422457,0.8037704,9.422033,0.7470092,2.961768,0.7827906,4.725888,6.836218,2.819214,1.480209,22.07904,1.281167,11.7929,0.2890835,26.64975,8.411122,0.9598972,3.423771,1.87729,2.806536,14.00216,4.407095,2.845013,46.24147,10.94681,7.76756,-0.4210121,0.1593074,3.685708,1.255394,-1.18786,1.546229,0.9248145,0.9492772,4.619673,6.903778,2.149522,5.636822,28.2646,1.216084,2.092917,0.527925,56.85623,1.016494,5.25451,21.90162,1.222575,-0.3255857,22.78847,0.8648807,5.074426,0.4427615,0.6296324,0.1380551,0.4616361,3.522934,-1.768365,-2.071044,8.793568,9.244028,21.52415
88.12944,24.25655,-1.254301,1.456987,19.82143,2.37684,4.195193,23.27942,0.3865367,19.20135,3.859882,-1.884198,11.0393,9.579258,5.529121,0.5972399,-1.86441,3.72414,0.1735443,22.35623,-1.033476,7.273856,6.792301,1.671838,37.65213,8.85984,-4.946376,5.579528,-0.07229891,6.293435,29.05149,1.653437,2.498734,0.5379248,13.32203,1.666735,-0.3683026,1.293975,26.45059,60.34479,7.812088,6.984741,18.88331,16.44485,3.815708,1.591262,7.805014,2.766989,1.001024,0.09387037,15.06347,-0.628037,17.03632,1.062712,37.41038,3.092581,60.21564,58.3368,2.534146,-0.909506,4.003644,18.5442,-0.6279247,7.559417,25.86518,2.56746,0.9462359,18.01234,4.49716,-1.504988,4.220519,6.853495,-0.3171905,-5.188915,16.44709,78.4505,3.285814,8.279842,18.67904,1.433681,13.91673,0.548606,21.42953,0.5539858,0.3015499,2.903113,11.74854,0.4032736,1.076092,8.940808,0.9409564,1.184216,0.2810754,5.010627,8.466509,2.861261,0.7931882,21.35973,-0.4476225,11.36619,1.322553,28.21017,10.87092,1.113796,3.798382,-0.7542164,3.425534,12.7534,5.783239,3.65793,43.63869,9.409101,8.154971,-0.6928082,-0.8819949,2.067418,-0.4480833,-0.08752195,5.415137,1.295912,-2.185066,4.26716,5.890134,2.884059,4.762555,29.69596,0.8488431,0.6808472,1.394278,53.40581,1.353812,6.734819,21.83002,0.05079849,-0.9523321,21.84345,-2.860128,3.458859,-1.589476,-0.4564584,0.8653302,-2.129738,3.270093,-1.88801,-2.140727,8.693851,10.75558,21.49885
88.22936,22.6989,0.1686011,2.001209,17.01247,1.848228,4.635476,22.87778,-0.4417698,17.92603,3.902985,0.48349,7.878805,7.718426,3.397493,1.717321,-1.652486,3.412043,0.811838,21.96218,0.7113943,7.759596,6.75496,2.841407,35.92745,7.905377,-4.951863,5.140693,0.9359072,7.899179,27.74272,0.4995132,3.99646,1.451459,15.48772,0.6033148,-0.5988474,0.2333435,26.31975,60.32473,10.54879,5.286158,18.70781,14.56882,4.213617,0.08198601,7.074159,4.559025,0.9322141,0.3510875,16.02541,3.105983,18.04628,0.08604567,36.45546,2.438551,60.49505,57.07262,2.713084,0.08871029,3.85263,18.53666,0.1762073,7.042335,24.79692,1.093067,1.238929,19.80849,3.245356,-0.5143749,2.652158,5.434894,1.679668,-6.198263,17.34316,76.48683,2.79613,6.411198,16.16478,-0.2150625,12.62546,0.7777178,20.69258,0.2592492,0.8074903,1.534376,11.66782,1.315172,1.052512,8.097741,1.204683,4.575379,0.7798546,6.059793,5.484764,2.528217,1.263998,21.19336,0.1159618,11.45046,1.649022,30.06615,10.84078,2.330559,3.51033,-2.159738,4.75471,11.83486,6.312058,2.886208,43.44844,7.691761,8.375463,-2.453491,-2.627023,1.49288,2.337797,-1.601884,5.653957,-0.6431677,1.401132,3.699895,7.179908,-0.5049401,6.606158,29.11208,-0.1752036,4.206232,1.386938,53.34094,0.922389,2.890912,22.25323,0.02387555,0.06690538,20.93877,-1.780554,3.801847,1.098384,-1.140951,-0.4316975,-2.475717,2.249231,-1.99569,-1.240155,8.598468,10.314,20.61191
88.32928,21.62752,-1.299084,2.621812,18.64127,2.954296,4.931807,24.77048,1.888987,17.01989,5.835763,2.078331,8.781425,6.822515,7.596289,1.182162,-0.03140528,4.811924,0.6356067,20.13665,0.5087408,7.378036,6.477347,0.6622755,33.31964,6.930449,-3.49293,5.521856,0.3466146,6.607352,27.18382,0.9013645,2.428668,1.976455,12.99137,1.276628,-0.8054029,0.6591886,24.92072,59.79264,8.186561,8.118839,19.91101,14.70215,4.726727,0.2533303,7.441842,2.057633,1.780932,-1.597506,15.94167,-0.7892499,17.96814,1.385635,36.13797,2.649977,59.32217,58.13437,0.3001374,0.3663043,2.701155,17.07427,2.343367,9.044971,23.16451,3.552754,-0.9552159,19.16066,5.0442,-0.7853285,2.729426,4.084041,0.1888648,-3.919414,14.2754,75.83216,2.29805,8.520111,16.90057,0.7182835,13.54827,0.748625,23.65057,0.07437582,0.4621725,3.725095,15.80493,0.8301187,2.902464,6.980893,1.943445,1.579588,-0.1467198,4.400687,6.883942,1.932559,0.4947702,18.67522,0.4293581,10.92504,0.8844987,30.00899,9.498207,2.173652,3.651859,-2.269738,3.588987,12.15924,5.928885,2.893321,41.92136,9.637552,8.267554,-2.231735,-0.01573809,1.768284,-0.9268393,-0.02561495,3.898048,-0.2233989,1.146677,3.281474,4.554947,2.422533,4.839655,27.62052,2.240665,2.065406,1.37843,54.15204,-0.07059377,3.300297,23.65498,-0.3287756,-0.4170255,21.57018,-3.659696,4.206686,0.1974969,-1.028291,-0.7344949,0.3522288,3.415683,-1.285825,-1.36159,8.507233,10.12851,19.76754
88.4292,21.66578,-1.195412,2.494894,17.9568,2.240214,3.5845,23.17845,-1.246413,16.77271,4.924633,0.4950027,8.695518,8.097125,5.855424,1.435291,0.9623292,4.375885,0.3472302,19.64532,-0.8502109,5.819125,5.241421,2.203322,34.49337,6.784546,-3.966382,3.056294,0.03851553,7.384804,26.9766,-0.131729,3.104301,0.596195,13.34143,1.113315,0.2220715,-1.216869,25.95463,60.7928,8.465096,6.4851,20.09392,16.01548,4.905755,-0.8020123,6.563269,3.847932,0.5269004,-1.290726,16.58597,-0.7067379,17.97788,-0.3012344,34.12531,1.077281,57.05993,57.35902,0.5581064,2.648279,3.604723,16.95799,0.6895536,10.94006,22.02815,3.397847,3.508443,17.5136,4.414668,-0.06972396,3.343707,4.161127,-1.033754,-5.980273,15.41589,74.93072,2.762467,5.409762,16.25386,0.085851,12.27589,0.8284417,21.79812,2.102275,0.2749853,2.352686,13.9411,1.500549,5.292344,7.012626,3.338794,2.788578,0.6354111,3.564449,6.861283,1.455027,-0.06620856,22.33772,-1.841175,12.06234,2.100989,29.81835,11.05388,1.495719,2.296944,-0.394542,5.064485,12.48867,3.600301,3.152873,41.78262,9.685953,7.838348,-2.675402,-2.36429,3.866232,1.614633,-1.23094,6.108805,0.01145643,1.814356,2.017395,6.388318,2.095411,6.350977,27.73088,0.6580635,0.841829,1.8005,53.9749,1.106504,6.414966,22.95992,1.636924,0.1434856,21.41023,-2.114205,2.86681,-0.5832925,0.9496902,2.288887,-0.2965706,3.278166,-1.195369,-1.47546,8.419964,10.78692,18.96367
88.52912,23.02198,-0.5452403,3.387914,16.83298,1.597686,3.387576,24.24593,0.8639457,16.02321,5.981065,0.9745709,9.651508,7.666291,5.137613,0.5243953,1.348526,4.961985,2.429564,20.92113,-0.8705691,6.301485,6.438667,1.471315,33.96036,7.716786,-2.188616,4.744724,0.8612216,7.942474,27.47917,-0.3620437,2.434709,0.07088417,12.83273,1.997352,0.04293908,0.483734,25.30769,57.5256,7.804196,7.717453,18.45493,14.30701,3.116809,1.287645,6.354172,2.845346,2.248472,-0.04467161,16.13795,0.2758426,17.06018,1.776435,33.03716,1.851908,59.71453,58.88376,1.676304,2.584257,5.472208,16.16148,1.897972,10.11448,20.64163,2.688196,1.311974,18.68292,5.121477,-0.2373018,3.141173,3.573088,1.951012,-3.645089,15.63099,74.09566,2.744001,6.671389,17.46732,-0.2642263,13.32416,0.3079031,21.74254,1.330737,0.6841791,2.802301,12.01334,1.305682,3.919063,7.503304,3.474392,2.389271,0.1937951,4.232209,5.001613,2.879184,-0.08415336,25.17028,0.3508348,12.66382,0.6698781,32.93251,10.21449,3.052637,2.407321,-0.6267948,3.415476,12.66002,2.952724,2.320269,39.92026,10.16361,6.289265,-1.224167,-0.4071687,2.042691,1.795309,-1.365929,5.230044,0.6193223,0.6289134,2.886927,7.065586,3.306015,5.808766,30.8499,0.8827078,1.94866,1.360236,51.44077,-0.5266051,3.656669,23.44066,1.63563,-1.619528,21.545,-2.83041,3.515132,0.5760136,-1.248061,0.458491,-1.069962,0.1844545,-1.999038,-1.582237,8.33649,10.43883,18.19835
88.62904,24.17913,-1.419908,3.551122,15.46858,1.643605,2.430211,23.87757,-0.9155214,17.47009,5.358103,-0.5402241,8.798999,7.29001,3.689298,1.792275,0.6580862,1.927474,0.4448719,18.16331,1.034582,5.181629,7.013986,2.996184,35.81415,6.590779,-2.679037,4.881228,2.685027,5.534391,27.63164,1.081429,3.114552,0.7586001,14.41292,-1.779875,0.709711,-0.5925686,24.6957,63.70081,7.947922,5.284418,18.36829,15.29127,3.162154,0.6339301,4.606323,2.109874,1.446501,-1.232686,16.68651,1.030773,16.99163,2.291507,32.18363,3.272493,58.71867,58.55348,-0.4929317,1.229267,3.837117,13.73924,0.9030399,11.09533,20.48055,0.82578,0.8413827,15.59888,3.680009,0.03647013,-1.037263,0.8461382,3.241493,-3.31808,11.71803,73.54598,2.840851,8.030822,17.82083,1.822976,15.15535,1.103536,20.56912,0.3894607,0.07623059,2.548251,13.43756,2.458395,2.320057,6.370393,3.934476,2.693053,0.6367175,3.172078,5.728274,2.304479,0.1853122,26.38369,1.011369,13.72446,1.294565,31.91633,11.92906,1.837841,2.049552,-0.434602,3.35875,12.63502,4.541593,3.778076,40.08656,8.315014,5.947873,-0.5875263,-2.015676,2.195875,0.08745486,-2.179489,4.310746,0.173582,0.8177761,3.026701,7.231808,1.377061,6.280958,30.83614,0.369242,2.515628,2.005232,48.94207,0.4405428,5.539239,23.47616,3.671176,-1.211113,22.57614,-2.684785,3.868893,2.120783,1.387944,2.447518,-0.6237772,3.839973,0.9435176,0.119248,8.256645,13.06156,20.73078
88.72896,21.76419,-0.8155786,1.616212,15.15659,1.868396,2.332885,24.16394,1.638341,18.7902,5.534826,1.004686,6.590437,6.816251,4.446285,1.492666,-0.4139812,4.351299,-0.03659646,18.57993,-0.6742828,7.353097,4.822174,2.367901,35.81186,5.762203,-1.775581,4.827289,0.8236406,8.277579,29.30358,-0.8451419,3.698634,0.4183998,12.12522,0.7614443,1.565216,-0.3501527,23.81763,61.79967,8.935355,6.188354,17.90588,15.25903,3.891885,1.268465,6.258147,4.010427,2.432974,-1.023734,17.70597,0.7961189,14.49829,3.415669,31.28358,1.502698,55.71597,56.12708,3.009365,1.778143,2.745427,15.89504,-1.9254,10.40724,21.00605,1.833417,1.817962,14.28141,4.667667,-1.001475,2.630075,4.12338,2.79801,-2.591589,11.18542,74.03262,1.619247,5.983733,16.95944,1.349309,11.87683,2.587729,20.31639,0.845604,-1.35307,3.597759,12.10424,1.363445,3.319426,8.117131,4.897306,0.8988894,0.4885338,5.575796,4.645318,3.118883,0.4781901,25.53252,-0.3066859,13.11369,1.941819,32.77547,12.39149,0.7469942,0.03763283,-0.8131607,3.892679,12.7911,5.430642,3.139779,41.20314,6.864734,4.074134,-1.192522,-1.575152,3.244452,-0.000291571,-3.12107,3.640979,0.6786095,2.737377,2.884103,7.503293,2.025446,3.691636,32.19653,-1.283214,1.690237,0.5461946,50.65409,0.6340724,3.744256,22.11263,3.616633,-0.7431841,25.01742,-1.475955,4.274907,4.086404,-0.1916581,1.467503,-1.383266,3.173843,-2.05623,-0.08307114,8.180271,12.35717,19.87237
88.82888,20.41164,-2.122466,0.9215401,14.75874,3.448098,3.80479,26.97092,-0.2196128,19.55315,3.02717,0.07126567,8.542127,6.22682,6.435724,0.9447376,-1.105732,4.165415,-0.4737804,18.34874,-0.4502777,6.038016,4.832463,3.57153,33.12759,8.008552,-2.926182,6.630564,0.4389896,6.738069,27.83735,-0.9954331,3.632212,-0.2920331,12.69899,1.063842,3.328498,2.249888,23.99263,63.56238,7.515133,6.25265,17.91229,14.80686,3.786463,-0.621052,5.220687,2.919599,0.9390734,-0.7972546,17.99533,0.9087627,17.44637,0.8483909,33.75983,4.008112,58.06733,55.09826,2.583896,2.996896,3.999614,12.76744,0.8002383,10.61714,19.62823,3.100456,0.7065504,15.41257,1.985066,-2.819604,1.128549,0.4186384,2.580679,-2.418973,9.760565,71.293,1.535513,4.475815,19.40501,2.591094,12.56856,0.9943414,19.72175,0.3992307,-0.2502969,1.992008,11.93839,0.7179394,1.551295,8.779266,3.427834,1.212785,0.3485077,3.708791,6.955837,1.424074,-1.197117,26.12591,0.4267804,14.10101,1.502524,33.33267,13.18638,2.029581,0.7753833,-2.490654,4.1992,13.44766,3.71278,3.201173,39.44198,9.345048,5.318034,-1.58637,-0.0262117,3.583266,1.048342,-2.586746,2.670349,1.334386,2.516842,1.296866,7.992228,1.694495,3.605047,33.14557,-0.2208089,0.9560417,0.5469975,49.03538,1.032106,4.355339,22.27604,4.557943,0.7230979,23.64345,-1.431572,2.317927,1.309142,0.1146671,1.471196,-0.4952734,3.790374,-1.794203,-0.2766036,8.107219,12.95016,19.33873
88.9288,21.60324,-0.5167207,2.531425,16.41932,2.763689,3.978056,25.08943,-1.037533,18.36811,2.792101,-1.289902,7.948199,6.244381,5.689531,1.566602,-0.4712004,3.187706,1.664541,18.36868,-0.6206716,7.907557,5.535296,2.359922,33.66001,7.638454,-2.271199,5.612763,-1.54647,8.797038,29.73481,2.010197,4.389862,1.39609,11.3129,1.318518,1.612818,1.915628,23.47111,64.97375,8.474827,6.348473,14.30966,15.40082,3.456825,1.069561,4.857106,3.764024,2.547695,-1.738269,16.66685,0.8431611,17.02643,0.1377548,30.66862,4.808275,55.14906,54.28101,1.197857,2.272447,2.561786,11.61674,0.01509146,8.442668,18.6614,1.437413,2.203313,14.96134,3.180112,-2.838295,1.446972,1.012841,2.814888,-3.43609,10.14957,71.43128,2.23955,9.434084,25.39486,1.115695,13.11747,0.5526412,19.62897,0.1898402,0.3335903,1.019883,10.43798,1.527593,2.591107,7.456213,2.18503,0.5215493,0.3435129,5.06262,3.458719,2.255225,1.608635,27.03865,0.5588492,13.17353,0.2297,33.60587,7.978676,1.62941,1.611519,-0.9438959,2.527087,14.05534,5.930833,3.897553,39.44234,9.739353,3.71844,-0.6067832,-0.4593776,3.246855,-0.4595121,-1.435678,2.44894,0.638167,3.580718,3.329391,8.965788,3.004958,3.854157,31.05152,-0.4142434,1.863106,2.226859,48.90663,1.162662,2.176303,20.62684,4.053291,0.6929189,23.07511,-0.9145855,4.479996,1.371132,1.21165,1.150168,-2.41184,3.223386,-2.688728,-0.458079,8.037342,13.43808,22.17863
