 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134, C135, C136, C137, C138, C139, C140, C141, C142, C143, C144, C145, C146
89.02872,19.93111,-1.291117,1.709252,15.29415,4.107521,4.634229,26.63641,-2.221514,16.58769,4.381222,-0.1101945,8.899066,9.003695,3.214953,0.5904432,-1.043234,4.21394,0.1771876,18.81914,-0.8730469,6.883703,6.824663,1.136762,31.25134,6.372602,-1.590637,4.660913,-0.4340169,9.353585,29.00662,-0.079411,3.967619,2.649479,12.35602,2.704476,3.477765,0.4596379,22.88313,68.20795,9.966366,6.84469,16.69147,14.29688,3.209128,-1.052125,4.811288,3.861141,2.584367,-2.125988,16.31078,0.8072081,14.85925,0.7740272,30.93378,3.815674,56.471,53.88046,2.97784,2.66091,1.755351,12.25525,2.815387,8.214336,18.73862,1.512661,2.146178,14.65077,3.151872,-2.328801,3.302373,3.896306,3.183805,-2.209868,12.82738,72.69971,2.168711,9.138621,31.46869,3.046146,11.36844,-0.116282,19.2966,1.309054,-0.7651154,1.92141,12.11208,1.962163,3.936107,5.698662,1.040922,2.76108,-0.04894961,5.867899,1.980717,2.911034,1.746726,26.97646,-0.5178592,12.99531,1.344633,34.67163,8.464963,0.6437056,2.213382,-0.7929254,2.696665,12.55593,4.540969,2.617574,38.16062,8.067639,2.699531,-2.004343,-0.256281,3.806003,1.271895,-2.700614,2.508988,-0.285792,3.342724,3.398236,7.413377,1.373803,4.114396,29.68641,-0.7776121,1.835617,1.134043,46.90618,-0.1055663,1.549815,21.8282,4.037758,0.4469604,22.21791,-2.11159,4.314641,2.634248,1.314761,0.8726078,-0.7379297,2.599333,-2.091288,-0.623695,7.970503,12.71417,23.35383
89.12864,19.07525,-0.4921449,1.166095,15.03809,2.762994,2.272243,24.70554,-2.044853,17.54766,4.229815,0.610824,8.941451,7.834844,2.812472,0.7635026,-0.3893577,6.446826,-0.4373088,18.45435,-1.864744,5.779094,5.221007,4.549543,29.71276,7.105544,-3.067039,5.316434,-0.4452535,7.648244,29.6462,-0.9900119,3.579393,1.936765,10.65986,5.139366,2.026422,2.096223,23.22517,66.31513,9.270304,7.075389,17.95167,13.02421,3.156015,0.8092664,6.105281,4.969473,0.4126917,-2.174266,18.66069,0.8018204,13.86164,2.251179,27.8173,4.118127,56.87608,57.77888,2.319816,-0.03422125,2.67439,12.44925,2.578805,9.20355,17.57953,3.077159,3.048373,14.88336,4.776482,-0.3494439,3.261309,1.483592,2.569601,-0.5123784,12.46652,74.68813,0.7976293,10.81341,34.88655,3.437788,11.59156,2.412553,19.2563,0.2740181,0.2428942,-1.788681,11.78234,2.553255,3.507773,5.383154,3.283805,0.5714212,-0.3193628,4.077023,3.146305,2.385649,3.422308,26.71812,-1.214691,14.86654,-1.105564,33.17365,9.593555,-0.2343261,5.650459,-0.7681464,2.469257,13.14858,5.074538,3.365588,37.14735,8.423713,5.000669,-1.789991,-1.430717,2.192101,-0.2705603,-4.435153,2.725254,0.8307111,2.39854,2.756353,10.24827,0.9210799,2.532641,31.34609,-0.2237236,2.338018,0.1999761,47.80564,1.757019,-1.407404,24.51857,2.287149,1.246418,21.90705,-3.847896,5.978275,0.07200543,-3.25942,0.457512,-1.49069,1.637805,-1.061255,-0.7835469,7.906569,12.02754,25.28114
89.22856,17.49668,-1.149442,0.6754788,15.22591,3.76659,1.077608,25.26537,-2.380053,19.21652,3.515155,1.855442,9.126524,5.744899,3.620878,-0.6497219,-1.377696,4.961391,0.1046478,18.42177,0.5981886,8.186543,5.159237,3.45654,29.48792,6.018215,0.3075603,6.168556,-2.277314,8.085141,26.74066,1.14593,3.235886,2.441097,11.27297,5.246043,1.418457,2.98402,23.59692,66.66362,8.225501,5.813702,14.83291,14.221,2.478038,-0.5762973,4.944778,2.867775,0.9047458,-1.635972,16.36184,1.158966,11.25122,0.443978,30.24944,5.845524,61.09559,60.00755,2.105281,-0.179083,0.2566842,11.06361,-0.04370381,7.307932,16.67751,3.78695,1.33038,13.16961,3.935742,-1.216193,3.652959,1.398346,3.463021,2.346128,11.19677,77.55229,1.799367,13.56813,40.47081,3.307113,12.83825,1.435061,19.34761,0.2598716,1.458281,0.9320009,10.92499,2.159005,4.246488,4.838859,3.949315,0.9081905,0.1845643,4.404131,4.048013,2.819024,2.714901,26.89191,-1.103305,13.94728,0.254059,35.98242,9.551146,0.2741183,7.191828,-1.711612,5.072878,12.69277,4.705933,3.766459,35.84804,10.20051,4.165462,-1.478906,-2.149265,2.584306,1.079957,-5.080485,0.6798949,2.531893,3.390831,1.62711,9.247387,2.749809,4.430917,32.41901,-1.263111,1.224944,1.298966,44.38104,3.35541,0.2077802,21.13628,2.581316,-0.2427691,22.73377,-4.464355,3.331986,1.081289,-1.055175,0.8630874,-0.8732294,2.19966,-0.3740958,-0.93344,7.845416,11.3763,24.55109
89.32848,18.79368,-1.891564,1.166935,17.58335,3.555148,2.903171,25.58065,-0.7792045,19.55098,1.954653,0.6378233,11.00297,6.467715,2.685347,1.903275,-2.778099,4.9965,0.3613864,16.24345,-1.451477,6.805478,6.241204,6.084877,29.41233,5.369874,-2.567154,7.240175,-0.2613165,8.633646,28.40885,-0.7454706,3.005202,2.08988,12.32192,3.216931,2.371899,1.99774,24.30344,68.88729,8.588643,5.488724,17.08711,12.8137,3.055068,-0.01575904,4.814732,3.89474,2.533648,-2.265219,17.98981,-1.000733,11.26431,2.924426,29.08325,5.988824,65.85002,61.04871,3.160386,1.279652,2.073254,9.670572,1.536661,7.151342,15.58849,1.825509,3.402623,10.12493,2.792922,-1.506618,3.931378,4.641126,2.865983,3.224422,10.92216,82.19839,0.3621621,16.25551,43.05463,2.23518,13.14233,0.2223076,19.89824,0.07016481,1.550362,0.310528,11.05422,3.819619,3.353693,5.340045,2.673218,0.05279529,0.08365873,2.944405,3.361248,2.018512,-0.2485898,26.12139,-2.576711,13.07851,2.362443,31.90335,11.1621,1.184345,7.648489,-1.692859,5.082091,13.44289,4.969933,5.429415,36.28148,10.36716,3.074311,-0.6025103,1.094053,1.574523,0.6691634,-4.726614,1.077597,-0.04181294,1.503515,3.285363,9.081846,2.51767,5.573296,36.07336,2.470804,0.6350073,0.7845239,41.9211,2.753197,-0.8282484,20.63312,3.37645,1.916934,22.77835,-4.057158,1.884323,0.8780305,-0.2654631,1.516681,0.06854258,2.724022,-1.355476,-0.7161202,7.78692,10.9963,23.52384
89.4284,19.21978,-1.537207,1.462131,15.75528,3.334083,2.050443,25.62862,-1.499146,18.99969,1.957397,0.9083319,9.777124,6.633839,4.446641,1.609952,-0.4886345,6.043704,0.6965178,17.75535,-1.442062,6.1274,5.118773,4.659726,26.4453,5.820614,-1.38865,5.807092,-2.492624,7.275153,27.7424,-0.6111012,2.495114,1.661332,9.706532,4.516298,1.108753,2.576355,26.71338,68.4157,10.88499,4.52297,17.63909,13.9227,4.258484,-1.131993,4.716455,2.154794,0.7950764,-0.4160904,19.50076,-1.255309,11.69516,1.989557,30.60868,5.756802,67.93555,64.01008,2.510015,1.483566,2.743398,8.206624,2.056627,7.643339,16.29844,4.254276,1.943045,9.162046,0.6934354,-1.033694,4.467397,3.953985,3.755781,4.743109,10.48843,84.70258,1.231978,17.65429,44.08928,3.397907,11.73352,-0.522694,16.96417,3.135471,1.230394,0.7529405,12.14249,3.312314,4.206149,4.808874,3.640874,1.277438,0.626814,3.872984,4.916139,1.376705,1.964463,26.41832,0.08783485,15.26737,0.6818233,32.278,9.259757,1.744794,9.514543,-0.9264572,3.694947,17.82213,6.866126,4.850934,34.55843,11.65884,3.682574,-0.6879653,-1.514664,3.047727,0.07909188,-4.483933,0.4237631,1.346877,2.167426,4.092827,6.276634,1.952853,4.194715,35.97026,4.600312,3.636015,1.750443,38.87926,2.375691,-1.32386,21.50057,4.424884,1.912937,23.02532,-4.572444,3.949408,3.332521,1.954112,2.010037,-0.8246521,2.64535,-1.375337,-0.8702351,7.730968,10.39845,22.54565
89.52832,17.94114,1.515673,1.237579,14.35237,3.098896,1.046846,27.0608,-1.806421,16.7163,1.992038,2.495285,8.349187,6.171446,4.570102,2.042927,-1.830694,5.182784,0.6913609,15.83148,-0.3514752,5.627518,6.042129,4.820416,28.21087,5.54162,-1.665609,5.653759,-0.8565883,7.038909,28.56714,-0.1049652,3.454045,3.022103,10.00836,3.26014,0.8962646,1.952905,27.33998,68.88914,9.516138,6.932576,13.64734,11.81353,2.255063,1.572089,3.327838,3.168687,1.618005,-2.332519,16.81305,1.913565,12.48656,0.3698889,28.66623,6.677248,72.491,62.04668,2.131226,0.5942414,1.748679,8.242074,2.428129,6.819063,15.03759,1.204006,2.658848,8.214703,2.154021,0.1071264,5.002859,3.595903,3.648189,6.987061,9.32817,86.54269,1.637887,19.26254,43.51077,-0.3345558,11.85278,-0.6043016,17.94149,2.304316,1.150189,3.20653,10.3758,2.830373,4.193764,4.082599,3.217167,1.178946,0.9784873,4.360314,3.19704,2.012621,1.785961,24.98449,-0.2072767,12.02659,1.629777,32.56693,9.481027,1.235696,9.885556,-1.076697,5.28326,23.13261,6.201233,9.399709,35.1815,10.40051,3.005162,-3.629901,0.09898544,3.09383,0.02460863,-2.470151,2.388809,-1.471615,3.445583,5.816112,7.372113,0.3369382,2.433516,32.58611,4.70496,6.617997,2.707538,40.2208,1.59498,-0.6889089,20.08361,3.008921,0.4655713,22.14426,-5.650457,3.486357,3.265578,-0.8502998,1.239148,0.009084195,2.066692,1.338608,-1.014747,7.677448,9.831374,21.61416
89.62824,18.48872,-0.8861487,-0.1207988,14.52974,3.161566,2.930292,29.68785,-0.2067312,18.18909,0.5172943,2.18821,9.471589,6.982756,3.962361,1.171957,-2.728438,4.020117,0.2345449,15.74286,-0.7796029,4.76043,4.37108,5.019868,29.09527,4.993062,-1.376453,6.947349,-0.6723205,7.363189,26.85954,-0.4077288,2.406118,2.661177,11.22836,2.106335,2.687262,3.152004,26.62073,66.49541,8.671071,8.993693,13.11914,12.77827,1.797259,2.012804,3.713518,2.310024,2.011761,-1.257736,18.41765,-1.505153,12.86217,1.543476,28.6272,6.709751,69.73739,62.19216,3.67471,1.763771,0.8625993,5.871906,1.941645,6.416274,15.22122,0.859905,4.524428,5.823602,2.204602,-0.5399101,3.749459,6.155883,6.027056,8.953331,9.632197,87.61321,1.335892,17.20592,42.81732,0.5944082,10.65289,-0.502354,17.11057,2.379716,-0.3946457,2.917584,9.542195,0.9593953,3.499094,5.33535,1.004841,3.514876,0.8104666,4.605645,2.493948,3.028584,0.7515792,25.5984,0.1608063,12.13771,0.8569238,32.8954,9.582498,0.4636094,11.13803,-0.517776,1.845392,25.45252,6.669753,13.06452,35.69828,9.206422,4.213248,-2.667264,0.9511632,2.661897,1.63233,-3.92738,4.697021,-1.254787,3.949443,4.432508,4.765575,0.06389759,4.337667,31.81787,6.411906,8.665593,3.248517,37.43058,-0.08420236,-0.9355723,22.15555,2.596879,-1.818787,21.04977,-3.516179,2.744142,2.89671,0.9050342,2.342503,-0.7348685,1.391512,-1.479164,-1.150255,7.626254,9.293504,22.66216
89.72816,18.03646,-1.207109,-0.2045345,15.84015,3.777185,2.90648,28.20077,-0.2885413,18.94327,0.8040395,0.012763,9.638397,4.808794,4.443636,0.4275498,-3.067446,6.347721,1.206277,14.52045,-0.3468131,5.941063,5.291236,4.473182,27.66701,7.219874,0.50234,4.734354,-0.9366099,8.15489,27.00066,-1.643448,4.344024,1.113333,9.31066,4.784431,0.9382493,2.032596,27.42227,64.73446,11.23547,8.992779,12.89457,12.03927,2.964331,2.382359,4.34464,4.011502,0.2690984,-0.8167784,15.93681,-0.8720863,11.13571,1.458062,30.32201,4.941428,69.79179,60.03878,0.8771759,2.746656,1.516934,7.040472,-0.3123933,5.903965,15.97159,4.81452,2.400308,7.166439,3.451982,-0.8186862,4.594543,-0.5073153,6.253558,7.932761,4.058197,86.93972,1.242363,18.27258,40.38621,1.02449,12.65361,-2.797415,16.64676,2.242472,2.118919,3.372406,13.46866,1.997054,3.880209,4.529613,-0.1593916,0.7078367,-0.1246249,1.443075,3.850015,1.521757,1.838348,22.60653,0.6301239,11.44588,2.560738,28.98084,7.875392,1.827133,11.49197,-1.526866,4.133293,26.67323,5.437484,12.9125,34.93338,10.80826,4.252092,-2.236137,0.1449703,1.598413,0.4494745,-3.244615,4.552553,-0.6171585,5.873398,6.186773,5.830661,0.1674557,3.572174,29.88888,6.51243,8.656925,1.692981,37.86544,2.437115,1.281851,22.56459,2.076752,-0.3425161,21.10782,-4.159622,2.50723,1.121083,1.557738,6.380682,0.9142938,2.414895,1.22576,-1.27732,7.577285,10.31255,29.48631
89.82808,17.32582,-1.524835,-0.1798936,13.29762,2.49275,2.737775,26.14215,0.6114065,20.02025,1.146884,-0.5692514,9.083694,5.30735,2.070855,1.597752,-3.63991,5.658755,1.274546,14.3339,-1.395684,5.701268,3.725652,5.365688,28.00531,2.965218,-0.5778904,6.949633,-1.601789,7.881076,26.53441,-1.952938,5.206989,0.7424055,9.536358,2.693115,-1.094061,3.816464,26.07076,66.73165,10.00966,7.791591,14.52639,12.87498,2.545138,0.1176238,3.477845,4.553854,0.8072228,-2.349831,18.97103,2.403551,11.36188,0.955545,27.49428,5.047396,66.78835,61.63883,1.703779,4.027111,0.6945602,7.375659,0.8981445,6.480188,18.06653,3.973777,3.90176,7.879048,3.737249,-1.184639,3.497017,2.344743,6.691013,6.295093,6.886292,88.98562,0.7204909,14.64254,39.4366,1.430657,10.52902,-2.918406,17.41049,2.36942,1.896291,2.162995,13.13722,2.977394,3.47532,5.005484,-1.195129,0.7587414,-0.396631,4.425542,4.638882,2.289856,2.649477,23.2385,-0.4547256,10.09279,0.6190319,33.50773,8.805198,0.959834,9.234224,-0.8221441,1.947125,24.92575,4.857485,11.55788,33.96539,9.275187,4.189598,-2.328318,0.1371003,2.240525,-0.7053487,-4.557046,4.293669,0.3672503,2.083847,7.033916,5.697561,0.1991479,3.421489,27.88355,5.387406,8.595513,2.618101,35.36176,1.671,0.884298,21.0288,3.670572,1.620765,20.72717,-3.891746,1.7332,3.990719,2.133795,4.752786,-0.3713103,3.652095,-1.027556,-1.396467,7.530447,9.749686,32.29285
89.928,19.40935,-2.1193,1.312942,12.62357,2.691779,2.380033,27.88482,0.5097867,22.10713,1.984355,-0.9883238,8.433064,3.90037,4.074335,-0.5190431,-1.398895,5.755451,-0.4006692,14.04951,0.228441,5.496254,2.75543,7.282377,25.49458,4.152308,-0.4658657,6.401264,-2.519654,10.24413,27.73547,-1.710526,2.673276,2.014183,7.655952,3.511464,2.438235,3.578929,28.16817,64.99974,10.18798,6.760854,13.80525,10.83889,1.483012,1.554227,3.104836,4.383432,1.737317,0.05360081,19.24417,1.593742,10.26419,1.335155,27.65069,3.730363,68.40649,60.96367,3.520674,2.305192,1.598617,6.646326,-0.06037204,5.66805,17.6321,6.392287,2.661012,9.088254,2.369349,-0.7445763,5.248531,1.031357,6.384758,5.242408,6.044442,89.97433,-0.1732167,14.73524,38.42429,0.8774125,12.42473,-1.471961,16.02156,2.860669,3.859031,3.341728,13.39591,3.680071,5.195174,4.492377,0.9552384,1.145097,-0.07564046,3.407307,2.365438,2.685304,2.059533,24.93078,-0.4928214,11.11024,0.06394608,33.69118,10.46848,2.068648,8.966587,-1.426479,1.959608,23.08448,6.698794,12.00322,34.61843,10.3978,5.049166,-2.001846,-0.841782,2.255716,0.5090655,-3.462143,2.438263,-2.576877,3.28056,6.45634,7.403299,0.4409277,2.315413,30.02281,5.518297,7.584645,1.13249,34.33874,1.761829,0.4165556,23.84305,2.573756,-0.4853946,22.94409,-6.65828,1.351394,3.881182,1.461701,4.435419,-1.130947,2.212635,-1.800141,-1.50819,7.485642,9.21582,30.89263
90.02792,17.29041,-2.609206,-0.4918794,13.61011,3.302799,2.016737,28.82611,1.63873,19.63097,2.370274,-0.2030816,9.836129,6.549468,4.67267,0.4632407,-3.166137,4.492556,0.9499404,15.61372,0.367674,4.083536,5.149668,4.954126,23.65008,4.115149,-0.2572047,6.335361,-1.114158,7.239385,28.22079,-2.573946,2.951086,2.365407,9.38561,1.87781,3.496235,3.739868,27.84341,63.93604,8.450934,8.728074,11.99928,15.87761,1.286904,1.557708,3.421215,2.322467,1.103711,-0.6980713,18.13858,3.278778,9.322624,-0.01444708,28.45832,3.653351,64.89876,60.61794,2.600222,1.950866,0.4635527,4.283248,-0.5950138,5.511486,16.87982,4.400289,0.6544672,6.033847,2.171591,-2.468982,3.099649,1.120509,6.225789,5.069087,5.066758,89.25128,0.664874,12.68901,37.63621,1.151733,11.71524,-1.651437,19.78238,2.604975,1.018055,1.70303,11.46167,2.117734,2.547208,5.095409,1.577853,2.157116,0.2536327,2.569165,2.342371,2.291895,1.871864,25.11275,-0.4334363,10.86671,0.7021184,37.09276,9.724371,1.131402,8.600804,-0.539046,3.015556,24.48878,5.865644,15.7766,37.15417,9.020901,5.08398,-2.844123,-0.4909271,1.632972,-0.5006618,-1.698145,2.50942,-2.014647,2.699143,4.939841,7.015014,0.3244174,2.064825,32.76966,3.708629,6.075061,1.442564,33.21296,1.892826,-0.7653586,23.1934,3.563981,-2.069119,23.83894,-4.417313,4.114563,2.845089,1.751112,4.698489,0.591832,3.425056,-0.1390514,-1.612952,7.442787,9.527323,29.55953
90.12784,16.43948,-3.721468,-1.275367,13.06461,3.866632,1.285529,27.00802,-1.020409,19.47411,0.6160247,-0.2503126,8.650962,3.821986,4.445782,1.10411,-2.553215,4.960312,0.8425377,12.93133,1.282492,4.422746,4.299778,4.577239,24.23924,2.750781,-1.048436,5.253161,-2.860698,7.780796,26.07236,-1.137623,3.378709,2.623236,8.454075,1.840296,3.094051,2.301006,29.25256,64.98295,8.132852,9.083215,11.93863,13.13713,2.02666,1.077324,3.41677,0.692449,-1.430864,-1.002945,16.67633,2.550843,10.15394,1.24087,25.64032,5.141192,64.80888,58.8397,3.657126,2.612265,0.2295604,2.595571,0.1701545,5.108639,16.71493,3.874571,1.617908,4.719746,1.888089,-1.72038,3.698688,1.803101,5.851576,5.83264,5.7102,90.86655,1.292779,12.16728,35.96559,2.775176,9.493628,-1.73517,23.49118,2.121154,-0.5537771,1.351416,10.8023,1.768815,3.742178,6.442471,0.5928994,3.438011,0.3919726,3.366003,3.341922,1.216518,2.56351,21.98006,-1.259972,13.1956,1.251839,33.22674,10.00889,-0.8466291,6.856499,1.11025,4.518138,23.43757,8.099874,16.3554,39.11452,10.78226,6.455552,-2.73174,-0.4908981,2.064393,1.073685,-4.885022,0.9495444,-0.9574817,4.150148,4.501706,3.918951,0.1622207,1.532177,31.54944,4.37566,4.414986,1.354998,31.90724,1.094167,0.5876453,22.17804,4.636788,0.6572087,23.01742,-3.044548,1.441175,1.393298,2.537271,3.470045,1.683388,3.519544,0.1807811,0.5648229,7.401793,9.004812,28.29032
90.22776,15.08288,-1.955016,1.787139,11.52681,2.111084,1.024779,27.82763,1.231803,18.37627,0.8384067,0.4206347,9.489143,5.350835,5.488393,3.578272,-1.88706,5.404958,0.9798691,12.64876,0.3750461,3.380905,5.14802,6.296063,20.32331,4.504034,1.541499,6.461511,-1.591905,7.794503,24.98604,-0.6544657,1.675859,1.192011,8.73493,2.708039,5.247121,2.738416,32.25547,61.97613,8.734806,10.89316,13.79468,14.66491,2.509837,2.34201,2.917457,3.040801,-0.8944249,0.8234061,15.99264,0.7507268,9.805091,1.644576,25.48262,4.067642,61.83246,58.107,4.550623,0.08482843,0.9171433,0.7122703,0.8151039,5.985722,15.75369,6.791164,2.69504,2.671377,2.753127,-1.172822,0.9959742,0.8553686,5.815355,5.200881,5.368388,90.57576,1.669392,13.23077,34.15237,2.204298,10.67122,0.2081448,21.0451,1.568421,2.455712,1.388492,10.20727,3.634425,2.540828,4.44542,2.331255,-0.03690555,-0.8033929,4.06497,0.4158983,0.2098394,2.064826,21.03724,-0.6616673,10.88626,-0.04427631,33.51466,6.750546,1.178257,8.103319,-0.03407919,2.923499,25.07451,9.317346,16.4808,42.49947,11.10256,5.601698,-3.368058,-1.480211,1.100688,-1.353736,-4.587061,0.8487319,-0.7646627,2.581959,3.482795,5.598652,0.02623036,3.564169,30.5762,4.708116,6.307503,1.218689,29.53857,2.28743,-2.115489,19.91506,7.06425,-0.9156941,22.89239,-3.708079,3.874928,3.127851,1.761728,3.524678,-1.275427,1.030411,-2.385093,3.001417,7.362581,10.00631,27.08191
90.32768,14.08721,-2.885955,-1.254251,11.60282,3.108002,1.957695,27.64439,1.885616,18.70964,1.468801,0.6941208,9.582429,4.015099,5.083193,1.878117,-3.55291,5.879726,0.1071948,13.48128,0.6383139,4.012891,3.84941,4.901561,20.33171,3.438235,0.08322359,5.628286,-1.82499,6.233037,25.32891,-1.597442,3.576466,1.22503,7.592258,3.860348,2.218104,3.467971,38.89981,59.3532,8.475212,7.738468,10.34649,14.45665,0.5717837,0.8208519,2.385911,1.652676,-1.849959,-0.2269723,16.56107,2.740189,10.58154,1.361256,24.62144,3.623951,62.49987,57.4907,2.629975,0.9261662,1.217699,1.36067,1.247652,4.85715,17.10835,5.227068,0.5991849,4.979356,3.220263,-0.002897497,2.593374,4.633121,7.790318,6.473344,7.633774,91.29726,0.58455,12.07086,34.99751,-0.02040782,11.31755,0.6902146,20.01305,3.36509,2.441319,2.209669,11.03305,1.485371,2.399307,6.78927,2.295523,1.059942,0.6474705,3.995872,2.275264,1.597347,2.211438,20.60995,-1.55906,11.32773,-1.081822,33.86275,8.24945,1.077833,8.21818,-1.591088,2.975059,24.03318,8.549229,15.09948,42.99667,9.691872,4.398905,-3.293474,-0.6067256,2.318979,0.6876013,-4.718059,1.787865,-0.6467377,2.16938,5.963622,5.338381,0.9962525,1.747311,29.89407,4.526605,4.400096,0.6596199,30.55034,2.009092,0.3762668,21.32274,3.548722,0.3313316,22.11746,-0.9839834,2.61819,2.130297,1.19417,1.623512,-1.689081,0.2779858,-2.020015,5.329114,7.325075,10.6633,25.93137
90.4276,14.92921,-0.9732492,-0.4971809,12.31895,4.722205,2.251476,26.91324,-1.654539,19.78875,1.523562,3.138445,9.189201,4.774988,5.631704,2.25414,-2.568838,3.485523,-0.0564759,10.73063,0.5017667,3.369083,5.96623,3.06812,21.27183,2.688667,0.640794,3.396344,-1.167548,7.802411,25.47078,-1.217775,2.756173,-0.03012911,9.688953,2.197951,1.598621,0.3334064,44.70285,60.25901,7.104537,6.47539,10.4572,13.28213,2.159279,2.641105,2.254143,0.8471151,-1.766215,0.8128688,15.5308,0.9976472,11.73646,1.939834,23.26869,4.377252,58.59793,55.89438,1.564316,-1.704283,3.542204,0.6813483,0.5800022,5.3792,16.52315,3.183338,0.883183,4.311712,2.250402,-1.251078,0.8772287,2.559177,5.587545,6.189165,5.901644,92.13198,0.5671461,13.6242,33.01632,-0.465638,9.689849,-0.4560719,20.39855,6.091662,1.201042,4.396605,10.12564,2.57874,2.944862,4.342361,-0.3220629,3.855314,0.2039027,2.18855,2.074571,0.3435597,1.676034,18.28231,-0.5171437,11.17969,0.9050391,33.98051,7.438339,0.5775286,6.82087,-2.407844,3.596849,23.89991,8.203897,14.53972,45.26652,9.729824,6.317475,-4.20025,-0.2611861,1.734687,0.6808643,-2.692746,1.134677,-1.457655,2.238676,5.724582,7.11414,0.6602763,2.699697,27.22132,5.150332,5.204531,1.741693,29.46898,1.201369,0.972767,20.71181,3.001739,-0.3734702,21.02593,-2.047503,2.939095,2.469491,0.7003744,3.743738,0.809606,3.099753,-1.905935,7.078978,7.289197,10.38682,24.83592
90.52752,15.22173,-1.776215,0.2935756,12.04861,3.713317,1.828107,25.70896,-1.102811,19.0001,1.667594,3.762852,8.504706,5.512754,4.669672,2.537628,-1.904463,3.72472,0.3369036,11.18261,-0.2118385,2.531383,5.371502,3.718519,21.83638,0.3557912,0.02760492,4.243381,-2.003124,5.296095,22.69316,0.2793745,0.9103573,-0.05410098,9.882296,0.926324,1.609972,2.108408,47.93796,58.27325,7.099756,6.814312,11.26541,16.38037,2.391915,1.464786,2.6803,1.93122,-2.124689,1.332563,14.69417,2.002548,10.14064,0.1385926,20.91938,5.013682,59.1751,54.8213,3.127302,0.767984,2.749676,-0.5632222,-1.282881,7.284183,18.40415,5.99435,0.5399454,3.178867,1.844471,0.3121811,-0.2688839,2.573785,7.361916,3.69838,4.923699,91.99446,-0.004912267,11.85895,31.81523,0.242083,9.424248,-1.001187,19.91989,12.56149,1.693374,4.261164,10.92454,2.927996,2.408039,5.051197,1.336626,5.249903,0.4267632,3.247085,0.3949641,1.169037,0.7918341,19.18653,0.250611,13.10408,0.1756815,34.06112,4.889099,1.296651,5.506067,-0.5695571,3.145211,21.97532,6.875062,15.50476,46.47068,10.26359,6.077374,-2.881672,-1.768949,1.809241,0.5681916,-2.835347,0.507544,-1.990451,3.873597,4.03956,6.610363,0.9728538,3.627081,27.64938,5.165766,5.239409,2.705442,27.51957,2.736959,-0.3798063,19.87434,1.98113,1.192994,21.30098,-1.989663,4.207015,3.2535,-0.7479421,0.333364,0.09712736,3.692477,0.3274328,14.11985,7.254879,11.61789,23.7929
