 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124
73.24136,-0.02404557,-1.284785,20.51258,2.284309,21.18065,5.668611,-1.897322,-1.552015,9.321675,3.504413,0.120343,0.5435311,1.799984,4.621027,4.297505,22.41043,-1.006635,26.24868,-0.5009096,0.0304894,7.082559,1.28237,11.15488,-1.915194,3.63849,0.4345033,1.267967,1.635978,7.702462,23.83578,4.789895,16.57314,3.849087,7.589739,10.56513,12.79262,2.802148,14.33453,12.40938,49.84238,12.15106,14.25925,-2.624899,23.64148,2.438911,-1.183942,1.433007,1.71612,24.25262,1.084217,3.498184,5.255841,17.32854,4.455902,1.252974,4.431595,0.7100183,36.58595,1.61102,0.9578327,0.9812779,-0.2256399,6.33884,1.579238,-1.298666,19.08273,25.92607,2.555058,10.6799,5.124349,-2.056881,2.78881,-0.834986,19.32014,0.9959276,0.7097504,1.765932,3.681172,6.955083,4.433683,2.46445,8.322354,4.977818,-0.001892136,1.264678,5.077458,-1.016127,8.793963,3.928346,12.57411,64.8562,6.683794,0.8309793,3.488973,-1.165218,0.4124668,-0.7405054,3.283175,16.91664,14.95079,8.201487,16.82231,-2.098904,-1.269668,1.590464,1.556505,-1.315343,10.46494,3.143498,12.23686,34.63134,4.365808,5.949301,9.222729,0.937041,0.07130428,1.538796,-0.3586244,26.50979,4.660165,36.17268,15.68106,8.146951,10.14223,11.01097
73.34128,-0.7868716,0.1698178,18.88329,2.859862,18.43686,3.429641,-0.7001213,-1.251106,10.08208,4.449561,0.4609647,-2.395556,-0.283206,4.630673,5.076538,19.90487,-0.6630284,27.02062,0.03132642,0.2015247,7.91224,1.22193,9.974464,-0.925713,4.231215,1.068301,0.5056938,1.640424,5.178091,22.94218,5.224329,14.14853,2.63496,6.712186,12.91208,14.36447,2.28414,15.32,14.04076,48.60776,11.40472,12.51074,-3.685662,24.22856,1.855723,-1.405672,-0.3271548,0.2915103,28.41047,-1.372065,2.972115,3.714224,17.42553,5.84798,-0.1918166,4.982574,-1.153963,38.59846,0.1147,2.700215,1.530426,0.8622425,6.937515,2.479604,1.588171,20.65332,25.95017,3.324668,10.80782,4.621951,-0.9764497,2.317552,1.228662,18.66819,3.411098,-0.5412192,0.1084288,5.468431,8.002756,2.542006,5.164067,8.015564,6.67056,-1.4674,2.829077,2.906749,-2.403397,8.517871,3.662755,10.45414,62.30549,7.316864,2.91124,3.058153,-2.618802,2.661826,0.9248804,4.198863,15.52613,14.46871,7.922717,15.94048,-3.333119,0.09308977,1.570653,2.107818,-1.539539,10.79281,2.651553,9.697519,37.34091,3.832487,6.784175,9.278628,0.5595688,0.1148377,-0.689571,-1.398939,26.86619,2.935755,37.43889,14.7217,8.542331,9.810954,10.98304
73.4412,0.01129775,0.04798075,20.76185,4.174341,17.70705,5.246219,-1.348885,0.04504205,9.648341,4.418943,0.2551055,0.5508014,0.06420567,2.808438,5.110194,19.50784,-0.4021345,27.8129,2.301568,-0.6582996,5.592174,0.3481479,11.00638,0.4105626,4.080109,-1.418115,1.312306,0.1685028,5.094476,20.88149,3.616955,13.86892,3.712902,8.334763,13.8186,15.0783,2.309272,15.18153,9.33922,49.95064,12.6546,16.45236,-2.975568,22.75089,1.591312,-1.275118,-0.1390877,3.383928,25.60897,0.2147864,4.335767,4.824442,16.45038,3.583226,0.3545784,3.707227,-0.8517483,35.31856,1.539847,0.521961,1.349545,1.79612,5.169594,-1.181024,-1.23656,20.88038,23.63682,2.40323,11.63747,3.540658,-2.142465,2.392588,-0.922984,19.60447,1.252164,-1.407441,2.511085,3.74274,8.526229,3.910918,2.327485,8.05453,5.107431,0.08317097,2.510664,3.672932,-3.192713,9.484884,3.127445,10.1543,60.71552,5.891132,0.713782,5.311736,0.2721762,0.2338443,1.59913,2.59004,12.52065,14.558,9.746222,14.77018,-1.86245,-0.5112445,1.679961,1.186183,1.011627,7.834612,5.066329,11.10126,39.01376,3.262118,7.790844,8.955507,-1.471244,0.1974665,2.25241,1.589545,27.80038,5.410121,39.38662,13.80958,8.384733,9.994104,10.95638
73.54112,1.561456,-1.366916,21.63465,3.703926,20.12758,4.086856,-1.800117,-0.3759572,10.04465,3.17922,0.2764894,0.5027521,-0.733126,3.020811,4.593296,18.76504,-1.013728,26.70402,2.072781,-0.2980509,6.338769,1.496416,10.57332,0.5469057,3.112304,1.494186,1.813423,1.303865,6.011602,20.28069,3.81454,14.96719,4.32491,9.30095,13.7542,13.59738,2.631649,15.08498,12.36234,49.01072,13.08522,15.40935,-2.199214,19.37295,0.426113,-0.4763799,0.6062182,-0.05940686,26.57688,1.148924,5.807729,3.074775,14.54479,3.076524,-0.9963498,4.259835,0.2950999,37.86385,0.9383504,0.8092505,-0.5255377,1.015858,7.351777,0.4709544,-1.348569,18.36089,24.86004,2.536546,15.71955,5.409116,-2.374226,2.855247,-0.5440948,18.93896,-0.2324107,-0.6268948,1.032671,4.161688,7.115468,2.146342,2.684728,6.20294,6.697525,1.396371,1.837274,4.796078,-2.123554,9.968549,4.743831,10.71818,58.23199,4.435876,-0.0807234,5.369888,0.7944779,-1.072247,0.9878058,4.156782,13.98079,12.89116,7.887581,15.64456,-0.7065763,-0.4995247,2.660277,2.19495,-0.05230663,6.594703,3.905723,10.51976,36.9979,5.758101,6.386446,7.615378,-0.7607672,0.872028,2.454607,0.2167848,26.8521,4.714137,41.4299,12.94237,8.233921,9.669661,10.93093
73.64104,2.524017,-0.7542069,21.6841,2.697954,18.05147,1.701863,1.149033,0.6838913,9.515043,3.505088,0.5252176,0.3099993,0.4984888,3.358207,3.803127,17.99494,-0.5606053,25.99754,1.295598,-0.9702368,5.747806,1.149803,11.88985,1.35448,5.105401,1.226349,0.959287,0.1075201,6.483245,23.72242,3.479116,13.77816,5.23631,6.268092,11.95067,13.35589,2.544956,16.31975,12.60227,47.09146,10.51818,15.08117,-2.224609,20.05546,1.11555,-1.601557,0.6402567,1.331918,25.4129,0.04926841,3.008253,5.080709,12.99497,2.051024,0.5297247,1.871878,2.215402,35.64598,1.822267,1.145264,-2.492374,0.3485292,6.674303,0.7140232,-0.494925,18.05891,23.32123,1.894951,14.52821,3.25429,-2.501554,2.635731,-0.1274668,20.75702,1.794145,-0.3163608,0.04140555,4.385662,5.393603,1.675078,4.157316,7.436087,4.285653,-0.1932778,2.685546,3.724265,-1.270908,10.26244,5.319203,9.265532,58.69751,3.374986,1.765136,7.31331,-0.2520964,0.4745699,0.6584706,3.759713,13.62279,15.47943,7.59866,15.98605,-0.7999434,-1.799345,3.643771,4.521551,0.7533119,6.807712,4.418498,9.570994,35.95634,4.533457,6.279258,6.627807,-1.3114,0.1600093,1.126329,3.14357,26.68511,4.131846,42.15951,12.11783,8.089601,9.546232,10.90663
73.74096,2.626521,-1.24832,23.44406,2.556663,17.03201,4.986149,0.9481295,-0.3928924,9.400505,2.916337,-0.4958763,0.9163169,-0.2744649,3.972376,3.462342,15.87692,-0.7554163,28.44296,1.3717,0.8038459,5.006333,0.3373828,11.02506,1.387289,4.726173,-2.358324,1.931388,1.658288,5.021691,22.81254,5.082969,13.07907,5.215892,5.714066,15.90236,13.01097,3.906095,17.18856,10.4066,47.24457,11.30427,16.30628,-2.131632,22.63111,0.7673827,0.5101367,1.424311,-0.2095154,25.85833,3.174858,5.252003,4.728756,15.02939,3.147902,-0.9455519,5.637853,0.9954574,34.58361,0.9765528,1.145651,0.6729041,-1.167036,4.622736,0.1721423,-0.1720078,18.86003,22.83905,1.963472,12.26134,2.519389,-1.217694,2.092213,-0.3509253,20.03657,2.468145,0.08503526,1.417764,3.660984,6.527415,2.091953,4.226385,7.876425,6.083467,-0.5700353,2.923742,3.981163,-1.810531,8.970453,3.569523,9.003394,60.31812,5.485015,1.963012,8.201918,0.4193054,2.132895,-0.3351407,2.600398,14.37997,13.33443,5.438724,14.39805,0.1303562,-0.734479,3.226062,0.5049795,1.057627,5.977333,5.986896,8.941216,34.5657,3.505518,4.661693,8.438806,0.5033154,0.1384145,1.756919,-0.5518984,28.25488,5.925934,42.31592,11.54278,8.506849,9.245245,10.88343
73.84088,2.74532,-2.66012,22.91794,2.605651,19.81986,2.520494,2.800078,0.2017764,9.990589,4.244187,0.01969635,0.142892,-0.6394315,3.667629,4.392198,15.95182,0.5312515,27.62982,2.184989,-0.2222725,5.911607,-1.469808,10.79552,0.06205208,7.219574,0.3718301,2.997613,0.6108907,6.182508,20.65126,4.617818,15.48561,5.837159,6.803422,15.54553,11.83176,2.384742,14.43484,10.24924,43.83717,10.5569,16.32388,-2.535574,22.39702,0.4373957,-0.2165933,1.86038,0.6085529,26.42605,-0.08923458,4.572714,5.825784,11.99061,3.989636,-2.022807,5.037694,1.296481,34.29792,0.4301145,3.827045,0.3364707,-1.467208,4.872259,0.9868414,-0.3415522,18.63439,21.10024,4.665189,10.94766,2.268695,-1.732752,3.131666,0.7259057,20.0159,2.237491,1.026862,0.4375609,5.605663,5.369305,2.380339,1.874076,7.902178,5.556464,-0.7265267,3.864939,2.797074,-1.864036,7.986247,4.010726,11.95682,58.60308,8.424375,0.4318528,6.586332,-0.05580837,1.314165,0.1313588,3.127761,11.30643,12.89602,5.778529,17.17667,-0.6749795,-2.679362,4.419321,0.139489,0.5080687,5.3168,5.127694,7.845558,32.86731,4.811978,7.660419,7.714746,-0.3376161,0.6125518,0.4879616,0.7463186,28.49177,3.89265,40.98782,10.78542,8.350811,8.96027,10.86128
73.9408,1.967268,-1.563878,21.70041,3.777194,19.43619,2.4052,1.239238,-0.2487481,7.768774,2.11167,1.281509,0.6288886,-1.112889,4.614457,2.409706,16.28694,0.3204159,27.9602,2.264673,-1.054929,6.745567,-0.1518727,8.027412,-0.1880882,5.546528,1.075273,-0.4227932,1.540922,7.077823,18.05539,5.39232,15.89444,5.149251,6.631188,15.06271,15.02705,2.384976,14.45149,11.56246,42.50138,10.94594,18.00489,-3.653321,21.62093,0.2694241,-0.9641374,-0.03203902,0.7675089,25.17424,2.123089,5.080351,4.860166,12.70049,4.51664,0.3299834,7.07263,-0.7618716,34.49673,2.577585,2.407438,-0.06173818,1.652169,5.815593,1.558933,0.6449853,17.07117,22.2261,2.916534,10.88196,2.033612,-0.8699991,3.771332,1.014489,19.33078,1.955309,-0.8982937,0.6066094,3.479554,7.488045,3.219006,4.753329,6.555946,6.026691,0.9609291,3.805505,4.947722,-1.141417,9.754829,3.855026,9.043713,57.28165,2.49317,1.640542,7.559215,-0.01454876,0.2846267,0.4651709,3.793785,12.62444,12.94269,7.379821,17.49613,-0.4015186,-2.389002,4.348984,-0.6035016,1.566766,5.841812,3.428086,9.515024,31.48433,6.06726,7.709115,8.98576,0.3475792,2.173483,0.9015455,0.1682295,27.51297,4.264452,41.28579,10.06538,9.458006,8.690454,10.84014
74.04072,0.8142719,-2.674988,22.12372,1.272131,20.25165,2.220481,3.067236,2.025828,8.501081,2.637363,-0.4352817,-0.3718508,-0.1403625,3.577393,2.392117,15.00748,-0.177386,27.32563,1.717919,-0.8442945,6.183942,0.8935278,10.0812,1.518546,6.418099,0.2547553,0.1610961,1.907437,6.025938,19.97246,2.88125,15.63961,4.455886,7.264311,12.50169,13.86899,2.892944,14.95304,8.129344,43.80193,11.34157,20.20222,-3.048997,21.64397,0.9459262,-0.8489142,0.6731668,-0.04649765,24.02642,3.229505,7.575789,3.543508,12.33318,4.819252,0.1282662,4.839281,-0.4720064,31.78031,1.815181,0.6021949,0.5983205,0.9293816,5.300089,1.527461,-0.3695743,15.73528,26.9704,2.631552,12.02693,2.444515,-1.786354,1.761002,0.6374714,18.67832,2.315318,-0.8117908,2.734408,3.336256,6.596477,2.725898,3.254401,7.078061,2.819723,0.3452269,3.390803,3.364633,-1.282641,9.386621,3.708079,9.020312,56.14917,2.261657,0.8017142,8.361322,0.6666148,-2.759581,1.329957,4.087048,13.01855,13.71807,7.603398,21.02415,1.217284,-1.157583,2.437638,1.548516,-0.2288287,4.57558,2.133549,6.2721,29.98062,7.496132,4.673855,6.42367,-0.9017164,1.472109,1.271165,1.345501,27.68351,2.988633,42.04147,9.380807,9.261091,8.434988,10.81995
74.14064,2.318935,-0.7883357,24.42194,2.761158,18.30202,2.508005,0.657768,1.102565,8.059369,2.042675,1.64655,1.748402,-2.023669,2.6604,3.0888,15.59079,-0.6991552,26.49036,2.790387,-1.00942,4.464444,-0.5840842,8.977343,-0.407211,4.866298,2.651863,1.37697,1.723648,4.631773,20.01545,2.236767,14.06701,5.141832,8.092108,13.99504,13.70074,3.798246,15.43659,11.4645,41.24245,10.27457,20.68924,-2.578925,18.13666,2.882165,0.9149847,0.5698728,1.065224,24.36948,3.052062,5.531828,4.247104,11.23149,5.995974,-0.1500954,6.509881,1.341903,33.14939,0.6354325,3.179653,-1.094364,-0.2775938,6.287988,2.109808,-0.6529154,15.54741,28.23307,2.565361,11.05309,3.724903,-2.976908,2.824072,0.2755024,18.05697,3.175446,0.6155199,0.5155318,4.176989,6.121359,2.498752,3.799514,7.919793,4.92657,0.2249721,3.421847,4.609939,-1.997388,9.42493,2.010373,10.00947,53.93216,5.051285,1.813665,6.326956,-0.5750445,0.0565471,-0.6846975,5.220743,11.94865,12.20716,5.889262,18.76998,1.125585,-1.062487,3.792897,0.9125794,0.2893465,5.639103,2.866773,6.738161,29.20436,6.770643,8.130716,7.449406,-1.063596,1.617177,0.2594741,-0.6778554,30.44061,4.088269,41.75629,9.839745,9.072648,8.193103,10.80068
74.24056,-0.2327316,-1.376037,24.69558,3.323234,17.76684,4.203119,3.341474,2.769493,9.202415,3.555754,-0.6340746,0.5301064,0.4599696,4.024203,2.667286,14.67461,-0.7098361,26.23428,2.935862,-1.652141,5.17673,-0.8969827,10.37919,0.3023815,6.058095,-0.412577,-0.1057146,0.6953759,4.71846,17.6076,3.165841,13.37847,3.074495,7.329975,14.16718,14.51408,2.384007,14.45466,11.9854,40.3511,10.29394,18.33627,-2.227251,19.36169,2.380266,1.023878,0.462416,1.299307,23.47104,2.763725,5.656959,4.754169,12.67964,4.932492,1.823294,6.340629,0.7139863,32.34617,1.618685,0.7556778,-0.1928451,2.386637,6.247639,2.024852,0.7684861,15.5998,27.29778,1.469676,11.26191,2.117209,-1.502571,4.584999,0.7824058,17.46524,1.220701,-2.189521,2.4187,3.832085,8.247077,4.467327,4.486054,7.439496,5.658377,1.083941,1.801388,3.969641,-2.066678,10.03998,1.244343,7.831948,55.71936,2.328711,3.24364,6.300674,-1.274916,0.2826783,1.695734,3.536342,12.19604,14.21267,5.341473,17.76856,0.4879755,-0.9581217,3.981868,-0.1395962,0.8573855,3.315805,5.442569,6.095026,24.95822,6.942851,7.218016,7.124034,2.367116,-0.2846361,-0.5336942,-1.265252,29.37577,3.888197,44.41135,10.49014,8.892311,7.964077,10.78228
74.34048,0.06273207,-2.807753,24.76841,2.736259,19.14706,1.355155,4.417848,2.430448,8.120902,2.225515,-0.7340786,1.552825,0.8334213,4.272502,5.070853,14.49536,-0.4351077,26.3305,3.605927,-3.341731,5.014286,1.375535,8.856002,-2.178679,4.367929,2.045113,1.644121,1.205673,5.036583,18.80228,2.408662,12.75521,5.021723,7.091437,13.3782,16.1618,2.371979,14.57329,10.0932,41.12214,9.706837,19.13517,-1.961415,16.17217,3.886552,1.404357,3.054956,0.5461038,22.39182,3.192712,5.329027,3.946141,11.31668,5.474522,0.9519234,6.030106,0.269123,34.88483,1.373335,0.9888089,-0.4729361,1.057126,5.780704,3.98985,0.4603595,14.67297,26.16278,1.907617,9.607228,3.249614,-3.159227,3.022478,3.783225,16.90173,1.01688,-1.061918,3.332213,6.281128,5.868412,3.122618,5.383628,7.266701,2.402256,1.788583,3.315187,3.41502,-0.4853949,9.930933,3.485857,9.308033,52.72876,2.293107,3.116288,6.742451,0.9343846,-0.1054466,0.6281914,3.980052,12.58405,12.86926,7.043616,17.6475,1.982185,-1.747787,2.9854,-0.5876204,3.46253,4.967194,5.113217,6.498626,26.30072,6.802939,5.969538,9.030809,1.775648,3.992573,-0.4044595,0.1977728,28.35794,3.904473,46.56079,9.787896,8.719733,7.747224,10.76471
74.4404,1.261513,-3.857048,25.41652,4.265598,18.59225,2.2947,2.085797,2.201285,7.094,2.26208,-0.120067,0.9039208,-0.8281001,4.316278,3.031457,13.49202,-0.7558761,25.80659,2.058174,-0.7383792,4.359633,-1.622753,9.769419,0.09618996,6.530056,3.328779,0.1024423,1.540051,6.359315,18.57311,2.586258,14.72006,6.160166,7.873307,11.8221,15.52238,3.559705,15.55814,11.65255,37.20432,10.37191,16.75324,-3.449525,16.66255,5.101919,2.35899,-0.3169226,-1.119799,24.55429,2.388484,3.983793,7.051075,11.65094,7.207165,-0.2427184,5.255528,3.065932,35.22096,0.4212715,0.8311094,-0.4044023,1.293082,6.465235,1.063926,0.1734364,15.88677,25.01045,3.612557,8.346112,3.114461,-0.9689821,2.160983,0.9360262,16.36508,1.532931,-0.4351597,4.147418,3.16854,6.632679,4.149436,4.327069,8.499,3.039077,2.29856,1.981205,2.652027,-1.215308,7.503703,2.970327,11.00071,53.45292,3.742125,2.669199,9.189889,-2.059542,-0.07176392,2.162483,3.474388,11.44924,12.93604,7.005584,19.49197,-0.1341874,-1.110381,3.140491,-1.141424,4.746218,2.941101,2.264288,6.575701,27.18475,6.991058,7.155858,9.710734,-0.9677242,2.618592,0.2473549,0.2511377,28.99992,4.18761,46.46222,9.120028,8.554581,7.541892,10.74794
74.54032,1.776029,-2.758062,25.97873,4.123511,18.62509,1.904011,3.336259,1.433048,7.837584,2.548324,-2.168512,1.577684,-1.242045,3.771508,1.90834,13.51614,-0.3740234,27.60747,0.7452932,-0.4547826,5.557731,-0.1537212,9.708027,-0.9543769,7.465166,0.07417882,0.5166888,-0.9350877,6.858357,17.8451,3.629232,12.22493,6.003085,9.090188,13.70662,13.22572,1.888979,14.93474,11.00583,35.5885,10.90804,20.17633,-2.486807,15.80769,4.186893,1.339635,0.822454,-0.007264366,22.30663,2.20665,3.366136,4.322381,12.58752,3.704863,0.6127276,3.83313,2.984967,32.98101,1.279068,0.9617444,-1.344442,1.787587,7.431356,2.420296,1.816684,14.16935,25.07216,3.856614,10.9133,3.447374,-3.593374,1.078238,3.032875,17.68169,1.46572,-0.8190742,2.806378,4.695752,6.157907,5.746357,3.91259,6.518726,3.713511,2.734119,1.694568,4.586606,-0.9242601,9.13785,0.7442689,8.449474,53.072,3.437811,0.7624959,6.169238,0.8060216,1.747122,0.6277459,4.174108,11.12221,12.32299,8.673603,16.84463,2.23531,-1.944433,4.488575,-1.324119,4.052215,4.397532,3.88865,7.670498,26.99817,9.17248,6.121112,8.334036,-1.055069,2.851444,-0.2054722,-0.5552592,30.31139,3.504421,47.32984,8.484838,8.396533,7.34747,10.73192
74.64024,-0.04782661,-3.485954,26.54414,4.06261,18.3366,2.040853,1.518004,0.2611226,7.329631,2.64753,-0.5577241,0.5110437,1.113916,3.496928,4.20298,14.6687,-2.07509,26.91632,2.716267,-2.113511,3.851604,-0.05613937,9.052867,0.1475695,6.617856,1.454,1.332705,1.293798,4.840465,18.12631,2.556731,14.41864,4.632781,6.910193,11.26056,15.54275,1.975084,14.76201,10.11503,32.99759,12.73018,22.6763,-2.7319,15.66271,3.727419,-0.3182126,0.898008,0.4581968,20.3654,2.799171,3.7302,1.927822,14.5226,3.523588,-2.423118,6.279356,0.6522686,33.28296,3.65949,1.109673,-0.7373441,-0.2601844,4.768252,0.1656397,-0.5772737,15.01899,24.00731,2.151827,8.739903,2.542071,-2.797592,3.461679,0.1196385,17.10785,2.165163,0.5824687,2.153769,4.996612,7.087218,3.569283,4.805647,7.307929,2.649197,3.226047,4.678371,3.525463,1.757794,7.711545,4.68162,8.156107,53.78274,3.206722,3.673793,5.529923,-0.006312694,0.1311692,1.172673,4.115866,11.38734,13.89416,5.9055,18.44009,1.823274,-0.3968846,5.072693,-0.8540969,2.653228,3.910153,4.205277,5.54098,26.69882,7.873721,8.201485,8.14782,0.3911542,2.094222,1.226121,-0.3853821,29.25225,2.886099,44.20082,10.45799,8.245285,7.163373,10.71663
74.74016,2.254045,-2.55531,25.71298,5.11337,17.18608,1.71655,3.479887,1.012222,8.308609,2.37201,1.64615,0.1625936,-1.101501,3.637364,3.202922,12.20571,-1.07224,26.17678,0.5325595,0.08592417,3.370062,0.6655356,9.228208,0.1686253,3.254431,0.09647346,0.8473639,-0.2266274,9.028625,17.72727,2.092052,16.41618,3.245385,7.357302,13.86431,14.48945,2.431381,13.93447,10.34945,31.50682,9.665605,25.95341,-1.610074,14.77227,2.762736,-1.201668,0.3331032,0.7735792,22.36118,2.506418,4.116302,1.26561,12.54834,4.175523,0.1604082,4.88251,1.0606,31.65556,3.37617,3.298681,-1.438105,1.31211,6.205186,2.095827,0.2491286,15.40555,22.91074,3.298251,11.17133,3.64995,-2.163882,2.876074,1.079186,16.56138,1.597334,-1.530308,3.643796,3.750548,7.248382,4.865043,3.071215,5.512761,3.77891,1.825042,1.304667,4.922018,-1.094991,7.904517,1.867308,9.253564,55.45653,3.547142,1.732558,4.737156,1.014591,1.437525,1.825043,4.053244,10.16373,13.48161,6.380931,17.26545,1.511377,-1.101006,2.769383,0.650849,2.993526,4.67668,5.665564,5.635328,26.47632,7.67764,7.242862,10.1139,1.645538,1.967005,-1.173234,0.08712253,28.23988,3.562478,42.77701,10.88248,8.100545,7.348333,10.70203
74.84008,2.486184,-0.9379033,26.04397,4.296938,19.07076,0.6924743,1.37591,-0.6480375,9.768372,3.701467,0.6030653,0.37758,-0.8809739,4.106289,2.09637,13.78536,0.1852439,27.36955,1.99539,-2.436739,5.208858,0.001759125,8.412232,0.203464,5.103248,0.9153857,1.183989,2.181774,7.46882,16.02575,1.728465,14.26692,4.812268,7.964688,11.67286,12.34783,0.5538729,15.35075,10.65983,29.95892,10.10789,24.39569,-4.672289,15.36371,3.085292,1.493192,-1.10883,-1.837127,25.56398,2.272623,5.863017,2.105366,12.84838,5.340646,0.2513402,5.32188,2.700068,32.07809,2.864083,1.256049,0.6605955,0.07402924,5.369987,2.630132,0.344975,15.18012,27.7442,2.391797,12.86412,3.051039,-2.324219,1.12984,0.6830566,16.63429,0.7933815,-0.4299139,3.503385,5.069617,5.140527,3.275384,4.148642,6.10068,2.228107,5.173227,3.673325,2.974727,0.704283,7.996779,3.853934,8.629196,58.48458,1.771264,0.8727948,5.880906,-0.1142497,-0.1060868,0.5036453,2.985665,10.5941,14.24393,5.466346,14.71859,0.3713789,0.2562879,4.094261,-0.2101716,3.5304,3.58772,3.327471,6.805406,28.61583,6.156358,8.69918,7.665098,0.9405032,1.095192,0.8566426,0.5689575,31.46611,2.901925,40.5508,10.94996,8.304438,7.163488,10.68809
74.94,-0.2029406,0.000700406,25.24805,3.723987,18.13403,2.014614,2.555561,3.173563,8.924138,3.475702,1.764099,-0.8510255,0.3376242,3.870885,2.795954,13.90866,0.7346844,27.74875,2.264056,-1.144599,4.030573,2.338221,8.309936,0.3270784,4.849658,0.4182875,0.9189184,2.786365,6.861175,15.6616,2.641188,15.58787,2.789225,8.41507,11.86636,14.73776,3.26855,13.867,8.256346,30.81253,9.479209,24.41139,-0.6415516,16.4049,2.561515,-0.2604952,0.2224334,0.3014377,28.19861,1.439777,3.546579,1.63671,12.15369,2.61274,-1.712088,5.211921,1.210391,31.11128,1.315944,1.613536,-1.214423,0.5944064,5.165327,4.024212,0.03950871,14.63727,32.09644,2.238557,11.02755,3.134019,-1.142595,3.089684,0.9029936,16.1104,2.626704,-1.606789,4.934991,5.971364,5.737124,3.550247,3.423496,7.265459,1.686393,5.396894,4.082723,2.439304,-0.3507543,6.721361,3.156662,8.546968,60.98697,4.167461,3.819104,6.130524,0.9888636,1.748717,1.048843,3.13131,12.50002,12.12136,5.806307,15.67561,3.656411,-0.3092415,2.106925,1.161403,7.110109,3.945191,4.126523,6.415562,29.5677,7.522007,7.65504,8.012437,-0.08770482,2.058377,-0.8956233,-1.121522,31.78949,4.051854,41.96429,10.22035,8.157163,6.988494,10.67478
75.03992,1.037034,-1.581613,25.09098,5.090992,19.46198,1.012504,2.971119,1.313662,8.278932,3.191752,1.493394,0.9099408,0.05944449,2.970036,4.160996,15.01179,-0.2631394,27.11441,-0.2507641,0.8253164,5.096244,0.6934031,9.538095,1.312925,4.683702,0.4816234,0.9284075,0.4329611,8.978512,15.45999,3.244511,15.44925,4.019482,6.956628,12.54082,14.05558,3.823172,14.62163,8.888794,27.32393,9.444698,21.47784,-0.5124807,14.69669,4.143045,-0.005355293,-0.4719747,0.3468472,31.2075,1.125902,2.349771,3.56668,12.6807,3.767633,-1.459886,2.583792,2.933157,29.40557,1.325933,1.302218,-0.59662,2.16346,5.226474,3.218094,0.6459807,14.55552,30.68014,2.238819,13.79747,2.921801,-1.135684,2.037349,0.9327447,15.61148,-0.40488,-1.631357,4.74681,4.072692,8.754251,4.155551,3.875904,7.392154,2.614077,3.788156,2.960527,2.3097,-0.1303639,7.753383,2.408201,9.940149,62.39595,1.941087,1.371637,4.99633,0.4431324,0.187181,0.6694251,2.722353,14.77431,14.3178,5.786089,14.94301,1.829216,-3.111853,2.759039,1.498726,12.66934,2.289453,2.780534,6.708997,28.08725,7.647479,7.856864,8.591187,0.09659894,2.65214,0.1026239,0.2361741,36.77227,3.257544,40.46758,9.526789,8.016223,6.822823,10.66207
75.13984,1.979612,-1.559115,25.31561,4.877522,19.26089,0.909301,1.615135,1.28612,6.891429,2.489337,0.2846157,-0.5214335,1.103325,2.200653,10.96334,12.7842,1.423587,27.80712,3.27284,0.2273,4.377064,0.03296416,9.261365,-0.760228,6.394444,1.031628,3.054397,-0.1303106,6.755002,14.81876,2.312642,17.51344,3.661174,6.867826,11.94106,15.54103,2.697766,13.11285,8.474986,28.07649,8.699173,22.47628,-2.827325,12.80991,1.382865,-1.80803,0.3757352,2.124597,28.82561,1.373882,6.660505,1.636908,13.84031,3.595809,-1.411565,3.982394,1.947687,29.64507,4.48255,1.45956,-0.6915154,0.8449212,5.522904,4.427367,-0.7986006,13.30913,30.84673,2.204907,13.15073,2.771156,-2.161794,1.888404,0.7757007,15.13635,1.672588,-0.009807375,4.182327,5.378131,6.30104,4.546748,3.592416,7.772046,1.789759,4.201729,4.679472,2.908233,0.03458816,5.971721,2.956656,6.766496,64.39043,2.333676,2.24407,5.530895,1.088034,-0.450779,0.223641,3.432368,15.10011,13.92797,6.49122,12.00248,2.979415,-1.735689,1.339641,3.04337,14.3114,2.983192,3.621417,4.807478,29.68946,6.974542,7.450145,7.862421,1.880665,2.109173,1.132625,0.1507539,35.4279,3.038091,39.61329,9.474373,8.173579,6.665978,10.64993
