 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124
40.86728,17.19905,15.08448,-1.059644,7.396809,32.28962,33.58677,3.670274,2.469773,9.071499,23.59998,29.17719,2.028858,28.73555,-0.6502753,9.152493,7.105517,-1.554137,19.26023,2.741167,8.304736,1.545643,-0.9845459,4.811759,4.417947,3.691801,20.17984,3.229864,21.20959,11.61964,7.394504,25.5927,1.405698,11.54131,3.492372,24.5452,17.2685,7.318463,40.54788,1.538447,42.46575,18.83554,10.84821,5.559777,4.181002,9.323925,1.667315,-0.01230323,5.793925,0.698851,15.31999,3.352651,1.14045,0.3845443,12.33866,0.1974522,9.233424,7.997019,-0.720115,13.51786,24.6275,8.828415,4.452095,0.0714319,42.23631,4.510797,0.006529753,6.492156,8.777505,10.22445,8.577853,5.245394,2.238281,1.098242,29.00949,13.77427,1.145096,32.00599,12.87633,9.798514,3.212299,11.02915,4.151524,6.079252,11.66919,0.8798577,0.9975264,5.012145,15.79587,4.090865,45.68316,1.85499,3.201448,7.956632,7.126657,43.22398,1.845871,-3.677274,4.181785,10.70753,2.7109,4.258299,17.77735,10.65209,-1.978758,15.89188,10.15226,-0.7780682,57.68749,-1.601869,17.78282,5.346308,2.295353,3.180548,4.52114,9.918725,12.36133,0.03339722,1.084466,59.63002,4.550493,-0.9135263,1.39016,95.1576,12.35574,27.82792
40.9672,16.6191,15.63327,-3.56837,8.327656,29.04324,33.5139,1.909739,2.851828,6.936351,21.56825,29.49314,4.313162,30.85076,0.6899613,8.738583,4.292988,-2.210793,23.08936,1.203213,7.416668,3.146021,-1.895689,3.109345,3.236681,3.348955,24.34631,1.550308,21.90031,13.00815,6.457525,25.32817,0.2269318,13.81083,3.02962,23.10037,14.78652,8.160907,45.59492,2.818703,40.86112,23.82096,15.72627,5.213279,4.440729,7.520418,-0.2080399,1.23962,6.233287,2.07019,16.80907,2.529692,0.8472654,0.8760998,9.886304,-0.7073345,9.788243,6.917799,-0.9000916,15.29495,22.41392,8.733661,2.179936,1.561378,42.19139,1.82968,1.701118,4.985494,10.96311,8.45686,9.102479,6.896047,0.8877805,-1.499726,27.89558,15.11006,3.269382,31.0791,16.30285,9.842731,1.686204,10.16318,5.441639,6.503868,15.06242,2.160886,-1.305538,1.544546,16.88069,4.431666,44.17969,0.8810773,5.069359,8.402722,6.333597,38.86958,3.221715,-1.872156,4.424065,7.555504,3.370713,2.877112,20.17587,10.90415,0.02535567,16.18599,8.194262,-1.199309,56.59094,-0.2082838,17.13515,7.816839,2.11974,2.834052,5.392805,12.50752,12.69141,-1.424507,1.845873,57.27654,5.722811,0.7818947,1.133926,92.09413,11.95981,28.13748
41.06712,12.71123,13.82267,-1.91006,6.652087,30.70308,33.55967,3.798522,3.297343,7.312176,21.00467,40.39516,8.195291,27.66591,0.7373049,10.3686,4.126535,-1.29467,22.88827,0.7222785,7.52553,0.7677107,-0.9628461,3.105128,3.539886,2.102718,22.3168,2.14583,22.37772,15.7993,6.234111,25.75228,-0.05622579,14.56349,2.950959,21.29762,13.83875,7.295274,44.88493,0.6867555,37.18476,23.51234,20.78178,5.02001,2.885161,4.753834,-1.916308,1.707734,6.318452,1.727871,20.05362,3.177262,0.5113243,1.346328,10.14606,-0.200216,9.111761,6.396759,-0.3778039,13.55133,22.32009,7.526947,3.851592,1.694913,43.75743,1.916365,1.779194,3.566864,10.98439,6.797356,10.17615,6.389492,1.714745,-0.9253889,26.83478,18.10135,3.135116,32.42981,16.87103,11.32199,0.8829489,9.840178,4.619305,7.037024,16.32045,3.063652,-0.4086435,4.023069,12.93788,5.73132,42.12717,0.1646891,4.779108,9.123173,6.418401,40.95219,2.681069,-4.604036,2.636263,8.396485,5.911716,1.40884,18.88653,11.86941,0.1873084,13.95629,9.036712,0.1594038,57.10581,-0.1754305,18.51468,5.998196,3.363156,3.449442,4.866669,11.26578,12.13961,-0.6048616,0.7202727,56.4496,5.671979,0.7366535,0.8900914,95.08427,11.553,27.35494
41.16704,12.53468,14.73818,-1.39297,7.73945,29.52909,33.64592,2.713047,3.948076,6.776802,20.5724,51.87902,12.1091,26.1295,1.758945,9.364779,2.838753,-1.951875,24.79354,1.203902,6.273595,4.551588,-1.535898,4.795742,2.00545,1.376937,22.34993,2.585094,21.31363,13.12859,6.045276,23.37053,2.381941,11.86885,0.5797441,19.11952,15.71895,8.213622,46.90338,1.040877,33.30811,21.7113,22.59198,4.007297,1.33119,5.381568,-1.508128,2.696287,7.324474,0.2928393,23.4866,1.260883,0.3685913,0.8542396,11.81221,0.5031301,9.440398,4.399109,-0.6009373,14.2194,25.84509,8.00187,3.998654,2.147729,43.62031,1.650196,0.5431322,4.676548,9.332861,7.124723,8.903334,8.008895,2.507442,-0.123033,25.82455,19.55078,2.648997,34.00733,19.83649,11.34154,-0.2012132,11.62928,5.311141,7.705835,14.19987,1.800383,0.8746786,3.231349,15.71051,6.407319,45.8161,2.795463,1.042902,7.606485,6.701241,38.54931,0.2940855,-5.63278,3.155862,7.982563,6.81273,3.403623,18.79358,11.79866,-1.095755,14.71031,7.899641,-0.1596941,53.09562,-2.127178,17.97736,6.782901,1.851058,5.187673,4.530464,11.08511,13.73124,0.7564526,2.050834,58.04737,5.480893,0.03652051,1.550033,93.02394,13.72487,26.60703
41.26696,10.6289,11.24277,-1.314563,5.681245,30.21812,30.37562,2.812366,4.321959,4.125521,18.04242,57.76064,13.65953,23.97142,0.2286874,10.61414,3.978552,0.9595176,22.11456,1.118375,7.542763,6.169493,-2.4542,3.660619,2.673854,3.205883,24.56946,2.096911,23.58553,11.53547,6.190521,23.64063,1.227967,11.3896,0.862671,18.34532,15.31137,8.961821,49.09064,-0.1594885,31.52069,19.83245,25.2348,3.12708,-0.2974047,8.317486,-0.2804663,2.307083,6.813426,0.6424831,24.90821,1.158945,-0.2376698,0.9717848,11.85362,-0.4124765,10.38715,4.19138,-1.45664,14.13731,23.59617,7.67082,2.496856,2.736726,44.09278,-0.02612547,1.804629,3.837817,10.56207,5.229012,10.82962,7.341144,4.853661,-0.9323862,24.86249,23.23809,4.757926,34.13792,17.0341,12.28049,1.074338,10.30219,5.460399,7.489145,13.62763,1.477268,0.3173644,1.02938,13.95041,7.351987,43.756,0.945388,1.270368,9.755749,7.555992,37.91849,0.4618433,-2.497729,2.076724,9.58544,7.663433,2.244601,18.04942,12.47278,1.788175,13.54864,9.593692,-0.3000452,52.78628,-1.0108,22.06367,4.503738,1.086478,3.972751,8.299034,10.57253,14.10959,0.4271499,2.948833,56.35928,6.719854,1.517969,1.286532,98.0654,13.89069,25.89222
41.36688,11.48484,11.58273,-0.879517,5.893175,27.08063,32.20599,1.43257,3.598873,7.460914,19.5159,68.64516,17.47453,22.88169,3.60284,8.32544,2.688443,-1.585202,24.90332,1.74604,5.429684,4.72815,-0.6391903,4.050098,4.863468,1.094692,24.30959,2.908951,21.59841,10.17644,4.518988,24.29331,2.11364,9.157487,3.856122,17.32467,14.46736,8.157331,47.99707,2.822244,34.28816,20.22867,26.53726,3.55603,-0.7648129,10.36435,-0.8645734,4.965504,5.647267,0.9981796,25.48031,3.994248,-1.467375,0.9050132,10.69341,-1.243935,11.2846,4.036188,-0.3101268,11.74158,22.50918,6.554431,4.732699,2.860003,46.71811,0.07874722,-0.05572642,4.365273,9.113218,7.840257,9.262519,6.291251,2.422333,1.831139,27.99349,23.90894,2.933527,29.88255,16.5605,10.44467,3.11152,10.79118,4.89116,6.236457,14.74806,1.345977,-0.4011705,1.899574,13.53583,5.426084,42.84477,1.020694,1.269201,8.961551,5.833025,38.15828,1.66236,-4.256519,3.495622,5.016246,5.446126,2.125134,19.01113,10.06558,3.210177,16.02204,8.220404,-0.453621,51.785,0.8986841,19.41739,7.341996,2.982962,5.402819,6.256021,14.83727,14.31707,0.6327726,1.251393,58.11507,5.810418,1.816521,1.28177,103.572,13.39512,25.20904
41.4668,9.237559,10.87223,0.6785784,3.46101,27.39715,31.04929,-0.4936111,2.320619,6.115646,17.88427,74.61787,15.21463,22.07335,1.435995,5.948114,2.891813,-1.869332,22.54763,2.182341,5.009327,5.957512,-1.329967,3.707872,4.637164,4.0633,26.45074,2.709834,19.7483,8.766146,4.37642,22.93033,1.983794,9.264971,1.255788,16.10051,12.85398,9.080724,46.88013,2.152225,33.71379,19.14898,21.98469,5.64758,1.143559,9.888014,-0.6573082,0.9796582,6.342573,2.016504,25.72283,0.6358499,-1.123152,2.607291,9.689537,-1.203356,12.23155,4.103374,-0.2164567,12.53576,25.0475,6.592656,4.167107,1.500721,43.16548,2.116409,1.369967,4.964053,8.946378,6.529526,8.609594,6.1408,2.940139,0.6345979,26.92801,23.6827,2.705109,28.51217,19.67893,9.766265,3.52233,9.531807,6.570336,6.745457,13.90823,-0.04184417,1.959777,2.520665,14.78552,6.025694,41.49994,0.04866527,1.781765,8.313895,6.372103,40.48702,-0.6572564,-4.333417,1.774086,5.239896,6.676403,1.449405,18.37963,11.54454,2.288331,17.10165,5.78612,0.2640918,51.6374,0.08520032,18.65111,8.004756,2.899115,5.428514,9.293582,12.39143,14.02255,1.090223,3.310432,58.26316,3.661277,1.123454,1.031305,113.0341,12.92415,24.55608
41.56672,7.523971,6.809492,-2.296803,4.225734,26.8924,28.7049,0.7887952,1.980383,6.62145,18.72834,79.73869,15.08634,22.26209,1.575461,7.874588,2.942067,-2.102264,23.17008,1.359151,8.837068,6.294765,-4.602248,3.541966,5.185756,4.100472,23.86807,1.491485,21.63154,10.58495,5.566199,22.08534,2.509013,8.830319,0.411579,15.20836,13.24864,7.874567,45.26941,2.143437,32.19246,16.49617,21.5609,6.011415,1.070281,10.60879,-0.03746437,2.128925,4.708068,0.2959302,26.16282,1.520563,-1.512805,3.543979,8.126766,-1.692391,10.04108,1.822935,-0.9713404,13.10314,25.00729,4.80098,4.717836,4.795581,39.37873,2.330728,2.546065,1.246917,11.6621,6.627934,11.03265,6.41144,2.961699,0.1222666,29.39991,28.95845,2.690794,29.49581,20.12088,10.63687,3.930933,11.62225,6.207995,9.209103,12.00363,-0.5374648,2.438196,1.759147,16.47931,6.384688,40.70394,-1.089401,2.226238,8.844789,7.202621,37.48804,-0.04373432,-4.545799,3.240412,6.158398,5.259745,1.51221,16.88682,7.964265,2.681695,16.47861,6.528172,0.7283994,51.60505,-0.8790963,18.15366,7.448292,0.7724743,4.890487,8.80977,11.20594,13.44937,-1.766655,5.032962,60.43552,1.500318,4.027852,0.7929104,115.7974,12.47656,25.45752
41.66664,9.146749,4.920144,-0.681165,3.675736,28.31675,28.0049,-0.08688562,4.550946,5.70775,16.85158,89.38823,14.56691,21.89089,2.699936,6.893466,3.411746,-2.72779,23.11489,-0.5742971,10.7237,4.306393,-2.38427,4.187192,5.979714,0.6487648,22.82171,1.604376,21.64758,10.30494,4.831961,24.64221,-0.479042,6.946926,-0.264539,17.8982,12.58431,8.558213,43.52608,3.207726,31.47841,16.88132,20.80957,6.013027,1.362575,8.445907,-1.113951,2.50063,5.434612,0.6563451,26.57941,2.055082,-0.1250423,5.367861,7.262708,0.1487663,9.306853,4.021097,-0.7835094,11.04435,22.71495,3.194803,6.639826,2.207241,40.7955,2.426145,0.009413391,1.966364,8.737424,4.280885,7.587403,7.752381,2.446669,1.653231,28.26739,28.12896,1.757125,28.92807,18.02628,9.740703,5.424038,9.322721,7.043742,6.938868,12.97306,-1.645074,2.127793,2.806937,16.77462,8.773855,40.08062,-2.133997,2.765762,8.291388,6.697424,37.75943,1.484097,-4.665853,3.540143,6.448151,3.908924,0.0496972,17.60124,9.189615,1.066173,16.41199,6.599734,1.577075,53.30154,0.1457783,17.16873,7.406827,1.75073,4.712137,8.086533,10.06231,11.24158,0.05331608,6.508221,60.38226,1.271277,6.434346,0.5660003,123.0309,12.05117,24.79622
41.76656,7.284735,6.630195,-1.34905,1.209543,28.13623,24.69174,-0.06914597,3.6322,5.968231,15.35017,95.51072,14.8707,21.72246,0.8879746,7.987473,2.994819,-1.220881,21.09683,-0.00325271,10.56067,4.117047,0.2143117,3.584585,9.839833,1.762184,22.43725,1.295187,20.03932,6.791899,6.371484,23.13271,1.2607,3.440683,0.2738996,18.0599,13.69487,4.898838,43.28791,0.06816545,28.55341,14.96357,17.51489,3.840349,1.350262,12.63028,0.5256988,3.911113,5.519124,-0.7603464,27.67799,4.28298,-1.732093,5.219405,8.333414,0.504178,11.67037,1.401597,-1.705247,14.04399,23.64952,5.771317,5.700349,2.610635,39.40266,3.816353,1.452492,1.528333,9.882741,5.926202,7.122286,6.77676,3.12307,2.179134,27.18886,28.13812,1.201521,27.55761,17.08187,9.916801,4.493748,10.38393,7.729418,6.039623,9.898319,-0.3922916,2.572104,1.358086,16.61225,6.439994,40.47407,-0.7208283,1.170986,8.018994,5.377927,40.63118,1.650993,-4.242699,3.662817,5.086945,5.565427,3.094535,16.53453,8.606147,1.398145,15.07164,5.794154,-0.9176186,59.48956,-0.2256157,18.31772,8.485056,-0.4018121,4.733232,8.236115,10.95689,11.97699,0.2311065,7.518808,60.46095,1.587681,7.688204,1.59352,134.0969,11.81925,24.87129
41.86648,7.407214,3.601586,-2.057249,-0.364304,25.22217,22.00946,-0.1699422,3.404675,3.782347,12.85512,99.4606,11.8363,22.97999,0.8765907,7.388306,-0.2718807,-1.341404,22.12533,-0.9041823,11.48707,4.043511,-1.627941,6.528529,13.36194,0.2191146,25.45138,-0.08121274,20.2586,7.742152,6.851275,23.32028,2.105142,8.001354,-0.7183313,16.61519,14.45733,9.639871,42.17848,0.7297173,27.88803,14.23867,18.35102,4.881841,0.5371441,11.8943,3.110987,1.584699,6.009271,0.4634721,27.30648,4.09668,0.2448361,7.064917,5.607817,-0.3596406,13.77399,2.045376,-0.410558,13.09702,27.12192,5.709784,5.86409,3.939547,35.96167,5.237487,1.960695,1.20413,10.02239,5.788253,9.242056,8.702509,1.128223,1.444404,26.16175,27.75599,1.913132,27.15093,16.57768,11.87114,6.637403,7.81915,5.697256,4.807292,11.45223,-2.338363,-0.3264459,2.083112,14.08671,7.601944,38.80971,-0.5155353,3.56724,6.352938,5.254402,40.08221,7.545465,-3.556657,3.478964,5.215004,3.44742,4.414718,14.10645,11.33737,1.623032,11.53883,4.504403,-1.134872,64.31391,-2.352069,16.71174,8.651879,-0.1281556,2.350751,7.963356,13.35767,15.38589,-0.7067698,3.95976,58.07079,1.26995,7.651322,3.438301,143.7345,11.42553,24.2369
41.9664,7.586579,3.710875,0.1766987,0.4759152,24.94542,22.88076,2.204481,4.333387,3.802202,12.72636,104.9513,12.49158,21.51782,3.361511,6.7547,-0.931219,-1.067452,23.30572,-1.493631,12.13567,4.990642,-1.335199,5.721055,13.78953,1.441492,22.80328,1.407533,21.23142,9.141019,6.451197,22.9822,2.799696,4.492351,-0.987103,15.1393,15.54024,7.252656,39.3744,3.294886,28.22113,14.01562,17.32552,4.908015,2.824217,14.07658,1.868818,-0.8146939,9.363878,0.8341907,25.86343,3.963992,0.760989,5.874125,7.670292,-0.990392,14.04026,3.060564,-0.6047521,14.44848,29.82233,5.314152,5.583861,4.952103,34.81565,3.978669,1.289169,1.416083,10.46135,4.599075,9.282048,8.135948,2.611216,0.3043381,25.18361,32.04291,1.067656,27.58982,16.94293,10.92745,6.736135,7.144222,6.70722,5.083095,11.65576,-2.931577,0.9908586,1.593131,14.98812,6.203933,37.79078,-1.190458,3.429327,9.008297,6.583281,36.92763,15.88151,-0.5290435,4.316396,8.41037,2.161933,0.441431,15.5961,13.06467,3.757114,10.58295,4.106308,-0.475853,68.73367,0.1012413,17.72411,9.103655,-0.6648442,5.071853,9.013025,10.82566,14.73689,-1.341432,3.327599,58.94014,0.7756689,9.404961,8.241036,148.491,11.05138,25.74578
42.06632,4.588376,3.319009,0.04860242,0.1552095,25.94525,22.67124,2.291528,5.975989,3.415308,12.03843,107.3855,11.30021,20.56731,2.789134,7.743125,-0.02743736,-1.899117,22.70534,-2.292866,12.95612,5.579855,-0.9241053,3.867488,16.67734,0.9666538,23.83263,0.6526712,21.12618,6.422083,6.692794,24.21425,2.395586,3.981843,0.2791327,14.83877,14.22149,9.425293,39.12836,2.150843,26.11088,12.72974,15.78886,5.104496,2.211353,18.87586,2.969339,0.03085483,11.74784,0.6758074,28.7697,3.424149,0.9825671,5.92697,9.402141,-0.1583859,13.38174,2.856095,-0.5859666,17.482,32.71777,3.747188,3.779433,3.915394,32.14152,3.579118,2.330381,0.3962325,8.547997,2.449973,12.15486,10.07735,1.728971,1.824392,24.25211,30.97087,1.784706,28.40351,16.28065,12.92859,8.157002,9.641226,4.799872,4.904468,10.43242,-1.902615,-1.712389,1.870806,13.15516,7.917303,36.6377,0.3245783,0.9619877,7.828022,4.603621,35.87136,22.54971,-1.171111,2.299995,5.902413,3.278729,1.474509,14.33528,13.61554,4.297448,9.241499,4.460771,-1.120338,69.62009,0.3952292,18.08208,7.106646,-0.5454248,4.048523,7.08516,10.83096,13.67418,-1.281768,4.875704,57.05925,2.16081,7.92416,7.669728,150.6088,11.61394,25.07605
42.16624,6.22708,4.230669,-1.685215,2.297353,22.68891,23.24429,4.853887,3.907302,5.107109,16.7834,110.9788,12.12166,20.31752,0.6295174,8.970425,-1.212336,-2.181749,22.22469,0.2194168,14.71992,4.361505,-3.090843,5.643306,17.36015,1.52088,18.02174,-0.2363077,21.93265,5.985306,5.061127,22.23054,2.729659,3.720124,0.3960173,15.27701,14.51283,7.415455,37.54378,1.593431,25.05615,11.49163,16.69956,4.17775,3.325032,24.29823,4.339657,0.4291469,9.30318,0.08762867,25.98285,2.804843,1.40187,4.716109,12.37157,-2.2596,14.18551,3.608515,0.8875463,16.70023,36.35905,4.922366,6.285465,4.271928,31.95077,5.915055,3.253048,1.832747,9.44198,3.109131,13.36956,11.63603,1.931106,2.566817,23.36502,33.14147,-0.0140736,28.37362,16.28341,14.91419,6.737196,6.60533,5.598588,5.09391,13.722,-2.481783,-1.376248,4.269941,11.36814,7.244564,35.85255,1.482309,1.203337,7.499989,7.820406,34.91043,25.18149,-0.9743606,2.99259,4.909748,3.938973,2.399032,13.53595,15.97725,3.562592,9.272367,4.318902,0.2890503,75.10117,-0.3280687,18.27689,7.068748,-1.717788,2.734738,7.856951,11.55926,13.10896,-1.502297,6.378577,56.0946,2.076231,8.351525,8.835041,150.2636,11.22551,25.77089
42.26616,8.737343,6.255286,-0.7261986,0.7412977,28.04183,24.3164,2.551612,5.439777,4.87359,14.05704,108.2888,9.82733,18.59931,3.245313,10.48567,-0.3247919,-1.111303,22.50945,-1.063285,13.49189,4.549685,-2.723118,7.853337,14.86125,-1.08043,17.56142,1.111407,20.95589,6.745424,8.3899,21.07712,1.939046,3.768064,0.8684435,17.97738,15.54107,6.319845,38.40319,0.760662,26.26458,9.01266,16.68239,4.368046,3.075349,24.48362,5.200492,-1.586584,11.37488,-1.606825,28.2015,4.30171,1.444684,8.006928,11.52903,-0.02403461,14.73599,2.412559,0.3790801,17.10223,48.67853,3.983256,4.326514,4.234059,33.29733,2.926082,1.319995,0.3056313,6.612969,2.811532,11.15501,10.8317,1.88635,1.320991,25.46443,30.20274,2.840204,27.35115,16.28023,12.10241,6.284863,6.048771,5.759783,4.477476,11.40289,-0.3415308,1.566895,4.32948,14.2075,8.662145,35.77523,0.7010069,1.141306,5.976895,4.897831,35.74819,29.06826,-0.5360645,1.78069,5.264071,4.441831,2.088102,11.95551,15.05922,1.402923,9.966056,4.51757,0.6744378,75.80195,-0.09003742,19.72889,5.979892,-0.9066988,5.929821,8.543623,8.904024,12.07449,-0.2057205,4.202904,59.24835,1.459353,7.329572,8.234373,149.7268,10.85665,26.24139
42.36608,7.881673,3.563708,-2.462078,-0.7306768,28.52571,23.7153,2.880533,5.038459,4.152296,14.16844,106.1495,7.980558,18.71139,1.901752,8.696424,-1.807706,-1.378337,22.2608,-2.372913,15.69507,5.809435,-3.171007,8.926771,14.32932,2.682146,17.6581,1.00609,21.64519,4.53773,8.986416,21.95977,2.064055,3.333131,-0.841791,19.33478,13.35624,7.242184,36.42216,1.419835,26.59014,8.848503,17.92434,3.384741,0.4107407,25.75154,4.644812,-0.3577425,7.846931,0.842056,25.31724,5.541083,-1.132699,7.157929,11.68923,-2.055229,15.38042,1.900484,0.1128111,17.25987,56.92574,2.967342,3.341416,3.588263,39.69695,3.038502,3.678822,0.4998873,7.229945,-0.0385097,11.4601,13.092,-0.2928019,2.168791,26.07167,31.70979,2.12868,27.34757,15.06515,12.18798,5.859457,5.993078,5.689262,3.159335,11.92363,-1.786493,-0.6756296,4.722083,12.9211,8.985563,40.16519,-0.5235552,1.742423,5.908175,4.987272,35.64415,26.53313,-1.427736,0.5323033,3.589206,1.897014,0.4157903,11.13806,16.28402,1.927548,8.892587,7.775791,0.623984,81.65272,0.159877,18.5858,7.064014,0.636927,5.176363,8.054256,9.583673,13.75705,0.1643509,2.881221,56.91172,2.991431,8.780654,7.662004,150.5293,10.50636,25.54155
42.466,9.686918,5.772392,-1.226731,-0.626351,29.66493,27.06456,2.74867,7.143203,4.843773,15.37189,104.8647,9.551042,16.85826,1.912018,11.04847,-0.004552621,-2.044581,23.99642,-0.697427,15.61655,4.345049,-1.636618,11.01783,15.90826,1.024295,15.82603,-1.10259,22.63295,5.095956,8.443101,21.3424,2.123642,4.621005,0.8941621,19.39492,14.94517,5.583131,33.76167,2.739248,26.76772,11.26147,17.2842,5.804985,2.422852,22.6761,5.425789,-0.1578315,7.882156,1.022597,24.85955,4.371239,1.531724,5.140056,11.89539,-0.3668718,15.88818,3.535982,1.013879,16.64551,62.64198,4.485506,4.14919,4.014529,40.89672,3.770535,1.28092,0.5854269,8.105795,-0.9453272,12.05707,17.17974,0.02376964,0.7535725,25.31403,31.20189,2.470475,28.84045,15.78445,13.51084,6.938682,7.490381,3.318425,3.28056,11.53945,-1.842705,-1.252982,5.33578,11.85082,8.953223,46.37218,-1.201972,1.603785,5.438024,2.869745,33.74526,25.81849,-0.450866,1.510629,3.780648,3.263831,0.2141168,10.0186,15.57231,3.079651,8.813619,11.50799,0.2542313,81.13702,0.4643272,20.56314,7.308381,0.1213967,2.955201,5.917538,8.429241,13.68762,-2.878264,2.678771,58.03094,2.302046,8.009274,7.116595,144.6043,10.17372,24.87273
42.56592,11.80574,7.649853,-1.586719,1.602405,30.3864,28.4124,2.601456,5.657436,4.333837,16.61507,106.4587,8.080041,16.24351,1.443215,9.403812,-3.555506,0.04893476,22.059,-1.531602,12.57078,4.977088,-2.663774,11.05686,18.34797,1.860201,16.65671,-1.721286,21.55786,6.44666,7.628592,21.55503,1.23035,4.068179,0.9272001,22.80483,18.07796,7.246163,36.00067,-0.7980335,28.56996,8.805444,17.85407,3.50488,1.096592,23.7217,3.56661,-0.5494305,8.533435,-0.9035301,26.50715,6.249391,0.9545953,4.723344,8.296456,-0.8202895,16.81728,4.164243,-0.9478245,16.2332,68.65807,1.779626,3.905735,1.29789,43.56862,2.732657,2.59444,0.09184673,5.483842,1.112069,9.415246,15.04345,-0.4423835,1.263167,24.37631,28.06536,1.431265,28.28275,13.6006,14.66311,6.522247,6.755177,3.42328,3.087705,10.15879,-0.9878377,-0.3246304,4.181125,10.73874,8.992449,51.79907,-0.471687,1.976714,4.118308,3.584669,35.72601,25.44275,-2.075508,1.311281,2.827286,2.71666,1.328823,9.262163,14.89778,2.848414,7.082474,13.84447,-0.3151943,82.39409,3.731313,20.58496,8.111736,2.307335,4.130192,4.295085,9.75311,16.13865,0.7136332,-0.1688266,57.65688,2.749957,5.539906,6.596873,141.3599,9.857815,25.10198
42.66584,10.75651,5.333503,-0.9140435,1.033919,29.32046,25.01988,1.785969,4.389038,1.807303,12.58992,111.2977,8.823968,15.94658,-0.3504715,9.343454,-1.013231,0.682773,23.20183,-1.188839,12.57388,3.37736,-4.999095,11.18454,20.19539,-0.6656108,14.88793,1.408768,21.15117,6.252328,6.459044,22.09738,0.3920344,3.573622,-1.389826,21.46761,22.2973,6.363818,35.45512,0.04176552,25.53807,8.492933,14.98451,1.727247,1.006147,22.92255,6.767805,-2.031091,7.855628,0.5624245,27.89925,6.194141,0.01968245,6.009545,10.59113,0.2939763,15.90793,2.925307,-0.3497544,17.51606,75.66502,4.444546,3.333151,2.453564,43.87189,2.819267,3.541206,0.3694849,7.540811,-0.0206285,11.3616,14.66529,-1.830938,0.5145176,23.4833,31.19504,2.774233,26.55533,15.08547,14.66448,5.577578,5.663126,1.930966,1.960399,11.87959,0.7119843,-0.178176,8.08677,12.33347,8.654364,56.94304,-1.916847,0.8488678,2.677004,1.837824,36.0103,23.76235,-0.938182,0.8984417,2.079679,1.012242,0.7333646,7.639193,14.03386,3.30897,6.955428,20.74184,1.386717,83.5299,2.462978,20.93351,7.409863,2.030702,2.918527,5.292273,10.25202,14.12255,-0.0848645,0.3295075,55.39051,7.742592,7.424422,6.101624,138.2685,9.927114,25.31732
42.76576,10.78736,4.762038,-0.5580222,1.461281,28.1278,27.54734,2.968843,6.238581,3.313993,13.25902,109.252,6.058678,19.09254,3.767074,9.871888,-0.4362169,-1.147326,23.79146,-1.738263,14.88523,2.00867,-3.494382,12.61866,18.18188,0.9496759,11.91039,2.451304,19.80182,1.749485,5.775236,22.66964,-0.4882883,2.617898,0.872363,22.90037,22.7822,6.70933,34.18647,0.8140545,26.1376,8.054461,16.18515,3.930847,1.336146,23.83038,5.808436,-1.01099,7.379248,0.3239771,29.24538,7.024116,-0.6497656,6.71516,9.162329,-1.070127,17.06809,4.316195,-0.7034529,17.02318,79.3223,1.988301,2.566461,2.914281,42.10826,3.099349,0.6679003,2.152824,5.264971,2.301433,11.85505,12.21708,-1.373904,0.7462724,22.82487,32.7366,4.077431,27.01048,12.12325,12.92437,4.692089,5.182733,5.12662,0.9768629,12.18471,-2.098736,-1.882638,11.49825,9.840219,10.14708,58.59534,-0.362847,1.780538,0.2841342,4.51948,36.21513,19.94789,-0.0303708,-0.3005219,4.353788,3.389879,-0.7053966,5.88714,14.68409,2.03974,4.854353,20.93153,1.341884,82.5771,1.838131,20.13682,7.82249,2.230021,3.622647,4.594001,9.504748,11.45178,-0.8957607,-1.464582,56.59517,12.59334,6.113334,5.629694,137.555,10.32354,24.65654
