 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122
1.9984,8.765258,27.40725,-0.09640262,5.264288,2.405695,-1.127547,10.02366,1.639974,21.82657,2.965281,-0.6026939,28.38242,29.23727,-0.6051158,3.840909,-0.9710114,1.020803,22.45152,16.1621,-1.504806,2.264179,0.3144173,-0.9587787,3.664326,3.42544,12.39614,9.482382,16.44429,-1.299368,2.503374,5.636546,-0.1794861,0.7817062,21.12247,-1.634971,4.591567,1.246497,1.521959,1.88911,59.7649,-2.109723,1.365937,14.59959,0.4376763,11.10581,3.169954,4.231501,-1.498386,0.06260597,4.276183,4.390322,1.64294,7.558084,3.311896,0.3129831,2.524558,-3.349147,3.142141,21.04091,-0.2712993,4.938049,6.254982,4.444395,5.288292,4.374947,8.349675,2.538883,1.751891,20.44312,7.140803,-0.2810789,10.70094,7.394882,1.952275,0.6274981,5.059895,19.20118,1.515766,5.49804,5.348043,-0.218055,24.13634,-1.475576,0.122167,6.29504,2.70847,3.57211,3.951899,4.147772,3.464267,37.69846,4.414264,4.52529,-1.03815,37.96659,-0.2285312,-1.54185,4.067882,2.004071,9.942844,0.4021728,3.372857,11.57683,12.27386,3.915654,5.982682,5.46408,25.06731,29.55283,5.345963,3.686122,9.676952,13.79933,30.71037,-0.2104478,11.89896,2.026276,7.685429,10.36256,0.2716504,7.739944,-2.462058,9.803639
2.09832,7.237839,25.59579,1.715822,4.635295,2.458071,-2.49864,9.448008,2.644397,23.70769,7.074657,0.3418284,26.88554,29.45284,1.46827,3.451032,0.1989575,1.920925,20.83976,18.03055,-1.035689,-0.4765043,-0.7997884,1.835992,2.643862,2.730608,13.20379,7.465355,14.425,-1.122246,0.4566476,3.601191,0.8681199,0.757199,21.20247,-0.4488249,3.90232,0.6375551,1.593933,1.761821,54.8103,-0.6117588,2.776726,11.91358,-1.15225,11.1259,3.436199,5.202863,0.2355933,1.327315,0.305355,3.297346,3.11785,9.25577,3.078035,-1.722421,2.925667,-2.249506,2.925334,19.60221,-0.1793716,5.149168,5.655851,5.487005,7.028535,5.402239,9.512077,4.082121,2.243487,19.61444,6.61573,-0.7743928,10.95841,6.62774,1.106471,0.02090364,3.923325,18.8137,3.87546,5.367724,5.749607,-0.9448318,23.33357,-0.3232516,-2.649754,6.354949,4.493821,2.178987,2.117852,1.569426,4.150708,39.37691,5.5296,3.973584,-4.105297,39.89407,-0.02597355,-1.418962,1.829146,2.845754,11.81319,0.1037033,4.554047,11.65409,12.13528,2.176643,5.405375,3.817305,25.4024,31.30034,2.914201,2.166648,9.245841,16.36281,29.41804,0.1638791,9.644644,2.771217,6.368707,10.3559,-0.1703295,7.267466,-2.495232,9.556327
2.19824,11.46011,22.4574,1.952688,3.781523,3.198244,-2.80202,9.813492,0.8844931,24.58299,7.820759,1.013429,25.67052,31.31369,2.242707,3.896801,0.9230589,0.6635345,18.73231,12.43275,-1.407603,-1.19698,1.698247,1.4627,4.161226,4.158111,10.8248,11.46384,13.81096,-0.2586783,0.08058405,4.501314,0.5336055,0.76835,21.18014,-0.2495103,7.925235,0.0790375,0.7906451,1.788954,51.29842,0.2541562,1.341796,13.47753,-1.218052,11.71559,2.787083,4.756466,-0.1272072,-0.1220097,1.345763,1.982969,-0.6986124,10.96392,2.228192,-0.2933319,2.074238,0.2083802,4.584792,20.3379,1.064588,2.650692,8.110884,7.533166,6.076192,3.645693,6.84024,5.235838,1.914875,19.86474,4.478103,1.927427,9.994947,8.145098,2.494518,0.5728407,4.48602,18.59067,3.297078,5.347345,6.951741,-1.377865,21.87596,0.1942755,-1.424419,7.927282,4.610915,1.789075,0.9270985,2.492304,3.690502,40.47927,4.531744,3.143742,-2.05481,39.76589,0.1491226,-0.220325,2.668837,1.877847,10.40654,2.007432,8.837475,9.82127,11.89369,1.886888,4.249595,4.69188,25.46479,31.00736,3.072558,4.648921,8.836167,16.051,27.98691,-0.119972,11.8429,2.21835,3.942579,7.34611,0.85144,8.409542,-2.526727,9.320307
2.29816,10.09135,23.5898,2.51265,5.395024,2.4211,0.3778139,9.097062,3.047113,23.31417,9.11405,-0.09966883,25.23707,31.45285,0.9048343,4.356756,-0.7707018,-0.900257,19.92241,12.65159,-0.1072339,0.6954993,1.858865,1.428563,0.6647517,2.545721,14.47143,9.792013,16.11045,1.293284,0.01870259,4.008726,-0.7903041,0.9463277,22.61847,-1.066859,4.757576,-0.2502813,2.095351,1.67075,51.27988,-1.304852,2.738546,15.07383,-1.555081,9.779723,5.196718,4.8283,-0.1919917,0.3501928,2.45499,4.723631,0.215737,11.2376,1.873329,2.471889,3.455711,-1.087425,3.682977,19.39895,2.194191,3.672951,7.545369,5.386461,6.137331,4.411244,8.347883,1.874818,4.666862,19.05806,5.432145,-1.735449,9.183593,10.02563,1.808826,0.5908756,4.061159,21.63081,3.792964,5.546382,6.194778,-0.5077884,22.89217,0.7745693,-1.801462,7.391357,5.251826,2.881473,2.221587,2.75393,3.540679,40.23034,4.348181,4.250392,-1.9942,41.41882,0.2214505,-0.5541949,0.3726464,3.603157,12.96996,-0.002241836,5.679027,10.41411,10.37837,2.173042,4.146559,5.789123,27.79668,29.55925,3.757382,2.941386,8.72124,17.90315,26.69262,1.144014,12.37773,2.005617,3.665607,6.217203,-1.551164,7.90632,-2.556627,9.095065
2.39808,9.124172,21.11382,1.65505,5.045625,0.07141982,-1.216247,8.16289,0.9271028,24.84593,9.377709,-0.2434538,24.0655,33.79724,1.780651,1.836257,-1.091121,0.994348,22.73478,10.42015,0.4027224,0.9129581,0.8847629,0.8439991,4.764422,2.888124,12.90531,9.640856,13.53242,1.915428,-1.664583,4.086649,-2.942594,-2.078066,20.89457,-1.447679,5.435068,1.850967,1.982077,0.4043093,48.00211,-0.4797284,0.7290454,14.21292,-2.243771,10.65529,4.02511,5.456818,-0.7982122,0.7012375,2.720215,5.336691,0.8813759,9.697629,1.457484,-0.5208892,3.703612,-1.263313,2.877411,17.74813,-0.1209938,1.741305,8.842344,6.368764,6.979257,4.330515,7.227175,2.898393,3.888592,19.86053,6.371665,0.5946964,8.674439,8.507355,1.68163,1.3738,4.699875,21.45832,3.794407,3.502331,5.485163,-0.7454106,22.95669,-1.138788,-0.03024981,7.883339,4.729383,0.3470402,2.150011,1.823665,2.178517,38.57266,5.422464,5.883353,-2.27165,40.76647,-0.1269964,-0.6560802,2.957717,3.049154,13.3432,1.081345,5.878016,10.97023,10.95096,2.220227,4.66804,3.200767,26.49153,27.44557,3.30856,4.309219,6.416208,16.31278,25.3278,0.3397715,11.21237,3.425536,7.375432,7.440624,-0.7572601,7.604917,-2.585014,8.880102
2.498,11.9761,21.96594,-1.189892,5.588193,0.142716,-1.647266,7.529202,3.033052,23.63365,10.01866,0.328542,20.59906,35.28,2.846166,1.857057,-0.3491638,0.2352852,22.74107,12.19046,-1.167396,0.7306592,-0.9171436,-1.193916,3.905681,4.904314,12.88385,10.20871,14.64793,-0.06510881,-1.639427,1.245757,-0.07511493,-0.9495446,21.73097,-0.1074025,4.71537,1.339337,0.6186973,1.370588,45.47516,0.5659977,2.293308,16.01791,-1.660724,12.53055,3.173991,4.577817,-1.176475,-1.494438,2.29855,3.596527,-0.1391991,9.832952,1.415925,0.2604427,3.244106,-1.416462,2.804885,16.6877,0.9964418,3.692038,6.533919,8.22085,5.572222,2.854693,7.768177,3.761474,5.970511,21.0953,5.719886,2.244963,9.168752,10.04396,2.851051,1.447671,9.346996,23.13125,2.643293,3.591113,5.316362,-0.092031,23.20771,-0.8245379,-0.9423692,5.251313,4.835592,-0.9352748,3.00459,1.074229,3.504092,36.59852,4.66597,6.066388,-1.530594,43.00612,0.5447935,-1.812025,3.277385,2.446168,11.81349,0.9531341,6.720884,10.56687,10.65282,2.039838,2.096681,3.954047,27.48479,25.30272,4.001783,3.772312,9.04817,17.28876,23.48671,0.8098758,11.07342,3.005783,8.82812,6.738899,-1.110268,7.138834,-2.611963,8.674951
2.59792,10.16184,21.26036,1.060089,5.606576,1.35602,0.1470636,3.267649,2.204616,23.88699,7.388709,0.5142477,19.514,41.26395,0.7972765,0.8102693,-0.2371955,-0.4811498,23.11019,9.933841,-2.111573,0.02051286,-3.623242,1.435673,3.24471,3.189171,11.92428,10.59171,17.24933,-0.2546839,-0.960023,3.129033,-0.6372545,-0.7755001,23.11985,1.654651,4.347167,0.4685791,0.9016972,-0.161091,43.34076,-1.164574,1.772987,17.32055,-2.188478,12.94965,1.938647,5.014114,0.8262089,-0.8491735,2.116044,4.965122,0.09693468,9.519639,1.920472,-0.9066055,3.755852,-0.9986444,3.197407,18.37666,0.7225826,3.084884,8.095186,7.133582,4.977001,3.534514,7.91763,2.781686,8.909452,17.27772,7.340892,0.467661,7.64375,10.47381,3.263734,-0.5522063,12.15129,23.24203,5.035685,4.574227,6.994891,-1.180562,23.03606,0.3715145,-1.752649,8.310525,5.349912,0.5396015,2.431117,2.960941,2.865159,37.86849,7.100845,3.821893,-1.144275,45.74111,-0.3540978,0.4865753,3.546042,1.941808,12.21474,2.428185,7.48234,10.13029,9.084431,0.6988266,1.583089,4.483474,26.53936,25.14992,4.931523,2.874346,7.786377,15.99887,24.39411,-1.130775,10.1958,1.646824,5.559066,3.680104,-0.7837828,6.694254,-2.637549,8.479158
2.69784,7.482767,20.90266,0.470676,3.796908,0.3191904,-0.4625258,4.216483,2.004333,26.56692,8.125386,-2.160913,20.80568,44.95451,0.7767724,3.151048,-1.039045,0.7270716,21.66411,11.0118,0.3390702,2.830893,-2.816081,1.045444,4.050754,4.27478,12.84527,11.01916,15.93129,-0.2976878,-0.5034941,6.216862,-1.211996,-0.09099489,22.02646,-1.058879,4.997405,1.84876,0.9539086,0.1794941,41.86331,-0.6363852,1.367151,16.88902,-0.982511,12.68323,1.442816,6.416986,-0.8163064,1.228172,2.690396,5.400425,0.9709951,12.17893,-0.7569905,0.05864459,3.83859,-0.6021312,3.357153,16.93946,1.45181,2.922692,7.88153,7.06964,6.943016,5.642038,7.517029,3.142187,12.36204,18.46475,6.462388,-0.8599606,8.461215,8.827213,1.531654,0.09666717,16.0616,21.6199,3.610528,3.672849,5.519035,-0.8403407,24.00576,1.025221,-2.354406,6.651182,5.035149,1.815714,-0.6621236,2.06734,1.424242,35.93094,4.977431,4.041558,-2.195076,47.96559,-0.3092238,-1.53996,3.127373,-0.04250676,13.21974,1.071728,7.878074,9.345166,11.19378,2.296988,-0.2598899,4.032742,28.07818,23.27822,4.652666,4.541056,6.128346,16.59214,22.25459,-0.2320044,12.7727,0.8098359,5.972023,4.847921,0.1813412,18.01996,-2.661839,8.292297
2.79776,7.841399,18.50955,0.8309721,6.915616,-3.447927,0.9688946,3.327463,-0.2045473,26.18769,6.883442,-1.79373,18.93212,49.37622,0.3306767,3.053143,1.279227,-0.5383552,19.46934,9.471385,0.02725353,2.271745,-3.649109,-0.2898045,3.163367,5.621728,11.67341,11.24372,15.63488,2.099028,0.4115153,7.716208,-0.07676481,1.645349,21.03902,-1.026564,6.338874,1.130538,-0.501075,-1.18691,40.43031,-1.723376,2.961926,12.76778,-2.006296,14.19479,3.673141,5.590776,-0.446801,-1.74777,4.090209,4.924899,-0.7707872,10.98946,-0.05907184,-0.2124568,2.865392,0.02550883,1.460039,14.17046,1.142808,2.567415,4.306772,7.07002,3.920115,3.684903,7.367044,3.732321,15.53987,16.42049,5.410628,0.3928102,8.138523,8.20033,0.5417088,1.273398,16.29481,21.38461,2.159874,3.9609,5.070847,-0.7684743,22.9521,1.02202,-2.058885,6.619962,6.766731,0.3983923,2.713522,3.763236,2.086124,34.13401,3.891294,3.354129,-3.322612,46.81583,0.3379844,-1.938854,2.844542,-1.307261,13.93239,0.25484,6.127627,12.57553,9.862489,3.528154,0.6779922,3.193831,26.63669,21.99408,6.088912,4.583266,9.491839,18.60983,21.51877,0.07212874,13.19958,0.04857848,7.617645,5.893748,-0.7980324,17.23432,-2.6849,8.113955
2.89768,6.722121,17.74188,-1.472712,4.532047,-0.4782392,-1.205116,1.553175,1.076831,26.48109,4.552968,-0.2780144,17.3297,45.6329,0.7276122,4.066835,2.100639,-1.293928,17.77976,6.385116,-0.183489,3.599028,-3.832427,1.581887,4.449035,4.254179,10.70557,12.59884,16.50733,-0.1062115,2.305947,11.88352,1.013318,0.06672538,23.58053,1.490597,3.660533,0.6083765,2.350431,-1.013564,40.32775,-0.9681628,0.9001474,17.48294,-2.852414,14.69664,2.634591,5.887836,-1.649182,0.4005549,2.880391,4.049099,0.9315474,8.349787,-1.959182,-0.1521301,3.121827,-2.335039,2.371943,15.97596,0.1927532,5.943629,8.187036,6.675775,5.813318,4.345203,6.485193,4.118853,18.75709,15.7277,7.460413,-0.2764618,6.386114,9.166366,3.144996,0.006063491,20.52832,20.97518,3.014518,3.230933,5.67043,-2.81605,22.80007,-0.4724404,-1.076341,7.481534,3.713305,-0.5093676,1.440212,4.86616,1.380488,32.40841,3.623923,2.393093,-2.184191,48.95327,-1.137798,1.142255,3.854178,-1.458602,13.1857,-0.7275166,8.9593,9.845302,8.347827,2.64385,0.3320608,4.00393,27.60754,20.46108,5.762515,3.699085,7.679376,17.79634,20.8179,-2.28308,13.85474,2.87051,7.335463,4.602065,0.5982199,16.32398,-2.706793,7.943748
2.9976,8.17522,16.42348,-0.6235217,5.949032,-2.401157,0.8477199,2.326238,1.699878,27.24846,7.174924,-0.3353437,17.9588,50.09239,1.650177,3.836974,1.369591,0.2749035,19.13499,5.709787,-2.633147,2.484086,-4.310779,1.909303,5.266911,4.103835,8.876971,10.96496,16.88084,-0.2906863,0.1567907,11.26198,-1.787004,-1.370991,21.27747,-0.8024838,4.320069,-1.86265,1.598714,-0.9659553,36.94024,0.220998,1.517551,16.79425,-3.118828,15.46488,1.24544,4.663286,-1.523458,-0.682919,3.690337,3.019795,1.258636,12.8864,0.07636055,-2.115145,2.069003,-0.05681358,0.6263022,13.38427,-0.5499357,3.566957,7.893365,9.414096,5.1216,3.820232,9.240165,1.556492,18.19372,19.92755,6.866348,-2.011671,9.262384,8.897348,0.5147978,-1.408137,21.64865,21.8482,2.365772,3.085852,6.206114,-1.108766,22.03569,4.715888,-0.4828794,5.303238,7.920149,-1.315857,1.703064,6.652586,0.08805179,35.98455,6.438557,3.460862,-1.300565,50.37211,1.249757,-1.645217,4.472723,-0.4230442,15.43356,4.409239,6.58327,8.583611,9.707607,2.760864,-0.6925664,3.626788,28.93958,19.0616,7.477124,2.454968,7.282495,18.31034,20.29018,-0.7860598,11.65696,-0.1148356,7.903581,3.666724,1.699217,15.85741,-2.727578,7.781296
3.09752,8.948894,14.07302,-0.9454791,5.061133,-1.71187,1.221058,3.253296,0.4700907,25.90137,6.657251,-0.7478265,17.21143,51.9154,0.1553698,2.629153,1.237555,0.522854,18.57967,7.390095,-2.094511,-0.1578434,-4.472556,1.636122,6.514041,2.98112,10.68374,10.59806,17.33492,1.174634,-0.784251,14.56958,-1.15452,0.2730889,21.75799,-1.727623,5.031607,-1.184992,1.119715,-0.1802966,35.02208,0.3349407,1.435864,16.79881,-3.999506,15.10881,3.591033,4.866019,0.1551265,-1.460866,3.039487,1.916931,-0.2688259,11.35722,-0.3930638,0.7513116,2.951012,-2.749517,3.007494,10.61492,0.2901663,2.57517,6.572713,9.492614,6.001745,4.280512,6.170129,2.665676,15.70386,19.12043,5.283576,-2.274669,6.078274,8.432041,0.5227497,-0.1734976,23.83478,20.76711,1.063336,1.629601,5.809047,-1.342831,20.81059,16.27961,-0.7551332,4.570333,11.2731,-0.8365314,3.246251,5.452121,-0.7901721,33.4476,3.049181,3.200441,-1.795438,51.69865,0.6691556,-1.728619,4.705682,-2.084432,14.00336,1.442259,10.0177,11.53823,10.47279,3.442229,-2.797925,3.032168,28.87641,18.15462,5.603324,4.967896,7.584437,19.76021,18.7557,-2.846641,12.4153,1.48951,7.742182,4.745459,-0.8056157,15.01059,-2.747311,7.626248
3.19744,8.184246,13.16115,-2.491112,4.276944,1.51812,1.233206,3.304338,0.0748474,24.94264,6.963875,-2.635314,14.24339,53.65785,0.5327301,4.738797,0.9287799,-1.539046,17.82688,7.258326,0.2007524,1.955199,-3.983768,0.420054,5.811396,5.779419,9.998941,11.24525,16.86452,2.140892,2.42117,17.15722,-3.109726,2.08803,22.91051,-1.448138,4.819629,0.6746075,-0.9766239,-0.5239365,35.28954,1.316243,3.013095,18.52046,-0.416238,15.02936,2.452629,6.495741,-2.431555,-0.6776932,2.187626,2.488259,0.6728646,10.93685,1.505666,0.4475922,3.490451,-0.6718295,3.113228,12.747,1.55751,3.253861,6.478083,8.111226,7.262116,1.747883,8.374062,2.355344,15.76383,17.3849,6.159304,-2.776308,6.972056,9.81191,2.688916,0.9539552,25.4146,25.1486,1.827337,1.553774,5.879822,-2.250222,19.99967,18.29778,-1.141345,4.564409,10.99149,0.4002963,4.191436,6.195538,-2.191893,33.49358,3.908384,4.889964,-1.763817,52.80021,-0.1323713,-2.851392,7.650352,-1.644703,16.20575,0.9780996,7.219155,7.040267,9.878119,0.972433,-2.212255,5.486288,28.02664,17.63811,5.407213,3.885613,6.445326,19.37463,17.57985,-3.037553,12.71988,1.681329,8.808753,2.901102,-0.2700236,27.14814,-2.766045,7.478263
3.29736,9.149649,13.63601,-0.7220454,7.388263,0.8906276,1.405723,2.270162,0.2868913,24.38676,4.905223,-1.697178,14.52553,56.32248,0.28937,1.89239,0.09828796,0.8363535,17.53831,5.605885,-2.664242,1.272688,-5.140975,2.042268,6.378617,7.735897,8.52206,8.9174,17.4907,0.9505835,2.454551,16.38114,-1.298963,-0.1709526,20.3064,0.4158877,3.866676,0.3008037,-0.04342235,-1.836545,30.77442,-0.3607959,1.832787,18.01719,-1.212398,15.26066,5.453618,4.388134,-0.6193204,0.1719365,3.617957,2.496443,0.01709823,11.65146,0.09989119,1.751762,1.310579,1.942696,3.129181,12.92266,-0.4312457,3.711289,9.289788,7.365207,4.372325,0.5233524,6.46382,2.991984,15.17306,19.3983,5.475142,-2.991421,6.957461,9.108872,2.640189,1.564378,28.01483,22.3138,3.166233,2.986495,5.487419,0.6199505,18.66185,28.36992,-1.138959,4.766403,11.40084,-0.6462,3.084883,3.908336,-0.6605041,30.99047,3.997102,4.20985,-3.248543,52.45531,2.164381,-2.283111,2.746946,-1.258135,15.87806,1.51096,8.231171,9.350195,10.15636,1.817592,-3.86985,5.816648,27.61455,18.65764,5.838267,4.722081,10.44303,19.43294,16.40219,-0.5146646,11.39082,1.55136,8.234788,2.696081,-0.09355544,28.52323,-2.78383,7.33702
3.39728,10.99912,11.5456,-3.085342,7.755545,2.059469,-1.951442,1.516758,3.753825,24.22073,6.565208,1.567456,14.77464,54.38829,-0.216997,4.992327,0.6923229,-0.5652502,16.31664,5.126492,-0.9161519,-0.1848035,-1.935295,1.658054,5.641059,6.260705,9.144494,8.881082,17.46347,1.933832,0.4093788,15.01412,-4.137153,-0.8676581,21.19864,-1.505546,3.646049,-0.4371182,2.986266,-1.491935,29.49971,-0.5148165,2.318533,20.2279,0.4704832,16.03458,6.119193,4.535644,-0.5579917,-1.541203,1.107674,2.730001,-0.04968662,10.84528,2.818993,1.67796,2.889477,1.664566,-0.7380374,11.77648,1.070848,3.431269,7.557845,7.568151,4.983447,3.287136,6.888208,4.72677,14.29939,19.16209,5.891985,-1.57268,7.591619,9.568561,1.55682,2.527668,28.82122,24.51657,2.549574,0.2813429,4.614688,-0.9721063,17.69551,33.62747,-1.459026,4.475353,11.90546,-1.353789,2.045049,5.292298,-2.04243,31.86007,5.014397,4.807045,-2.449299,51.92032,2.339899,-0.9861088,4.575359,0.416499,14.32281,2.218,7.138173,8.409568,8.615369,1.285452,-1.875476,5.380473,27.86667,18.64539,3.416337,4.433094,6.896887,20.61281,15.56173,-1.638108,11.05758,1.956286,8.636787,4.16857,-0.1698898,27.09201,-2.800715,7.202209
3.4972,8.454163,10.45353,-1.83523,7.421232,2.708843,-2.05796,3.861385,2.662183,23.32667,5.710984,1.164301,11.57331,55.37843,1.753326,2.277627,2.078512,1.031435,18.09684,5.178625,-1.830153,1.136195,-1.540088,-0.554724,8.32748,7.310122,8.080493,8.033074,15.42682,0.8122473,1.03927,13.22959,-0.3987122,2.650136,22.24438,-1.093202,4.793462,-2.105619,1.359923,-0.5234439,28.96873,0.2004945,3.767296,21.9539,0.2357292,15.31942,5.697174,5.995286,0.796068,1.104355,0.794752,1.29513,-0.08152602,14.72827,3.168645,4.153481,-0.2818316,3.077075,2.625151,13.53111,1.842399,2.999977,8.38682,8.368659,5.984159,0.20077,6.883969,3.289836,12.63459,18.58381,5.316616,-1.289511,5.179204,8.434185,2.391392,-0.09246429,30.75311,23.74057,1.659383,2.955675,4.394091,1.811632,18.65961,37.21905,-1.62133,5.439048,12.37837,-1.390568,4.349641,2.498965,-2.07205,33.41179,5.229671,7.386459,-2.580005,52.8782,1.10018,-1.072929,2.541947,-0.4861182,14.78352,1.129941,5.641738,8.602938,9.053869,2.625077,-1.972569,6.091506,28.47155,18.84559,4.690515,6.549523,9.757593,18.56226,13.68736,-1.392124,12.58064,0.7368665,6.706666,1.114966,-0.9586729,28.06305,-2.816746,7.073535
3.59712,8.625716,9.582112,-1.916097,6.345479,1.243949,-1.567655,2.950326,3.412369,22.28919,6.829655,2.195849,13.06408,56.63195,2.504909,-0.8912409,-1.438043,1.347381,16.05826,3.138675,-1.850277,0.6329256,-4.497972,0.01334459,12.72739,8.357677,9.717752,6.216999,16.61427,0.174341,3.375525,12.94165,-2.141092,1.576247,22.45351,-0.2517411,2.685552,-1.367503,-0.2112291,0.6749403,25.65144,1.105713,4.235908,21.7233,-0.5662916,15.38755,5.564911,4.850682,0.671992,-0.2557473,3.068186,1.516109,0.04299445,13.52317,2.927306,3.2065,1.183818,3.178268,3.163084,13.04106,1.788256,2.878396,6.205652,6.582074,5.018022,-0.4449969,6.272117,3.046219,15.91868,20.5309,4.73787,0.2642551,7.542264,12.14096,1.264711,3.673246,28.72624,22.7155,0.04764782,3.415001,7.008257,1.894706,18.04304,36.77888,-3.45016,3.522012,13.90695,-0.02698732,5.478036,2.975107,0.4596145,32.19771,5.412073,5.232508,-2.254971,51.21227,0.9061037,-1.037641,4.005075,1.562171,14.62588,-0.008378843,3.49877,7.370553,12.18261,2.748367,-1.587595,5.952247,29.03304,17.99315,7.36134,5.195231,9.439516,23.47157,14.59325,0.4477709,13.67994,2.667444,9.487949,2.952019,1.139079,26.65288,-2.831965,6.950719
3.69704,7.849848,11.19063,-2.450226,6.896956,0.649953,-0.3416468,3.102451,4.233238,21.66654,9.745583,-0.3774538,12.34284,54.55895,1.742829,1.876815,1.523715,0.6752412,14.58094,4.312901,-2.913284,-0.786443,-3.318206,1.579928,11.44627,8.155034,8.453457,9.064536,15.77411,0.1134465,2.959175,13.4852,-2.019187,2.343774,21.2412,-2.720571,4.425972,-0.938032,1.042876,2.246315,27.35761,2.684812,2.806727,20.48035,-1.29399,15.56626,5.627757,6.014528,0.5571551,-0.3079937,1.357877,0.4496227,-0.5284733,12.36623,2.474724,3.812998,-1.079339,-0.1560947,1.959145,12.48803,1.502764,3.313566,7.966526,8.187737,5.185722,1.150748,7.234034,3.372788,12.7511,18.43244,5.283418,-1.171358,7.733813,12.29632,2.601757,4.553134,30.70222,23.33477,3.515326,0.7733871,5.302011,1.351288,18.10724,33.48812,-2.563678,4.73671,12.168,-2.844476,3.752087,2.457441,-0.8790531,32.53458,3.558469,4.992358,-1.364699,51.52822,2.152952,-0.09919232,2.131269,-0.7519283,16.66123,1.364272,5.14967,6.668339,11.82454,4.188033,-1.382375,6.976256,29.42713,18.32397,7.857176,7.314038,8.832267,21.33411,15.9993,0.8350636,13.42333,1.939177,6.813203,2.350101,-0.4089026,25.30779,-2.846413,6.833493
3.79696,7.951134,12.48115,-5.007535,5.068056,0.7380417,-0.6648561,5.361104,4.488115,22.51558,11.37293,1.647206,11.99849,53.39415,-0.764451,6.047102,2.958299,2.048399,16.01165,3.960371,-0.01748284,-0.3131528,-1.924349,1.609792,8.291018,5.692687,10.10391,10.39174,16.93927,0.3149345,2.311499,13.88766,-1.847823,3.26236,24.35999,-0.339709,5.240388,1.057766,3.346211,1.85641,27.96311,-2.076364,4.03621,22.17668,1.490008,13.59961,4.626278,3.571606,3.822098,-2.459098,4.525345,3.058715,-0.0695938,10.65282,1.857454,3.407713,2.573997,0.04493444,0.9887888,9.603624,1.17686,5.378624,8.946259,5.037444,5.190736,1.616177,5.721341,4.687362,11.97508,17.00988,7.403173,-2.608283,3.913876,9.783519,4.294958,2.710821,32.01147,21.77686,3.743796,1.257497,6.075258,-2.889435,17.62667,30.47575,-1.437477,5.176277,12.18164,1.046191,2.470724,3.280658,-1.525144,33.96204,3.598336,5.331019,-1.90179,50.5817,1.366592,-0.7169353,4.655763,-0.9170656,13.88596,1.084507,5.434664,5.936265,10.6951,0.9188802,-2.847216,7.813904,28.28871,15.94734,5.960509,6.755385,8.514097,19.76561,14.0623,-0.4839492,11.60796,2.906199,7.335145,1.434158,1.107345,24.02476,-2.86013,6.771996
