 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122
77.13824,11.87133,33.96698,8.144783,13.91597,3.462971,7.716833,-2.235597,14.99076,0.09349188,-1.450395,6.598745,1.41311,1.988147,1.976419,0.6833175,-0.4371104,0.1779369,-1.099316,1.716985,1.504961,1.102488,-0.5108262,7.571974,3.10648,2.227164,7.7443,1.546156,1.701155,3.038512,6.564233,0.2609848,-0.1340051,6.763889,-1.084217,3.160642,6.940719,2.306456,5.272023,7.771474,3.048857,11.73915,12.29337,1.276714,7.208502,2.568898,2.270621,3.192054,-0.2328198,1.477,22.82675,1.014709,-0.3251043,-4.552698,4.949656,0.7200696,1.82272,2.103526,-1.395866,-0.1985611,51.76029,10.01712,16.43105,-1.033655,5.544734,0.5904115,8.544523,3.810233,-1.083988,6.754894,7.039254,-5.351591,5.733643,10.92748,9.733094,1.055782,6.965145,3.147722,3.326775,6.803931,8.491906,8.082384,0.4603962,5.006868,1.836453,13.12384,0.1799842,2.779732,-0.8428792,-0.486622,6.131071,-1.122551,5.473986,18.47189,-1.89137,-1.162362,34.07333,43.02066,-1.392634,2.934023,-1.620547,12.16461,2.780976,-2.793851,12.93974,22.72368,-4.422339,2.911792,2.194796,4.244972,1.297673,8.413734,0.905996,-0.5170793,5.558042,2.092412,7.844856,-0.5678404,2.509001,-1.300554,32.1686,3.680085,37.60369,4.401794
77.23816,12.23076,31.17641,7.117336,13.21153,3.506935,5.648947,-2.788949,16.60572,0.8927311,-1.259368,8.566948,1.830448,-0.6100569,2.867784,-1.223702,-0.4253418,0.5834428,-1.0765,2.968029,2.888744,2.879738,-0.4189354,8.273172,4.268491,3.089407,6.743565,1.898788,1.373749,3.623203,5.587102,0.7077221,-0.3263492,5.680604,-0.08720645,4.168824,6.354621,0.2604057,5.227341,13.59383,2.481542,11.60948,10.91526,2.390191,6.832714,2.007474,4.245554,4.887089,-1.539838,2.734586,20.77606,1.39835,0.4072052,-4.089449,7.239005,2.909185,1.388872,0.5823396,-2.798905,0.3573884,52.431,9.706177,17.69683,-2.079402,4.693243,2.150546,9.560666,5.846852,-1.717791,7.64607,7.211406,-4.108145,4.64465,8.903951,8.750741,2.367628,7.928612,3.197405,1.738937,7.654983,9.211619,6.574622,2.087782,2.399936,1.611185,12.47987,1.396719,3.141679,-1.903093,-0.01454687,5.388693,-2.151957,6.801329,16.02802,-2.963237,0.03559498,33.52665,38.8027,-2.805714,6.2303,-0.6691296,12.90715,1.219561,-2.911181,10.42466,23.92645,-1.851311,1.558082,0.8308942,5.028456,3.144588,9.785992,2.21848,0.6258467,4.755244,2.008591,8.565958,-1.351992,2.61209,-1.583016,29.18769,3.394772,39.5785,4.40009
77.33808,14.36901,31.8317,9.172731,14.473,4.296966,8.368507,-1.140171,16.21749,0.03904771,-0.9310794,6.744051,1.343827,-1.213033,-0.2093331,-2.41034,-0.3775726,0.9749295,0.7380206,2.864856,3.049066,3.767525,-1.654003,7.999682,7.131414,3.036393,5.909818,2.807007,1.713251,5.199777,6.472226,-0.6642519,0.2638226,8.180926,-0.6323389,4.330057,6.013904,1.348481,3.881145,18.76559,-0.3510573,12.34833,8.266557,4.680149,5.439536,2.032418,1.821313,2.186196,-1.431436,0.3125508,18.48169,-1.994211,0.2679914,-3.857537,6.916286,6.695009,0.9240144,3.606884,-0.3481206,-0.9488092,51.58554,8.301727,17.11635,-0.654449,4.341161,0.4555719,8.706873,3.338882,-3.028309,8.180783,6.253759,-6.451389,4.158147,9.175463,9.415531,2.882675,7.726587,2.102171,1.600078,7.101399,9.497538,7.538375,2.88718,2.399381,-0.4987949,11.44799,-0.4156127,1.594606,-0.3712419,-1.075568,5.58358,1.48073,4.815247,14.36236,-3.161436,-1.6888,32.27172,37.94947,-2.670957,3.370458,-1.521511,10.80132,3.464264,-2.540785,12.34163,24.16551,-4.987129,1.599359,2.443989,5.372683,2.169159,10.94986,0.2825276,-0.1306702,7.242985,1.615644,7.690554,-2.47618,1.510363,-2.093824,29.62286,3.122636,40.14906,4.39846
77.438,13.25874,30.90197,7.054029,13.81666,4.353179,6.973658,-2.55697,17.04161,-0.5050949,-0.9763194,6.033465,3.538007,0.9259456,-0.01777439,-1.109192,0.4383385,0.3017532,0.5093171,1.902735,1.99379,2.860074,-1.721619,6.461424,4.290217,4.824843,6.749038,1.258643,2.732492,4.106069,5.010571,1.4489,-0.6550242,7.374022,-0.3937172,3.50672,8.296673,-0.8247905,4.328604,25.9572,1.359828,10.74003,9.788429,1.991151,6.973376,2.511972,2.057647,2.937065,-0.4499387,1.408647,17.98152,-2.264475,0.2047834,-3.196367,8.181099,8.604363,1.457507,4.654991,-1.416983,0.1543308,51.24754,9.567871,17.17634,-0.08038619,3.90868,-0.4282153,11.02787,5.804921,-3.010412,8.206103,7.959585,-6.751104,4.98734,8.620255,8.606185,1.19502,5.69144,1.81078,3.033065,6.347838,9.824537,8.107128,2.108989,2.457385,1.357468,13.31358,1.247511,1.768947,0.1293884,-1.526547,5.385925,-1.545534,4.72822,14.47823,-2.168482,-1.420455,32.83311,36.84511,-1.598724,3.754466,-1.261923,11.47287,2.550489,0.8824006,11.04981,22.34998,-2.685297,-0.3668329,0.9319168,3.481429,3.867709,11.54415,0.1383388,0.3720546,5.749105,3.101991,8.455416,1.194605,3.278144,-2.079982,29.04098,2.86307,42.44821,4.396901
77.53792,12.49871,31.76434,7.381836,12.96048,3.552433,7.830176,-1.997771,15.13707,0.4853435,-2.016488,5.715728,2.734118,-1.640098,2.763167,-3.808902,0.5010995,-1.293823,-1.899786,0.05406502,3.341777,1.944209,-1.49189,6.435075,4.392664,6.781181,4.678506,1.348121,3.029254,3.891796,5.546738,1.09854,0.3383512,6.769949,-0.03013794,2.492115,6.355147,-0.0785187,4.071723,23.19814,0.9025031,12.29039,9.971584,1.971878,7.889354,1.032913,0.9916438,0.982891,-0.981535,2.69098,17.54075,-0.4837005,-0.4782563,-5.17432,6.629435,11.86076,-0.2951173,4.882968,1.155798,0.05870104,51.37106,8.114785,18.08009,-2.12685,3.962836,1.946869,9.689519,6.295987,-1.788381,9.314726,8.125704,-8.630278,4.322182,8.547181,6.78031,1.452291,6.921237,2.302325,3.674762,5.94922,10.76371,9.294164,1.639506,1.612208,-0.9004336,11.16127,0.5085454,4.418091,-2.091198,0.292604,6.819733,-1.218195,3.097421,15.12131,-1.037475,-0.8139397,30.88184,38.57232,1.250874,4.096556,-0.3823726,10.74306,0.9943717,2.620784,11.46947,22.70738,-3.554217,1.252523,1.23098,4.953728,4.9342,11.33591,-0.2607623,-0.09629947,5.696971,2.138782,11.03013,-1.017066,0.6789511,-2.122704,29.15468,2.615493,42.14129,4.39541
77.63784,12.38796,30.74266,8.129777,13.73719,3.72657,8.570072,-2.962,13.607,-0.797057,-2.000867,7.715506,2.121904,1.890844,0.6896299,0.4287786,0.6995781,-0.437541,-1.338804,2.371737,2.261509,2.063994,-0.8446638,6.391465,2.977582,3.798294,8.465156,0.2722802,0.6079581,2.109265,4.758174,1.101221,-1.866202,6.5256,-0.3221364,4.225739,5.052649,0.7022769,3.794254,20.92914,1.279669,16.00915,8.343536,2.804497,4.000553,1.103375,0.0158148,2.079818,-0.002519275,1.773963,14.98609,-1.576907,-0.8088548,-5.436239,6.797956,11.22403,0.7068319,3.146086,1.708014,0.009607159,49.62189,8.850464,16.50504,-1.727762,3.149644,0.7560773,10.79709,6.440734,-3.482627,6.365181,7.017727,-8.167675,5.38728,9.63797,8.189218,2.815576,5.24516,2.685155,3.961458,6.874744,8.326015,7.576628,0.009311398,3.226634,-0.6716315,12.05495,-0.4445847,3.803265,-0.07654428,-3.259491,4.796546,-0.3762231,5.452056,14.39916,-2.065216,-1.78094,29.56274,42.54955,1.164214,2.538092,-3.805296,10.18722,2.363545,3.053874,10.06161,22.54659,-3.094043,1.123645,2.065158,2.245169,3.59328,11.56427,-0.6620734,1.028692,6.333112,3.22265,10.18063,-1.187568,1.572071,-2.766115,28.60778,2.37935,40.14885,4.393982
77.73776,12.54685,29.13467,6.376373,13.17167,3.258531,6.147838,-2.066271,14.61212,0.1994634,-0.6826878,7.09433,2.286695,0.5913574,2.490289,0.1005473,-0.2606034,0.4448594,0.2901281,1.362857,2.033733,0.1631227,-1.417105,7.522224,2.571209,5.862673,5.221489,0.7874658,3.416338,3.585966,4.850767,-1.563017,-1.821788,5.739028,0.6210876,5.172382,7.081098,-0.1287092,4.005198,19.47809,1.633695,15.39479,6.544656,2.44041,5.588482,2.102834,-0.933439,-0.1747293,-2.095395,1.596873,16.83955,-2.841952,-0.1447342,-4.195567,4.843121,9.623496,-1.077421,5.00181,2.039696,-1.583859,49.28292,9.610964,15.24403,-1.240847,2.283297,-1.023661,7.806304,3.933386,-3.817423,6.235192,6.677912,-7.308689,4.180146,11.15084,8.551599,2.02037,6.892872,1.227555,4.92514,7.01245,8.108416,8.113814,2.024443,2.412533,0.002456397,11.14204,-0.6110557,1.142133,0.07083491,-1.732937,6.077465,0.102092,4.133462,11.55744,-0.1881313,-2.192527,27.34976,46.26818,-0.3185101,1.194954,-2.049961,10.44054,2.78433,4.192702,11.46469,23.52101,-3.511575,2.728993,2.101477,4.84341,2.443121,12.03945,1.779781,-0.04009182,6.207835,1.137746,9.559026,-2.112765,2.472167,-1.570783,29.3149,2.154115,41.32212,4.392617
77.83768,13.18608,29.64359,8.254136,11.80162,3.560928,7.829257,-3.382189,10.49485,-0.6727591,-2.593985,6.161622,2.79553,1.254684,1.423136,-0.504909,0.9735948,-0.09447305,-0.7157307,0.2387775,1.538744,2.472355,-3.925094,6.160839,2.043775,2.691512,4.871902,1.28037,1.023437,2.79186,3.496052,0.3775065,-0.4897298,6.522941,-0.1076433,5.355149,5.780873,-1.008103,4.566902,16.59402,2.829587,14.90317,6.997581,3.82996,5.09987,1.827252,-0.7951806,3.297685,-1.68974,0.7658378,16.39409,0.2302202,-1.025228,-5.327787,4.986461,8.492782,0.446806,3.52707,2.191869,0.546731,48.2263,7.403761,13.75144,-2.287886,1.226669,-0.3623998,8.420804,5.061753,-3.456423,6.674091,8.092471,-6.582518,3.899445,9.52281,9.390212,0.0635011,5.463402,1.130464,4.730556,4.55923,8.906738,7.447692,1.952281,2.819019,0.02617046,10.31207,-1.297816,3.337735,-0.3712174,0.3929641,4.647473,0.7494749,4.72029,13.17114,-0.5217927,-0.7756122,26.78559,45.70206,2.788444,-0.04204176,-1.978654,9.840752,3.497816,-0.5840949,8.361998,20.90783,-3.470851,0.979613,2.312742,3.671288,0.7206272,12.66648,-1.421557,0.5665116,8.247264,0.8519924,8.96708,-0.3707499,1.236848,-2.034758,27.3329,1.939282,41.43807,4.391311
77.9376,14.02697,29.2639,10.30956,14.50413,4.519865,7.298575,-1.355918,12.67994,-0.02634461,-2.440853,5.70119,4.332658,0.1877505,2.667534,-0.1296059,0.9870926,-0.9611206,0.7149637,-0.7952905,1.659482,1.894909,-0.6335937,10.29776,2.585266,3.644112,4.765975,1.976374,1.495062,1.971679,3.747252,-0.7399981,-0.3942288,6.961471,-1.774619,3.835626,5.659514,-1.501199,3.383486,16.42758,2.526482,16.24706,6.506461,3.594632,5.059818,1.089275,-1.523675,2.799814,-2.316205,0.1482303,14.99459,-1.728811,-2.097159,-6.433937,5.57909,8.60552,1.434378,4.610554,2.386283,-1.329935,50.42542,7.750172,15.38709,0.4490081,1.660972,0.2227718,6.583841,3.711831,-3.818848,9.225331,4.493346,-4.327133,2.037123,12.64436,9.678753,1.553505,7.413688,1.166565,4.013588,7.470929,10.32373,8.400148,1.752318,1.503462,1.334035,8.812222,0.3340637,2.460661,-0.361912,-1.138129,5.869522,-0.5641705,4.907819,12.15243,1.283838,-1.310382,25.26247,45.5714,-0.5469052,-0.003762958,-0.9148436,9.746335,4.925831,1.250468,10.01145,21.41085,-2.840517,2.241287,2.63535,1.877941,1.666828,11.2222,-0.947138,1.358966,7.775908,4.50921,7.788688,-0.6220527,2.247959,-1.233471,26.63682,1.734372,39.47434,4.390062
78.03752,13.78907,29.94316,7.945968,13.19755,2.200103,6.95707,-0.7489,9.880522,-1.274101,-2.567155,8.740278,3.926921,1.735068,2.159473,1.35792,-0.3847346,-1.39425,-0.1077566,0.1162972,3.235312,2.94845,-1.669663,14.23865,3.007073,2.726983,4.03797,0.9636925,1.58292,0.8904649,4.897742,0.5617745,-1.358555,8.923532,1.493283,4.872352,4.509298,-0.2980589,3.049104,16.02777,3.441956,16.2771,5.644514,3.534803,5.890754,0.7905009,-2.159382,2.625257,-0.2666867,-0.3709843,13.44445,-0.9584405,-2.21018,-3.538978,4.324821,8.649797,1.001053,4.841711,1.584629,-0.2429349,52.1298,7.273489,15.63635,0.2665707,2.509414,0.5680826,7.282139,4.887868,-1.352239,6.205339,7.279639,-5.204474,2.948882,12.07842,7.928631,1.424384,5.93066,1.304897,3.778444,3.905288,11.44874,8.398411,3.824599,1.878577,-0.9831545,9.879584,0.3109225,1.679098,0.1207069,0.4794426,6.057241,0.4197377,6.94282,14.02152,-0.4058727,-1.472231,23.38781,45.2243,0.0793294,-0.07464334,-2.440044,9.15522,3.480596,2.123222,10.70791,20.4001,-4.671664,1.165153,1.439549,5.101752,4.601016,9.682011,-0.1708569,0.01200346,6.794398,0.4884803,6.998808,-1.26732,1.457614,-0.7131763,26.77526,1.538927,39.27882,4.388867
78.13744,13.86244,29.63259,7.335932,15.05697,4.599821,5.870893,-2.625337,9.607801,-0.3207026,-0.7722858,6.601089,1.331481,0.4271506,2.850531,2.251797,-0.462382,-0.3164199,0.829847,-1.855536,1.596852,1.066702,-1.438381,16.98791,2.282782,4.708069,4.983805,2.278894,2.046969,1.988826,6.925712,-0.5479066,-0.6548011,5.163422,0.1722495,4.81809,2.254836,0.2013776,3.263069,14.52138,2.856823,14.19183,5.279301,4.462824,5.418319,-0.1940807,-3.554907,2.912473,-2.519441,0.4727557,14.60227,-0.6770905,-0.5617759,-5.592744,3.014009,7.09405,0.9788235,8.253536,1.545392,-2.141135,50.16885,8.00689,15.25859,0.4728006,1.558399,-0.6319924,6.750576,3.035795,-3.427443,5.616625,5.074849,-6.78717,2.681546,10.92467,10.05092,2.646088,6.107796,1.213735,4.586057,4.810802,9.95772,7.216196,1.151937,2.600027,0.8095411,9.852609,0.8264026,0.8481058,0.821153,-1.949479,5.914142,-1.844882,5.665524,12.20697,0.9549817,-1.488114,21.6738,44.16492,1.10278,0.6647822,-2.268492,8.495538,4.958456,0.7131079,10.21944,19.97683,-4.287812,1.588641,3.598072,5.021838,3.853245,11.3082,-0.02618369,-0.9267599,8.396576,2.121045,6.968102,2.106798,1.832504,-2.056191,27.01943,1.352508,37.41184,4.387724
78.23736,12.26212,28.68004,8.562864,14.22772,4.694383,7.063051,-3.764309,14.27839,-0.1229047,-3.140332,7.018759,1.09231,2.207277,2.700026,-0.06569394,-0.7254879,-0.5214803,0.5684369,-0.7103167,2.494167,0.8292881,-2.723748,18.33371,2.938518,4.482488,6.301618,2.045389,2.542346,1.20378,7.331949,0.4666656,-1.563358,4.829918,-0.4322878,2.961497,6.499122,-1.69882,2.045346,14.87473,3.575371,17.91521,6.958623,2.096001,6.817768,1.291431,-0.4624159,5.440116,-0.6618304,0.537501,16.27844,-1.958143,-2.226896,-3.286883,4.335313,9.902879,1.174112,6.819136,0.5705739,-1.198504,51.25432,8.43734,15.87628,0.6823917,2.039419,-1.009668,5.243465,4.023492,-1.293185,4.548895,5.374462,-5.045305,0.3195346,11.6075,7.250507,2.421569,5.311347,0.09852269,3.06915,4.31673,11.81589,7.21892,0.1735333,1.415923,-0.02046861,10.29283,1.109249,1.943856,0.04615423,-0.6294552,7.583511,0.2774146,6.664596,13.0996,0.1058164,-1.298482,21.15953,42.08751,-0.03557801,0.8069128,-3.121489,7.763911,5.180254,1.66544,10.36153,22.15622,-3.447324,2.405953,2.462164,3.734782,5.44925,10.5913,1.345138,0.5836042,6.313605,2.943158,8.020661,-0.3710977,1.282286,-0.6187659,27.77263,1.1747,40.91809,4.386631
78.33728,15.36098,28.96783,10.13927,13.99791,2.548124,6.17547,-4.643581,13.46607,-0.02915273,-0.9364161,6.239495,4.929719,1.271071,2.249725,0.3683323,-1.112764,0.5185962,1.191874,0.995115,2.2215,0.6676242,-1.3295,20.58619,2.016553,4.345855,5.607054,1.344665,2.070623,2.199644,5.723312,2.785198,-2.133039,6.27943,0.2143752,1.117167,6.751847,0.4201341,2.960683,14.27153,3.660794,16.89757,5.537903,0.7084835,6.160268,1.522512,-1.458619,7.918414,0.2838568,0.2824987,16.44101,-1.225287,-1.722769,-3.022799,5.164936,10.60852,-1.429978,5.968292,-0.008531107,-1.534998,52.30343,8.637401,17.16708,0.1363286,0.9838548,-0.1115889,6.633855,3.108306,-1.955508,4.975285,5.419021,-4.784323,2.006715,9.865592,9.186746,2.665361,5.330216,1.823265,3.6536,7.974703,11.45245,8.04265,2.900346,2.207454,-0.9860964,9.39382,1.134659,4.640551,-1.72396,-1.394705,7.545873,-1.496388,7.492729,12.99836,-0.7254658,-2.895626,21.85079,41.15021,2.047081,0.4061804,-3.58802,8.369448,3.561939,1.352456,10.80428,26.57339,-4.902289,4.427198,3.195871,5.001419,7.027771,9.776408,1.027371,0.5174593,7.394424,2.450042,7.59913,0.3987239,3.07025,-1.131882,28.4129,1.005104,41.10146,4.385584
78.4372,13.95635,28.50319,10.13281,14.96316,6.522511,7.067015,-3.804892,14.26626,0.7900556,-1.09522,8.284663,3.359541,-0.7261767,0.7091301,-0.5028774,-0.5732762,0.232251,1.460839,0.642721,2.397928,0.8345492,-1.540102,21.5824,4.828145,3.696646,6.148387,2.131363,0.7788129,3.246711,6.945203,-0.7024949,-1.614177,5.901769,-0.592936,3.21041,5.919095,-1.414386,3.540316,14.08254,1.708016,17.19801,3.459006,0.4878799,5.603608,0.7103206,0.1918516,10.31157,-0.7728802,0.5083036,13.05916,-0.633465,-0.00302513,-4.105141,5.156916,12.93706,0.5849103,5.272728,2.770685,-2.493104,51.04109,8.962139,15.2561,0.02883751,1.806318,-2.017268,6.942059,5.334537,-4.092145,4.863482,6.483724,-7.664751,2.811331,10.89981,6.850723,2.139995,4.690147,0.4991621,3.376361,7.685446,11.41887,8.586913,1.557018,3.112566,-1.698603,11.50017,3.493743,2.996068,0.6609976,-0.4776146,6.610226,-0.1800137,6.346427,12.12429,-1.019285,-2.444685,20.26359,38.02874,1.082105,-0.6455635,-3.233775,10.24293,4.056681,2.10253,9.115608,25.01818,-3.917706,3.7995,0.8775445,6.700908,5.547167,10.4762,0.6277713,-1.200815,4.439502,3.614203,8.946132,-0.2661607,2.688726,-2.790082,28.14911,0.8433419,41.56551,4.384584
78.53712,15.07253,26.89765,8.826694,12.94036,5.568654,7.215288,-3.887532,11.40778,0.2808066,-2.777236,7.36108,1.969643,0.1106544,1.064876,-0.6408746,1.11599,-1.875042,-0.3061096,0.2477895,2.274069,1.684771,-1.757965,23.01376,6.385547,3.442035,3.870128,1.782974,2.018171,5.905375,6.886878,2.163532,-0.2768104,7.454972,0.9554316,4.918116,7.062993,0.498411,3.936864,18.3826,4.608366,16.96437,4.736012,1.225747,4.447767,1.865101,0.259344,7.863817,-0.6678252,0.6025706,14.6153,-2.194615,-3.504619,-3.74391,6.067718,14.96172,-0.6959338,6.203099,2.433759,-0.5645711,52.71748,8.173427,15.20076,-0.8751716,3.021499,-1.500413,6.142067,3.274394,-2.271351,6.211169,7.13225,-6.885133,2.312115,10.17362,7.452351,0.975037,4.758775,-0.8071711,2.799263,5.65911,10.43626,8.315715,4.342418,2.157719,-0.5670498,11.72201,2.003458,3.392683,-1.384212,-1.257899,7.681659,-0.000321798,5.430521,11.57425,-0.330663,-2.79243,20.90449,38.61471,-0.8826501,0.4842912,-4.295043,8.57206,4.076252,1.968771,9.678023,23.97205,-3.71731,2.647886,1.479249,6.107227,4.484668,13.07011,1.206489,0.4055781,5.365085,2.669276,10.57742,-1.084776,1.5458,-2.185912,27.87713,0.6890509,44.76801,4.383626
78.63704,14.72042,25.29211,8.177573,14.3399,7.053167,7.511177,-2.204039,13.81136,1.581432,1.158575,6.040178,3.077451,-0.130384,1.730439,-0.09039698,0.08974148,-0.8609715,0.9983327,0.8637866,2.791307,2.162579,-2.41309,18.8036,5.617993,2.313233,5.299129,0.2739495,1.048115,5.126934,6.449591,0.78359,-0.6067353,7.056133,0.5026608,4.582667,6.763362,-0.2155951,4.092661,24.29327,3.983737,15.83176,3.184886,1.918029,5.053442,2.753088,1.471033,7.852054,-1.731446,1.210617,11.88157,-2.152973,-2.982141,-2.020716,7.427198,15.94303,-1.158521,5.814444,1.935051,-0.9480756,52.80068,5.706018,16.22029,-1.025752,3.062222,0.1863559,8.189899,5.907074,-3.74972,6.347468,4.59884,-8.74392,3.764366,10.31348,7.049246,1.013613,3.471293,0.8756712,1.969581,5.288709,9.341094,7.256192,1.967295,1.654604,-2.210701,8.367614,2.578616,4.175894,-0.9110751,-2.147057,7.384982,0.7038639,5.279785,10.28729,0.5029654,-2.609553,18.46777,38.03044,-1.026179,0.5325227,-3.360729,9.542191,3.609236,1.801437,11.21656,24.3648,-4.43212,2.899086,1.499433,8.741954,4.960284,12.67272,0.8790923,-1.948041,4.969782,4.116652,9.721279,-0.2121235,3.857808,-2.765077,28.11961,0.541886,46.23333,4.382711
78.73696,14.41815,24.60981,7.364914,13.59884,6.78411,7.747705,-2.807862,14.62873,2.048846,-2.155022,5.366188,2.816166,-0.5216167,0.4451276,-1.509837,-1.425042,-1.203773,2.656371,-0.04338625,2.767238,0.7803081,-1.583217,20.66861,5.719291,4.564763,7.367193,0.3207144,1.277964,6.346655,8.036641,0.3028302,-0.4138327,6.945294,-0.9156825,5.554819,6.403111,-0.04030049,3.461371,28.69776,1.77398,15.02425,4.546607,2.187519,6.498431,2.636423,-0.4795601,6.210461,-2.222044,2.110985,12.688,-2.751463,-3.475859,-4.223668,6.604159,12.57546,-0.2220321,8.309875,0.7931641,-0.1775441,52.13226,6.692125,15.35721,0.8279902,1.07884,0.5924681,7.226481,3.921179,-3.397683,6.460043,3.003162,-5.386219,2.683867,11.82749,7.274091,0.8676393,4.757831,0.5931532,3.362866,6.406345,10.27411,7.803396,3.02664,0.62978,-1.142977,8.158714,4.054603,4.51514,-0.5152835,-0.1166393,7.467098,0.02389404,3.424248,11.89515,-2.167415,-1.559739,19.36507,34.89499,2.202008,2.043514,-2.020024,6.516736,3.410423,2.196997,12.51909,22.54606,-4.987283,3.110268,3.183578,7.042823,6.492556,13.49069,1.516565,-0.6013544,6.581221,4.166412,9.767945,-1.456214,4.04705,-1.630471,27.5359,0.4015183,45.84903,4.381835
78.83688,13.20523,25.01883,9.183944,12.35772,4.599022,8.629088,-3.87625,14.28931,1.149736,0.03610616,7.264503,4.096957,0.9042099,1.356342,0.1740963,-0.1909352,0.8332287,2.808862,0.1701019,1.615835,1.528911,-2.330296,19.41767,2.91412,3.743238,8.039122,1.769987,1.341774,5.299131,4.999476,1.84117,-1.679195,8.771457,-1.679044,6.40252,5.436312,1.369452,2.766971,32.04873,1.27024,13.3346,2.256255,3.984816,6.306282,1.199199,-0.9862243,6.190368,-2.631058,0.5063317,13.01573,0.3120996,-1.818856,-2.794481,8.1908,12.14645,0.08361495,9.934348,0.3987314,-1.541378,51.26059,7.001912,15.21504,0.6386021,2.988482,0.6817527,6.909522,5.202946,-3.781532,5.182039,5.367778,-5.960534,4.643163,11.52336,6.071717,2.458578,5.480307,2.075056,3.263871,4.899194,10.7335,7.536385,1.48914,2.532492,-3.486941,8.907724,1.391029,5.793766,0.8924025,-0.04971166,8.02885,1.816266,7.085522,9.499971,-0.5320839,-2.664906,17.44066,37.84558,-0.344079,0.6630222,-0.3366461,9.544282,3.944862,2.415102,9.122593,21.4907,-5.348331,3.615999,2.197122,6.015139,6.175707,12.92273,2.725819,-0.7928497,5.534577,3.59348,12.12737,-0.7608005,0.3853856,-3.272537,24.29309,0.2676339,45.24055,4.380997
78.9368,16.50511,26.22843,8.616822,12.64852,4.303315,7.073996,-4.498646,12.16677,-0.8706877,-1.32074,4.971267,1.914411,-0.263124,1.217931,-1.127778,1.161397,0.3026771,1.969211,-0.06150543,2.235983,2.381797,-3.859488,21.03705,3.113352,1.883315,9.578327,1.559184,0.5702131,6.237961,8.590563,-1.449534,-2.422136,8.510851,1.976753,7.739811,4.042271,0.1448891,1.719629,28.75467,3.589112,14.03209,3.383775,2.231582,6.334206,1.630492,-5.187892,6.920884,-2.768846,0.1261691,11.76871,-1.280876,-3.283716,-2.413712,6.183309,7.953984,1.230134,12.4417,0.6980886,-0.08591546,50.04648,6.533236,15.0844,0.02561429,6.134917,2.168471,6.086504,3.047889,-2.902232,6.104828,6.333919,-6.304424,2.774026,10.34003,9.663218,1.183723,5.596169,-0.2068026,2.30466,4.654749,11.60469,5.389872,4.319755,1.761283,-1.832468,7.188638,0.925856,5.328298,-1.029282,0.6034541,6.801929,3.031645,4.493818,11.44802,2.667657,-1.300494,16.87701,37.29169,1.173205,2.224061,-0.3644631,8.17169,3.208818,1.930772,8.802906,20.56767,-4.609422,2.109403,1.402851,7.15954,3.485135,13.96651,2.60937,-1.93214,5.039939,0.9227828,9.039172,-1.915046,1.042776,-0.8558835,26.65946,0.1399333,43.1154,4.380196
