 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72
15.4876,0.9121677,42.55867,18.07984,15.16842,5.381567,24.23225,0.03759475,2.118565,1.736956,6.062489,-4.376736,1.549219,1.332971,12.5523,9.143828,-1.400522,1.088776,-0.5684173,0.8669275,1.851256,14.18039,27.72246,0.5112996,0.9763521,1.283953,6.86942,0.3875823,0.08007221,1.99153,5.678609,4.265486,6.138357,3.38677,11.79194,23.45982,1.430987,-2.587549,1.666795,4.614407,1.799386,-0.07590251,9.887713,0.7113873,1.950173,24.16366,3.415123,3.538994,23.10331,-0.2223773,8.720962,4.64285,14.34297,1.108038,40.14841,0.162842,3.199327,3.920986,32.44412,3.113485,3.065564,5.987904,-0.6853876,4.648318,3.140705,-2.607407,2.196412,-1.283132,-0.5425027,18.89917,2.502994,-0.5068212,16.55057,1.90836
15.58752,1.758459,41.38431,19.711,14.80674,5.008243,27.10403,-2.043544,2.005158,2.897036,8.144996,-3.665571,0.2922095,1.5537,13.41553,9.41654,-1.302177,1.528387,-1.378135,0.6913472,1.437162,12.65063,25.79063,2.613601,0.3131309,-0.4433272,7.436368,-0.1147548,0.8556053,0.4427827,8.795716,4.022027,7.829458,4.829741,10.30191,23.73641,-1.395709,-1.122918,1.688056,5.072383,-0.8976383,2.541412,10.29517,0.3277526,2.995856,20.64258,4.321366,1.849648,21.25154,0.08025556,9.667698,4.026505,15.24231,2.75635,36.65828,-0.5477045,4.060882,4.819038,34.4621,0.5432232,2.585959,7.307146,0.7296187,3.343402,4.041905,-0.3107153,1.809436,-2.550299,1.539276,20.07843,2.522279,0.3289224,19.13675,2.910129
15.68744,-1.274809,38.73104,17.70726,15.15595,5.022102,30.16928,-0.116711,2.38495,5.043625,7.092562,-3.036228,0.1636685,2.092876,13.48457,7.656895,-1.065863,3.412481,-1.250202,2.239411,0.9398876,10.69903,26.52131,1.286469,-0.4655534,2.39588,7.894667,1.70954,-1.457093,0.02644087,6.203552,3.25451,7.685493,3.121265,9.69472,21.43097,-0.4889199,1.763814,1.438293,6.198275,-0.9541184,0.400035,10.08561,1.046358,3.616159,22.79847,6.080662,0.7823884,22.03594,-1.200912,10.41029,5.988252,15.14828,2.784708,37.38615,-0.002375538,2.388923,5.526546,33.23913,0.259028,2.020262,8.423411,-0.2808059,4.086565,3.242983,-3.175409,1.032268,-1.560449,0.9713026,19.77174,4.981225,-1.224485,17.62364,4.335097
15.78736,2.166787,39.41909,20.57944,14.48684,5.660203,32.03705,-0.03355127,1.675838,3.20725,5.139417,-2.0671,-0.5048881,2.976308,12.38138,9.301989,-0.3253818,1.965275,0.0844345,1.813,0.7722467,11.09271,26.37306,0.9967909,-0.7479696,2.251839,9.129189,-0.6247436,1.68166,-1.722383,7.705026,2.419088,7.077522,1.990359,10.43466,21.93141,-0.2048021,-0.6333134,1.348669,5.271759,-0.8657154,-0.8165882,10.45006,-2.359348,0.5674066,23.30522,5.936218,1.318775,21.95946,-0.4560831,10.92653,6.630833,10.73672,0.5181372,38.9204,-0.5987907,4.462824,5.868708,33.98094,1.189664,1.609427,7.581017,1.701033,3.60363,2.816528,-2.345914,1.518464,-1.54826,1.755626,19.40917,4.487958,-1.539762,18.96765,3.788323
15.88728,1.605956,38.91634,20.36779,14.69306,7.164367,33.36549,-1.011173,1.867949,4.131375,5.844037,-3.196105,-0.9675996,5.145243,10.8064,7.22226,-0.1332092,3.40829,-0.2223709,2.610268,0.4325266,9.971724,24.35137,2.188408,-1.986007,-1.821955,7.563266,3.008035,0.9939226,-2.579588,6.557231,0.4192653,6.734495,0.5990169,10.73919,21.53101,-0.239558,0.102845,-0.6616855,4.377523,-0.02459182,3.38674,11.17504,-1.821889,0.09161788,22.99902,6.332258,1.106668,21.27504,-1.937628,10.29003,6.683668,11.38145,3.450464,35.2871,2.258965,3.915603,5.026613,37.39599,1.511062,1.295028,9.552002,0.9735889,4.253251,1.658383,-2.587112,0.4261375,-1.909454,-0.5084422,17.98681,3.311526,-0.6007057,16.47487,3.574294
15.9872,-0.1612969,40.09918,21.42717,13.27614,5.333178,30.29214,-2.688602,2.006311,4.213804,5.339872,-1.804783,-0.1595026,4.998092,11.42834,8.892047,-1.87611,2.155715,-0.4987729,0.9838982,1.125061,10.86018,24.83805,1.953893,0.5367454,0.2971897,5.486762,-0.178941,0.9001106,-1.807803,7.785437,2.206428,7.087838,2.905835,8.591935,21.33904,0.7949713,0.5906585,-0.7395474,4.397972,-1.563996,2.949019,13.36995,0.527476,0.24931,20.10923,6.035918,0.2735782,22.30681,-2.099471,11.89517,6.043668,11.41273,2.100996,34.24346,1.314329,4.145131,2.829716,36.87143,2.164628,0.2212099,9.953267,0.3665881,2.598514,4.258922,-3.438486,1.986146,-1.293433,1.266869,17.54459,5.242848,0.02033444,20.07115,3.063812
16.08712,-0.3905207,36.43395,21.0038,12.63256,6.08592,30.24708,-0.2471515,1.264675,5.639684,5.038638,-2.056682,1.399164,4.549509,10.14962,6.215296,-1.495045,1.232322,0.7133546,2.861279,0.8491865,10.83451,26.20143,2.817885,-0.110946,0.9256377,7.531126,0.03004652,0.2700897,-1.893681,5.266215,1.696429,6.469901,1.93317,13.39741,18.71012,0.991774,-1.972006,2.537876,4.191264,-1.24161,0.9924703,10.78347,-0.9037297,1.291338,20.24937,5.557223,2.915438,19.76459,-0.3627819,10.51578,10.22786,11.21016,2.123355,30.49582,1.931286,2.850917,3.906221,34.18193,2.171867,-0.1898406,6.885992,2.581984,2.5356,-0.23047,-1.421796,2.563349,-0.7153624,2.209992,18.26518,6.338909,-1.14876,19.4679,5.362261
16.18704,2.545275,38.82473,23.83065,12.10275,4.735701,28.08726,-1.222773,2.225342,5.075125,5.704471,-2.75584,2.40785,4.256053,11.56223,7.763127,-0.8084484,2.030367,-0.8490013,4.529338,0.44704,7.867662,26.19855,1.074527,-0.5645708,1.762162,6.67715,-1.965908,0.2079269,-0.6235282,5.840356,-0.9685655,7.548556,1.702981,11.57452,18.67728,0.9224809,-0.4979033,0.4700759,3.457304,-1.216616,2.5094,10.53939,1.216481,1.210445,20.1123,3.996225,2.434571,21.71504,-1.105687,8.692505,8.250965,9.778914,2.082507,32.10664,0.7092628,1.765867,2.888585,33.8881,1.047653,0.4050192,7.727205,0.5539935,1.657238,0.5438715,-1.752355,1.024404,-3.217405,2.088897,18.35001,5.655219,-1.627891,18.0906,4.769964
16.28696,2.596631,37.48571,24.7828,14.40836,3.508172,24.25956,-1.335988,1.438609,7.268632,3.60238,-2.286473,1.479482,3.447278,10.84352,8.502257,-1.350213,-0.2400181,1.935465,3.661554,-0.507476,7.342031,23.97397,-0.3125211,-1.409563,1.198599,6.537312,-1.837543,2.086246,-0.1814864,5.82536,-0.7764644,8.39174,3.805974,12.32509,18.06627,1.443727,-0.7734216,-1.291744,2.933418,-0.3173813,1.924058,9.404119,-1.303765,1.535421,21.58462,5.244892,2.517225,20.30424,-0.8800654,8.376431,7.86714,8.485373,2.164267,31.16568,0.6240077,3.758494,1.258202,34.46575,2.370148,1.397048,7.806715,-1.083959,4.207418,1.600222,-4.139197,0.9963323,-2.856367,3.254809,16.02368,8.996594,-1.26461,17.14198,4.206295
16.38688,1.282451,37.90833,24.77805,14.60423,4.223343,23.8761,-1.092432,2.159656,5.167929,5.007188,-2.449736,1.743756,3.777307,9.740821,7.517507,-1.342947,-0.3995255,0.8964562,2.862639,0.07511091,7.900846,22.08321,0.7099913,-0.7586209,-0.2579883,7.846512,-1.080533,2.078176,-0.7580571,5.820317,2.23069,8.324186,2.935224,10.52956,17.60742,0.2099005,-3.524525,0.7944716,6.677161,-0.3187516,1.530808,10.24341,-0.1214418,0.06209945,21.13051,3.592298,2.047187,19.56883,-0.1840361,9.579082,5.759565,7.511695,1.119283,32.39722,1.152776,3.593842,1.810532,30.61322,1.033381,2.637221,8.179409,0.000902181,4.4692,2.777133,-2.837833,0.7998954,-0.8507555,0.8021231,16.16483,11.4977,0.091488,18.47441,3.669867
16.4868,2.96369,36.7614,23.85012,13.97144,5.176894,24.05015,0.8888476,1.509268,2.422044,2.270648,-2.596551,2.975955,4.975125,8.038489,8.349274,-2.460768,0.8217915,3.7428,2.880132,2.090216,7.490008,23.1206,2.081208,-1.133346,-0.2077234,7.445571,-2.797072,2.216431,-1.138648,4.667818,1.230291,7.626224,0.9289116,10.88186,17.27047,2.466552,-2.480135,1.182206,1.943064,1.88923,0.6150824,9.398094,-1.92615,3.556078,19.32589,3.670101,2.434772,18.90368,-1.67144,9.609954,5.355462,10.58153,0.9493069,30.3124,1.750287,4.110242,1.405882,30.08339,1.008234,2.032754,8.547316,-0.3296763,3.792193,2.768815,-3.247876,0.558219,-3.935241,4.331043,15.74046,14.21135,-2.423552,20.67933,3.15936
16.58672,2.070858,35.91739,23.79866,13.72909,3.000066,23.89336,-1.180335,1.317783,4.795211,2.631075,-1.109327,4.70902,5.766777,8.196707,6.363569,0.08371883,1.680555,2.647578,3.412459,0.9306188,4.644661,20.92467,-0.4052851,-1.859713,-0.3206099,7.340704,-2.150689,2.168601,-0.5862121,6.71498,3.910303,6.296556,2.866448,11.34546,16.11222,1.204831,-1.884832,1.753768,7.538667,0.9195712,-1.426224,12.30822,-1.89632,1.424015,20.75665,3.255229,2.153859,20.28709,-1.115099,9.601418,7.903757,9.515783,1.35446,29.6282,-1.337255,1.36204,2.70214,30.12544,1.282638,1.703774,6.18057,-0.5482187,5.070458,1.551571,-2.544952,-0.0132193,-0.6284636,1.59775,16.71488,17.13254,-0.1014635,20.17159,2.673521
16.68664,4.637758,36.81174,22.51813,15.46645,4.370877,23.75881,-0.2962979,-1.04592,2.49313,3.613925,-2.008756,2.74849,2.932893,12.54902,5.523135,-2.626332,1.810856,5.020682,1.69693,1.281201,6.718677,21.54173,-0.5307038,-0.4314715,-0.7151937,4.505661,-1.735287,3.531085,-0.7946351,7.139394,4.337264,7.619517,2.402748,11.94947,16.75377,1.091353,-2.461193,0.5393259,5.359342,1.333718,1.681358,11.811,-0.3198298,0.9731132,18.79732,2.120541,3.191957,18.46789,-1.702799,10.17333,9.129632,7.574304,-0.5011265,29.821,-0.3851756,1.690831,3.308449,30.04906,-0.4598848,2.801613,5.732257,0.4157842,5.612531,1.258998,-2.377003,-0.009316989,-2.38847,2.578786,14.70508,18.37432,-2.044487,19.82956,2.211154
16.78656,2.940607,37.03251,24.34466,15.40934,5.060176,24.32215,-1.894116,-0.03205054,3.648227,3.053942,-0.7591708,3.533939,2.453836,10.0705,6.538812,0.6443526,0.7528962,3.40697,1.551632,0.6732987,6.418657,19.25169,-0.8047978,-1.589562,1.635688,6.444909,-0.05898081,0.9476596,-0.0781859,7.028239,2.669126,5.51842,0.6846091,10.73072,14.1078,1.265008,-0.4836601,4.709429,4.643048,1.095292,-0.8714941,9.424861,-0.6501192,0.5011975,18.49286,2.628851,2.054937,18.92832,-0.4268017,11.07843,7.412352,6.793577,1.235534,28.75923,0.3229107,3.596822,2.262516,27.77208,1.007828,2.100529,6.040721,1.662379,8.482117,1.141255,-1.431777,-0.257041,-1.740591,0.7495303,13.53789,17.50671,-1.718222,16.28649,1.771124
16.88648,1.658808,35.25155,22.0302,13.78017,3.546375,23.67765,-2.091192,1.782858,4.515664,2.323409,-1.065516,2.387437,2.618164,10.45597,4.858809,-1.466216,3.00015,5.544478,2.124427,1.492674,5.649511,16.87864,1.078996,-1.051887,1.607694,4.635734,0.1420587,1.029303,-2.809973,6.893683,1.55083,6.446445,3.03157,9.428082,15.6665,-0.4091602,-0.4974586,10.11938,6.027503,0.9326605,0.5839427,11.95047,0.4502264,-0.340954,18.25799,1.29335,1.567321,18.42968,-1.073376,10.03479,6.946769,9.078174,1.750758,29.79565,-0.6385168,3.957345,2.153607,26.36908,-0.596064,1.552722,5.856483,0.29407,7.89673,2.333144,-1.686718,-1.537658,-2.282508,0.6641425,14.29242,19.37227,-1.88018,18.50785,2.111991
16.9864,4.209012,32.96138,22.1204,14.67039,3.351867,23.04601,1.242078,-1.195379,4.39167,2.16347,-0.9165995,2.941105,2.880352,7.421528,6.710026,-0.6481001,-0.8320509,3.60183,1.567625,1.1243,7.818512,17.79856,0.6849054,-1.395342,1.674132,6.970408,0.1967403,3.683533,-1.744363,6.305334,3.767751,5.538434,2.464745,10.41978,15.03059,-0.897436,-1.471559,15.03428,4.929354,0.9448416,0.5179268,12.1519,-0.9981677,0.2046499,18.64133,1.538642,0.6283069,18.42045,-3.614523,12.681,5.873816,8.237517,0.3393654,28.90463,-0.4026993,3.678058,2.044651,28.13653,-0.2043516,2.052107,3.240321,-0.2474706,5.74077,0.9758261,-0.965108,0.3265182,-3.51445,0.2336217,14.52501,18.20045,-2.181837,18.44407,1.674576
17.08632,4.248279,32.38713,20.38119,13.50607,2.119162,22.69425,-2.022474,-0.113657,6.700945,2.789692,-2.692718,3.013995,2.761448,8.029257,7.652093,-1.193744,0.4922281,2.424024,2.435431,-0.1296506,7.71389,19.52114,5.300169,-1.970107,-1.161488,6.066067,-0.4796394,2.986362,-1.938164,6.062409,1.056791,4.537658,-0.2850762,12.43514,11.96131,-1.328669,-1.400321,12.58224,5.568958,-0.1446833,1.307605,11.26594,0.05250122,-0.7208612,16.10654,2.340865,0.4964211,17.59843,-1.130745,13.10138,6.224029,10.95415,0.491998,28.2261,4.115618,2.182722,0.07253319,25.52483,-1.378287,1.739571,4.603885,2.032565,7.25447,1.565589,0.4727427,1.303288,-2.501002,1.524959,14.7795,19.83329,-1.274266,19.90713,2.258503
17.18624,3.537757,29.64493,24.84741,12.64943,2.463659,20.84787,-0.7021633,3.389527,4.843917,2.340208,-1.865577,0.9076557,3.940285,8.705331,8.888124,-1.356988,0.8430916,5.336827,0.2632712,3.067795,8.046864,19.57553,2.890359,0.05941478,-0.4957094,3.930749,-2.185377,-0.08805322,2.958077,4.84993,1.457537,7.518238,1.910737,11.96419,11.60818,0.4407549,-0.1406888,9.809519,5.466026,0.5210892,3.569272,11.40061,3.956309,1.045129,16.14903,1.10732,1.497072,20.76819,-2.232847,9.353158,5.97396,10.80175,0.2590673,28.63122,3.841429,3.279487,2.740856,23.85088,-0.9027594,3.27499,4.25317,0.2754951,5.578882,1.428798,-0.9985549,0.3362958,-0.487477,1.053205,11.21445,16.55188,-1.44622,18.35166,1.811357
17.28616,3.092246,31.54937,24.06197,12.2536,1.927387,21.86855,-0.8147478,3.015654,2.916476,1.134389,-0.09352413,1.19785,1.167743,8.397413,9.68686,-0.3671908,1.141321,6.638456,1.929077,3.064181,8.383397,16.08835,4.039224,1.373114,-0.4180882,4.884079,0.9690527,3.555928,2.178249,5.196513,3.217242,7.95986,2.13414,11.1692,10.52085,1.253019,-1.108227,10.65272,5.031127,1.407791,1.237091,11.64351,1.291837,-0.1205514,17.01371,0.5239763,0.2169156,19.42973,-3.060112,8.446491,6.108654,9.761366,1.622238,32.19561,2.011349,1.766544,1.177692,23.50083,1.255586,1.965683,3.81071,2.435229,8.295599,2.94745,-0.006769154,-1.830498,-1.462679,2.124163,14.34556,15.71566,-0.9006945,14.10264,1.386051
17.38608,3.758019,30.4362,21.52999,13.45868,2.125753,25.7054,-1.532602,7.489407,3.088549,1.393235,-2.19812,1.724092,1.55978,8.577494,8.745446,-2.462142,3.969192,6.346353,0.6883931,0.8130541,10.3706,18.88379,3.5552,3.138271,2.683987,3.989729,0.3778336,4.474483,2.437735,4.466256,1.442406,6.480561,2.472824,10.72709,11.18374,3.030039,-1.360802,9.643611,3.975526,-0.2605937,2.035104,13.68163,-0.1718094,2.113663,16.93124,1.129078,1.007065,19.94837,-2.871963,9.38588,7.52537,10.57032,3.038024,31.99289,-0.1009347,1.985629,-0.6626362,28.25336,2.612926,2.966476,4.727327,3.691917,6.338892,3.953552,-1.471848,-1.066149,-0.08027131,1.1629,13.69385,14.77838,-1.497509,13.96088,2.692629
17.486,1.990006,30.64141,22.47046,14.2454,0.9058765,28.2194,-1.372646,15.10783,3.992898,2.461744,-2.081225,3.084711,2.176527,9.497269,8.059603,-3.610231,4.163742,4.772659,-2.338822,-1.222833,9.895531,17.20964,2.86488,1.243021,2.44468,2.236441,1.85197,4.236008,1.457368,5.507242,2.040509,8.364425,1.392694,9.492516,12.06849,2.363636,-0.09958832,11.05877,4.492483,0.4122218,1.101397,11.92695,0.7770955,1.8613,14.04646,2.231142,1.153427,19.36625,-0.4897611,8.574706,6.735108,13.68932,0.9513208,33.85618,-0.400475,1.482085,-1.247577,27.807,2.650528,-0.08598001,4.338464,0.02225623,7.737726,2.874943,-2.941526,0.3406361,-2.573074,0.7100131,11.32353,16.56098,0.1965325,17.31036,2.227712
17.58592,4.004721,31.83188,20.32973,12.25795,-0.6642763,30.58548,-2.071715,20.62074,4.259086,2.79667,-0.7393374,2.513771,2.483776,11.81507,6.815106,-1.577053,6.264671,4.952488,-0.01882778,-0.5145713,6.35493,16.46684,2.196856,0.5060139,4.493035,3.285139,-0.599711,4.766145,2.514261,4.378245,3.975481,8.8577,2.613265,7.876444,10.39297,2.915176,-2.694474,9.998253,2.367117,0.8182926,0.3963696,11.23724,-0.8049746,1.090318,14.77488,0.1679803,-0.01569972,21.01216,-3.280375,9.064682,7.088724,10.62204,2.772308,34.04594,-0.2447024,3.024597,-1.284304,26.47365,1.174284,0.2665509,3.927292,-0.1149274,7.012227,4.439801,-3.263702,-1.515508,-1.501526,1.416211,13.59694,14.23913,-1.078712,15.54912,1.785335
17.68584,1.813854,30.4922,20.45044,11.97015,1.761112,31.97334,-1.014834,24.67472,2.329407,3.01808,-0.975069,2.418505,2.207953,9.178066,5.885098,-0.6865184,4.569312,4.24758,-0.6268524,-0.1038218,5.725711,15.96545,1.824858,1.314524,4.788398,2.759828,-2.475462,6.410508,5.565358,3.04057,4.261927,13.01636,1.584553,9.248686,9.15624,4.240835,1.476451,10.61197,4.757367,0.7281299,1.173644,12.08856,-0.06986934,3.145746,17.06707,1.161338,1.176362,19.75487,-3.086889,8.761353,8.070857,12.60306,2.68639,34.79776,1.530658,4.49914,1.966907,27.66468,-1.641845,1.30097,3.829116,-0.7293246,6.819531,7.659896,-2.034374,-1.233987,0.2586218,0.7355585,12.5542,13.83046,-1.120869,13.42926,1.364405
17.78576,4.581353,32.85772,19.52008,11.50991,1.612142,34.94024,-1.585901,26.15522,4.459013,1.660199,-1.19777,1.461518,2.545505,11.04102,3.517064,-2.371509,10.27623,6.031351,-0.08564432,-0.4449602,6.541651,17.87264,1.928375,1.6063,5.355538,4.206376,-0.9958543,5.533903,4.328826,4.448276,6.697944,13.54686,3.9718,8.147378,8.425594,2.456065,-1.030001,14.97251,4.128349,0.3050576,1.025395,13.57953,1.255067,0.4627207,16.79882,0.7678701,2.451391,18.23021,-2.420136,10.15446,7.254534,10.20574,0.7067201,39.95574,-2.082514,2.645047,-0.6877495,26.58254,1.499393,1.202477,3.956309,-0.195561,13.47336,5.488703,-0.749455,0.1748674,-1.63082,2.140573,11.95111,14.94971,-0.8261166,15.11907,0.9638785
17.88568,5.52262,32.39089,18.77351,11.72392,1.781687,35.04796,1.356802,26.8939,4.046128,2.259228,-1.131429,3.054948,2.640936,11.56904,3.482643,-1.798174,7.327759,3.720597,-0.7829103,-1.01117,8.724445,16.86245,0.6724539,0.8836498,6.600137,3.873141,-2.739193,5.021326,3.67305,4.417789,5.816581,13.01711,5.434435,9.565891,8.615236,2.831902,-1.202998,24.64429,4.118831,-0.9421741,2.25261,14.47645,-0.09356486,1.766918,13.24724,-0.1267906,0.680894,19.10909,-2.466502,8.658992,5.462667,11.49773,0.9679639,42.47625,-2.956697,3.440815,1.278603,24.77784,1.31068,-0.9110731,0.8626172,-0.7539791,14.59183,3.690252,-1.00016,-0.3067583,-1.625912,0.4910005,11.54813,16.12304,-0.7579603,15.64635,2.572427
17.9856,3.646568,33.62362,16.64577,9.072416,1.813488,35.87171,-2.45637,27.58626,2.05749,4.122661,-0.363087,1.981914,0.5116625,12.67381,3.780543,-1.581239,5.743713,3.752107,1.992023,-1.606874,6.525951,14.49617,1.953079,2.442923,7.06983,5.338556,-3.747574,5.063988,0.8586118,4.477709,2.721952,10.91028,6.058107,7.903848,7.284544,2.036984,-1.711327,26.03202,3.124169,-1.237937,0.5965465,13.13745,-0.9862829,0.3799598,13.0326,-0.213694,0.04268844,20.12178,-3.459835,9.987171,5.800968,11.69641,0.4157636,39.98553,-2.769334,2.080869,1.001952,25.0781,-0.7431971,-0.8636879,3.773341,-0.9336615,17.86557,4.32252,-2.99049,-0.4010917,-1.165754,-0.1419338,11.31299,18.74596,-0.5955024,14.78727,2.116605
18.08552,3.953665,30.56255,18.11817,8.694698,1.510274,32.75263,-2.522452,25.32126,2.854892,3.885846,-0.5433536,4.633645,1.123709,14.49147,5.096414,-3.173539,5.490166,4.149692,0.5131329,-2.053266,7.016366,14.0178,2.428084,1.904783,5.380829,5.377131,-3.063209,4.946095,2.593577,2.752486,2.895611,10.96856,5.538758,8.081317,6.182662,0.9259733,0.076095,29.93255,3.835376,-1.939682,1.993199,14.90919,0.3689052,2.322978,13.84851,-0.5515807,-0.8561645,19.291,-3.337692,9.449992,8.193402,12.32423,2.69902,39.92724,-1.558388,2.670314,1.026369,23.56047,2.091372,1.495076,1.016593,0.6256875,17.30288,2.58618,-1.893322,-0.3049845,-1.627554,1.539937,12.03874,19.55196,-1.720377,17.54184,2.783922
18.18544,0.8782594,27.98019,17.68429,9.050035,0.5443519,29.99914,-1.551415,27.40642,3.975544,2.554305,-2.106287,4.381944,-0.7582951,11.21987,2.923253,-2.959903,3.84133,3.922145,-0.2054291,0.2345999,8.064473,16.17382,2.22536,0.05920943,5.43854,3.36596,-2.427037,4.240303,3.217015,3.348022,2.286898,10.32185,4.531917,8.176501,7.752571,-0.3161396,-1.153348,28.75743,3.25949,-0.9870541,1.071152,11.52594,-0.021208,0.5837796,14.92215,-0.0514253,0.9822404,18.10599,-1.406705,7.857918,6.456775,11.16714,2.387032,37.23105,0.5320657,3.242376,1.092471,22.18701,1.012991,0.995136,2.355563,-2.11636,15.71571,3.430476,-0.8055066,0.02744333,-1.757486,0.07788027,9.490006,22.04376,-0.05401969,16.15589,6.966723
18.28536,3.95186,28.87025,18.59695,6.954905,0.3962445,31.00283,-0.4897211,32.62101,5.479818,5.490201,-0.01303875,3.149602,0.01624998,13.20423,3.717142,-2.362214,4.109969,2.997029,1.568635,-1.491714,8.43385,14.21165,2.823906,-0.2004717,3.172535,4.357114,-2.813618,3.555417,3.690769,5.579591,-0.0247073,12.19147,4.708348,7.893904,6.095203,1.714655,-1.345194,27.69275,4.311725,0.7294334,0.814467,11.66939,0.3479494,0.336826,14.07018,0.2994686,-0.4913787,17.24559,-1.114711,9.129069,7.663614,12.97066,0.7881747,37.73031,1.008622,2.70879,2.000245,21.87811,0.5498605,2.396024,1.947369,-0.6829261,13.45324,4.983152,-0.6989716,1.485742,-2.079729,2.308518,9.549354,22.71107,-2.414556,16.88589,6.306782
18.38528,4.437161,26.83262,17.23521,6.261351,1.156835,28.58161,-1.581089,36.22202,2.37842,2.402143,-0.5014867,3.500195,2.333413,10.87967,2.336017,-2.583571,3.580448,2.898501,-0.8884768,-0.5654017,9.303548,13.35349,1.5404,2.501668,4.016414,5.168284,-2.422581,1.55525,2.965823,3.875163,2.023573,11.57723,5.97246,6.713338,8.096249,2.519552,-2.598098,27.16737,3.148634,-0.0187719,1.879635,12.54255,1.019142,0.2332738,14.20645,0.9699461,-0.4951921,18.90742,-0.7456499,8.587121,7.655666,11.26761,2.016944,37.36482,-2.158955,5.651699,0.3496097,20.36074,-1.064362,2.814213,0.8029233,0.9258336,13.82523,3.670901,-0.8713242,-1.793819,-0.6467171,-1.01677,8.249553,23.65716,-1.163393,14.00489,8.398647
18.4852,2.723467,24.74569,18.29277,4.672731,-1.060689,32.63331,-0.6716307,38.32257,1.360559,0.5189734,-0.07725452,1.887509,-0.03791823,11.16158,4.869555,-3.272904,0.645179,3.692125,-0.874941,-0.4584117,8.826341,13.9144,0.8939978,4.787553,4.271063,4.554903,-1.255182,1.71277,2.873061,8.33736,0.5114636,10.77072,4.477661,6.072301,4.64876,0.706931,-2.222058,23.17937,1.807138,1.600663,2.012385,11.65414,-2.215212,0.04863523,12.48538,-0.105864,-0.1482629,18.27775,-1.320255,8.865241,8.549513,10.4076,0.4687111,37.80807,-1.149451,4.204288,1.652421,22.67761,-0.2671985,0.08137185,2.355996,-0.20707,16.90191,4.487754,-1.333791,1.483898,0.6022323,1.066355,10.00835,21.99427,-0.8541588,13.66232,7.66084
