 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72
74.14064,6.169415,5.376626,-0.9446198,5.201017,1.027221,1.973178,0.2656946,8.373558,0.2463863,29.96047,-1.334452,1.681396,1.154763,2.563143,4.192098,2.573571,1.240737,0.5600589,2.250802,3.675427,4.945567,0.2970843,55.52151,-1.184005,-0.9455761,-0.9749486,3.29552,-3.138069,1.465586,0.3005602,-0.2246351,6.560953,0.8157219,2.325069,1.2005,19.62752,11.08351,0.1267254,-0.5480572,5.227836,0.3539902,3.170316,1.294213,64.8636,4.445753,3.805102,0.1807372,1.725327,-0.9145242,-4.0488,0.4919009,13.71485,65.58641,-0.2152435,-2.810984,1.213963,-2.222761,-0.9402732,1.659462,10.50278,-1.500433,2.447822,-0.7673803,-0.5933875,-1.081192,1.123306,2.544661,2.004249,-1.736427,10.59362,-0.7164438,3.444232,14.14147
74.24056,7.651503,4.274009,0.1156478,6.469826,-1.162824,1.408119,-0.3797324,9.048474,0.1029736,29.16745,-2.346215,-0.3332638,2.488964,2.500826,2.203113,1.76652,0.6741062,2.060498,-0.2875665,2.858612,5.347234,1.170702,55.5121,-1.412382,-2.405996,0.6163141,4.99967,-3.099478,1.409145,0.3373162,2.516872,6.252139,0.8902972,3.615512,0.7745951,20.15879,10.2446,-0.7092137,2.514624,7.439675,-1.888111,4.958953,2.560544,62.06487,3.512168,3.152999,3.611166,0.4717292,-0.2228686,-4.798822,0.3901554,12.47619,67.25152,0.6534231,-3.944392,0.06820408,-1.771247,-1.430266,0.9736581,8.653367,-2.011873,2.463619,-0.713347,-0.8347995,-0.03323329,-1.251946,0.4188075,0.2808434,-0.7675731,12.62825,1.256514,1.924042,16.131
74.34048,6.458519,3.288463,0.4599026,6.184962,-0.2346576,2.242567,-0.1944842,6.976047,0.7416656,26.91013,-1.17205,3.566516,1.691905,3.3306,2.261792,1.666823,1.49595,0.6127075,-0.633678,2.498822,5.128605,-0.02030595,55.69931,-0.6744757,-1.285961,1.543591,4.525078,-3.579282,-0.1718905,1.448362,-2.055011,7.003561,-0.6379806,2.211318,-0.2300446,16.54048,9.631349,0.2074401,1.813354,6.813043,-1.837258,6.078126,0.7157843,60.85743,4.858102,2.663242,1.026435,1.09717,-0.1072478,-4.631941,-1.683223,12.5395,67.94139,-0.8653869,-2.257962,-1.018467,-0.5916731,-1.325451,0.4857447,8.089946,-0.6368446,0.8977833,0.4498025,0.1340892,-0.4935629,-0.798616,1.446647,1.798713,-1.380926,12.03212,-2.405499,2.964091,16.82713
74.4404,6.413114,3.909176,0.3067699,5.608999,0.6268098,2.577967,1.796176,8.542711,1.414321,28.59492,-2.543233,3.647706,1.408408,3.440147,2.272907,1.116052,0.8043046,1.376832,0.2814417,2.103695,4.305464,-2.093535,55.89309,-0.1136242,-0.5755172,6.793674,7.271682,-3.681959,0.8768575,0.4140857,-0.0530493,5.986509,1.926845,2.099852,0.648737,15.9013,10.43139,0.5491861,0.04241531,5.39649,0.6053635,5.762159,-0.197924,60.33401,5.729524,2.889428,3.287845,0.3725292,-1.379174,-5.521633,1.013153,13.24776,69.25523,-0.612725,-3.154293,0.02780595,-2.060436,0.3939828,1.689093,8.243593,-0.314081,2.035983,-0.9435435,-0.1772757,0.202665,0.3473989,0.7054197,-0.03225228,-0.8003082,11.26908,-2.79424,4.390749,15.6972
74.54032,7.083112,4.105496,-2.205944,4.544672,-0.2579397,2.261243,-0.3148053,8.775699,-0.3176074,26.90694,-2.365095,3.227715,3.107751,3.231255,2.651146,1.473889,0.8485406,0.2734933,-0.1574673,3.204235,3.155472,0.3827571,54.15568,-0.8168096,-2.219899,12.80097,6.878235,-3.391805,2.750809,1.78876,-0.8119508,5.874737,-0.4704778,2.611691,0.4343845,15.66507,9.316114,-1.10647,1.580447,5.002989,-0.7473236,5.588122,0.2748789,60.26796,6.522543,2.861593,0.9409735,0.4192407,-1.74972,-3.208024,-0.3691302,11.45594,71.74968,0.04924426,-2.67815,-1.888751,-1.64247,0.3426508,3.079911,7.414861,-0.8885404,1.406098,0.3523052,-0.2887587,0.3794719,-2.312594,0.01577325,1.914857,-1.244037,11.7671,-0.01096056,1.893398,17.22002
74.64024,6.110087,2.855309,-0.9845212,3.719769,-0.5553645,1.272884,-0.1911462,9.809328,-0.6610624,25.31708,-0.5029727,2.915263,1.232063,3.736272,2.103418,2.766023,2.38002,0.2534097,-0.2684838,3.787948,1.629317,-1.433969,52.38881,-0.02045671,-1.230981,16.49061,5.670538,-2.403352,2.469733,1.20381,-1.946524,7.175581,1.14917,4.063016,-1.468768,14.30649,10.56876,-2.793631,2.203042,2.91219,-1.77948,4.357681,0.1061511,57.52016,6.467182,3.585387,2.312628,-0.3177794,-3.490606,-4.058438,1.309174,11.81387,71.28168,-0.6632717,0.9974946,-1.126837,-2.21655,-0.3594519,2.038204,9.972054,-1.121236,2.802501,0.5021161,0.8240917,0.2755246,0.4066449,-1.813536,0.4258028,-2.045504,12.85767,-0.986894,4.196167,16.07349
74.74016,4.341703,0.9568914,0.8211917,3.27779,-0.4471531,1.932028,1.241032,7.762489,-0.2942137,23.78944,-1.395188,4.154211,2.984718,3.381109,3.043279,1.394371,1.2312,-0.3011485,0.3715205,4.454796,4.373316,-2.128572,50.63117,-0.02580631,-0.4450098,21.356,5.221121,-1.220403,2.617974,0.4634371,-1.06242,6.436026,2.386551,3.712296,-1.018529,13.65604,8.985033,-1.746181,1.106992,5.677553,-2.146529,3.699416,0.3165616,57.4131,6.379079,3.540615,2.245246,1.062616,-0.3804799,-3.296261,1.123436,11.79018,73.20773,-0.8709873,-0.6381106,1.338866,-2.498356,0.6254425,1.222446,9.902657,0.5125186,2.614665,1.81346,-1.532495,-1.281451,-3.514359,0.2624645,2.183626,-1.682118,12.44114,-0.572548,1.123713,14.98149
74.84008,4.094422,1.004695,0.2870898,5.778375,0.9950384,1.404641,0.6869049,5.908445,-0.9732441,24.14446,-1.961927,5.316061,1.704365,3.090371,1.444726,1.689219,0.8567163,2.166683,-0.7792438,3.293427,4.286632,-1.726477,51.58392,0.1117047,-0.6578825,24.91027,10.00159,-1.691832,2.830392,-1.168769,0.167644,4.975712,0.6765324,3.41465,-0.4219179,13.14127,9.443361,0.06441889,3.043068,1.922109,-1.569106,2.678003,0.8599488,54.36779,5.182979,1.39204,2.375478,-1.188485,-3.027543,-3.101341,2.582906,13.70165,72.35029,-1.08989,-2.406564,1.238529,-1.120137,-0.2485866,0.7872998,11.3014,-0.7489526,1.844372,1.708491,0.3174978,-0.3706871,-1.016796,0.01942822,-0.726993,-0.4380005,12.6826,-1.539351,1.450387,13.94142
74.94,5.947353,2.91308,0.4302114,3.202645,-0.184034,1.481302,-0.4684339,9.127608,1.640826,22.73056,-2.561643,5.844015,1.365705,3.296633,0.4254554,1.626894,-0.9791009,0.6273132,0.9453396,2.360161,2.787831,-0.6476666,48.95321,-0.2968079,-0.907346,26.88867,14.03212,-0.7254629,1.29398,-0.6947562,-0.1361726,5.401406,-0.5343543,2.622231,-2.358243,13.75582,7.563193,-1.530959,3.836314,1.115638,-2.451974,3.645735,-0.06464308,54.95546,6.205501,3.898063,-0.04937883,-0.2408544,-3.915594,-3.967121,-1.763065,12.63587,71.87436,-2.485504,-2.800688,0.4266505,-0.3308887,-0.5854341,1.9341,9.457188,-1.081241,2.626851,0.9094499,-0.4288461,-0.05085895,-1.270504,0.2753381,3.487072,-0.4472328,14.47353,-1.031124,4.085806,18.01948
75.03992,7.005667,2.826433,0.6343663,4.163753,-0.06538686,1.930471,0.1896458,7.68251,0.8913722,22.50728,-0.9213805,7.382468,2.563699,2.051519,1.15401,1.798048,0.9404824,0.9821207,-1.5646,2.981481,4.21413,-1.844107,52.42553,-0.03964346,-1.76555,29.31326,18.75553,-0.8808926,3.205267,-1.936667,-2.648054,3.62905,2.556703,2.230572,-1.153888,11.45424,7.647755,0.5799957,3.519028,0.8976766,-1.941032,5.053413,-0.6173716,52.88152,5.922936,3.58548,1.411575,0.3202029,-1.243097,-3.995541,0.3290364,12.12952,69.61419,-0.5990328,-0.9567477,0.6293135,-0.5137469,0.299795,1.497428,9.983525,0.09409711,1.485361,0.3136464,-1.340552,0.4179373,1.247171,1.354437,1.85545,-1.174522,11.28918,-2.039197,2.22022,18.41796
75.13984,7.137286,0.9255354,-0.08995567,4.369374,2.603621,-0.2607929,0.3062031,6.40853,1.154132,20.40831,-0.293712,7.557763,2.670481,4.649003,0.7194512,1.44792,-0.8791491,0.6737349,-0.2973735,4.275476,2.939934,-0.3727833,49.99119,-0.4207691,-0.8598939,32.41544,22.53138,-1.029837,2.355247,-1.751597,-2.301888,4.404593,1.32915,1.762609,-0.6138472,13.90514,7.30946,0.05440246,0.2560287,0.6812682,-2.272084,3.915203,1.127597,51.699,5.526448,1.425653,0.7661975,-0.4711005,-0.3383441,-3.236385,1.058967,12.4877,71.17422,-1.226719,-1.756111,1.193705,-2.963419,0.5438893,1.517568,12.06996,-1.212385,3.11374,-0.8439788,-0.3628636,0.9181958,0.9386231,0.3748675,1.933034,-2.240214,10.52099,-2.735687,3.073759,17.21908
75.23976,6.687157,4.247365,1.15414,3.978471,-0.231039,0.7283369,0.1295399,6.094117,0.4239146,19.47942,-0.2639524,6.721167,0.7949589,3.60353,-1.773208,2.243102,-2.016801,-0.1171264,0.5620545,3.958291,1.701996,-1.839679,50.40866,-0.5613902,-0.5408015,34.10025,25.89577,0.5745745,4.062692,-1.901186,0.4817689,3.669582,1.035785,0.8007925,-1.506953,16.57272,7.756158,-1.649903,2.560299,1.028173,-4.050701,2.566688,-0.7005857,51.16349,5.465588,1.607248,-0.04201894,-0.0854525,-1.813779,-1.605208,1.34146,13.00517,70.01543,-1.534192,0.5482472,1.47975,-1.511579,0.2051006,2.072291,11.51912,-1.511955,2.013101,-1.703784,-1.937481,-0.6442651,0.3659456,0.9954867,1.862412,-1.248843,11.20751,-2.253746,0.1185205,16.07699
75.33968,4.85226,2.085386,-1.806441,3.688142,-1.233238,1.889351,1.589943,8.256277,0.4057067,20.98412,-0.1237828,7.163241,3.027994,3.755361,-2.536296,4.598252,0.06558956,0.735449,1.151059,3.667869,3.316227,-1.313489,48.27043,-1.036774,0.2278958,37.21497,26.60551,-0.2530013,2.020591,-3.421189,-0.9060043,3.039732,1.68461,0.6808707,-1.96969,21.27279,5.712367,-0.02520495,-0.3889106,0.6785548,-2.124239,3.741227,-0.9108896,49.79684,6.852889,0.6951908,1.219065,1.738631,-2.625503,-1.646594,0.5372804,12.46411,69.79452,-1.405817,-1.041363,-0.07916334,-1.762159,-0.475232,1.702716,10.3215,-0.05933157,1.126857,0.5625803,-3.617774,-0.0390448,-0.06991687,1.667033,1.578419,-1.084679,9.828568,-1.882243,1.920596,14.98899
75.4396,5.454136,2.040581,-0.2447122,4.397233,0.004454173,2.942147,0.8089078,6.014297,-0.5477893,17.61014,0.9981186,5.867857,2.413325,1.948755,-1.601081,4.542936,-2.240623,1.55704,-1.468433,1.897166,0.8998925,-1.07229,46.99239,0.01301112,-1.733633,37.4656,29.69128,-1.589423,3.999695,-0.31619,-0.8156825,3.45161,-0.1942478,1.646095,-2.157989,24.82803,4.941823,-0.844486,-1.607156,1.123995,-2.243848,2.950238,-0.2675005,51.60401,6.267776,1.261224,2.171587,-0.9135944,-0.4291573,-3.107234,1.453607,13.09593,67.27379,-0.2773889,-1.191005,0.5393242,-4.286418,-1.657646,1.697007,8.623503,-2.364681,0.3447994,0.3020744,-1.277268,-1.35425,0.300528,-2.002578,1.907231,-0.6719699,10.18973,-1.434392,1.720341,13.95252
75.53952,5.20337,0.0222498,-0.8891959,1.926527,-0.7463921,2.292928,1.365926,7.44524,0.3064943,19.22123,-0.06194359,4.864094,2.302821,4.568878,-0.7831652,0.9824602,-1.028999,0.7007096,-0.537009,1.439648,3.540463,0.02901022,45.85908,-1.556852,0.6448696,36.49409,30.31782,-1.718444,4.887749,-3.364495,-1.028198,2.169824,-0.3412178,2.00898,-2.142023,25.94067,6.731754,-0.8446258,-0.6309671,0.1663893,-1.91662,1.208547,-0.6119725,48.0393,6.002942,0.8759389,2.693081,-0.6178417,1.478815,-2.989108,0.3486946,9.910461,66.85656,-0.6676419,0.6589671,0.3540493,-4.23685,-0.6556004,2.698746,8.641136,-0.7912285,-0.1063016,0.8546596,-3.037239,-0.2086699,0.612763,0.01417304,1.950313,0.3320845,9.273814,-2.924236,1.763745,12.96514
75.63944,5.731357,2.682768,0.1666613,4.248499,1.491374,2.682591,0.7827242,6.48294,1.679229,18.37282,0.7270784,6.28064,3.508252,1.279377,-0.5105014,3.098529,-0.3323321,2.49273,-4.063686,2.639191,3.283154,0.052591,44.44998,0.4295641,-0.2466211,35.67756,31.14277,-1.466096,4.185321,-2.184714,0.1169318,1.986326,0.7458677,0.5127297,-1.19263,26.62968,6.915145,-1.667313,-1.114283,1.228002,-3.213464,4.875981,0.2692001,49.74455,4.299686,1.575558,-0.2826667,-0.2115594,-1.314279,-1.456849,1.052719,10.74042,66.29211,-0.5647005,0.4932618,-0.3890504,-1.783842,1.135636,0.2278845,12.5672,-1.70768,1.278435,-0.4081963,-1.973923,0.6740497,-0.1175694,-1.16389,0.5429577,0.0827859,9.726303,-0.7487429,1.049914,18.74117
75.73936,5.235154,2.381665,-1.661495,6.257556,-0.4215056,0.7106981,1.492656,6.657848,1.175901,18.18918,0.304815,6.328871,2.572161,5.393442,1.50244,3.681313,0.5326974,0.5397242,0.247097,2.489856,2.09516,-0.3582461,44.68298,-0.8177515,-0.664752,33.08478,29.35847,-2.44719,3.980148,-2.481859,-0.2137065,1.728718,-0.3339895,0.6229209,0.6790993,26.54321,6.728802,-0.3170216,-2.028777,-0.1807802,-2.945427,2.720589,-2.048843,49.75738,6.383482,1.608663,2.101076,-0.8264629,-2.484127,-2.464188,1.750358,11.58033,64.86983,-1.077538,-0.1305579,0.2386412,-2.282441,-1.137939,0.5332087,17.5133,0.6648352,2.094553,0.4174275,-0.6098413,-0.288896,0.5053762,0.8400361,1.730869,-1.663809,8.819263,-0.4178093,1.239522,17.53053
75.83928,4.142154,1.689263,-0.7635618,8.717762,1.307067,4.013882,0.173699,6.435224,-1.031069,17.54118,-1.964809,5.619554,2.321716,5.490804,0.4679616,2.732549,0.5619374,2.198025,-2.712151,0.6403306,1.944983,0.9711401,43.37057,-0.9285875,-0.6672825,33.40484,27.63481,-1.741152,3.681151,-1.438687,0.1273382,1.1163,1.123763,0.1782521,-2.178362,25.3626,6.016777,-1.45525,-1.399759,0.9809083,-1.964855,1.335274,-0.1825949,48.58114,6.90948,2.398725,2.664698,-0.3919369,-2.478167,-1.037156,1.67742,9.82432,65.17575,-0.8659101,-1.341228,1.152514,-0.9692076,-1.58164,0.7027635,19.35869,0.4291978,0.4654886,0.6276153,-0.4403246,-0.01920331,1.238738,1.048482,1.082557,-0.5387126,10.04875,-0.6023128,1.530638,16.45784
75.9392,6.465652,1.395792,-0.9183288,5.820655,-0.1500437,2.087591,0.2385053,8.288966,-1.391628,19.09991,-1.170282,7.927922,3.512995,5.572507,1.848811,1.963239,-0.3951032,2.469514,-1.849469,2.351088,2.737031,0.06613787,43.26793,0.2103082,-1.448695,31.1032,27.77784,-2.916619,4.942706,-2.270317,1.219253,1.730369,-0.05786667,-0.01756467,-2.191404,23.12712,4.395299,0.6446947,-0.7577357,-0.2953895,-3.986147,1.254257,0.1628296,50.42162,6.581207,1.944138,0.9911092,-1.415676,-0.7799848,-1.405242,1.563754,9.06806,63.41937,-0.6998576,0.2930256,-0.9646856,0.2801442,-0.285033,3.640779,23.94569,-1.143231,0.3519793,-0.5928149,-0.6432667,-1.530494,1.786667,1.193941,1.284632,0.4516061,10.05345,-0.7526774,1.440172,15.77316
76.03912,5.975591,-0.2894976,0.5355147,7.373412,0.660836,1.495619,-0.2376074,8.279329,0.9385911,19.06555,-0.2512904,8.184647,3.711721,6.315922,1.918369,2.494859,-1.413662,2.402904,-2.166482,2.2759,3.101027,1.232614,44.67547,-1.230777,0.4797718,30.83496,27.63132,-3.364085,2.244895,-1.56197,0.0840773,1.35887,0.6295625,0.2051701,-1.185526,21.78565,3.768529,-3.247955,-2.289324,-0.3509758,-3.182852,2.07436,-1.046274,48.66544,6.48163,2.275896,1.844686,-0.0935109,-1.776341,0.08282623,0.5879898,9.559899,61.80391,0.8472872,-0.4778229,-0.4659068,-0.6036391,-1.692552,0.6168232,25.19233,1.087683,2.162592,-0.9368299,-2.000742,-1.308704,-0.1200735,-0.915066,0.5146903,-2.80587,11.24339,0.9708087,2.775662,14.70285
76.13904,3.865273,0.486849,0.0292526,8.074453,0.6599622,0.8773405,1.419488,9.035828,0.3961196,19.15009,0.08309672,11.29501,3.653529,5.185833,2.577624,1.821679,-0.4477712,2.062662,-2.081021,3.179488,2.807513,-0.06749161,42.57376,-1.156133,-0.197578,29.62327,28.33112,-2.444696,2.593825,-0.4075278,0.6901163,0.06580269,0.5227952,-0.3681036,-0.8196609,22.30864,4.583576,-1.140908,-2.381937,-1.224104,-2.814252,3.757372,-0.9328849,49.17828,6.19507,0.2297857,2.041247,-1.513397,-2.14106,-2.314423,2.131535,9.131657,62.81629,-0.8025859,-0.5037419,0.8327541,-0.08163901,-0.2799393,1.718329,27.86414,-2.463245,2.090299,-2.649325,-2.64426,-0.3489386,0.7601192,-0.4910074,0.1535842,-0.9039146,10.11178,0.5258286,3.172366,13.68307
76.23896,5.204002,-0.08222462,0.9215962,7.938787,-0.5030612,0.3895175,0.6693259,7.037958,1.795209,19.89054,-0.415006,11.68022,4.407655,6.284179,1.835375,1.72792,2.509147,1.836415,-2.102137,3.307572,3.39241,-0.3754815,41.32131,-0.7891119,-2.290915,28.18828,28.83324,-2.986178,0.9814976,-0.5424212,0.9339978,1.56154,-0.7627208,0.8207158,-0.6620057,21.90183,5.877487,-1.118823,-1.105705,-0.1263434,-2.798066,2.746768,0.5020863,47.47415,7.038285,0.7136359,0.6984143,-0.1427789,-0.1207677,-2.654665,0.9788865,8.580261,62.10415,0.191768,0.03607763,-1.106018,-1.550817,-0.157272,1.747681,26.50447,0.8491191,1.400321,0.7435413,-2.225659,0.9165678,1.530246,1.216348,-0.1628792,-0.9686632,9.181654,-0.2254758,3.319581,12.71142
76.33888,3.468372,-0.6122197,-2.762577,8.903104,-0.8815979,0.16075,0.546091,8.776579,0.2750611,20.17138,1.423544,12.86883,3.472018,6.816975,2.253844,0.9970934,0.4227385,1.689695,0.3508943,0.6838424,1.766675,-0.1047854,43.21177,0.3994486,-0.9593151,29.7873,25.62359,-3.861548,0.7126282,-0.055892,-1.07271,2.584976,0.405146,-1.650248,1.990394,21.18475,6.191311,-2.283113,-1.43006,1.385789,-4.346442,3.367033,-1.829048,47.5746,6.114376,1.527441,1.780787,-0.5978143,-1.896478,0.3807171,0.7225062,8.36487,63.17632,-0.3273619,-1.692291,1.371321,-0.1889932,-0.5025427,3.345289,29.16119,-2.029535,0.6281859,0.07281493,-0.2505247,-1.707392,1.553856,-1.549793,2.166496,-0.6926914,9.21892,0.1693389,2.226925,11.78564
76.4388,5.947874,-1.790658,-2.357025,8.113533,-0.4832614,1.545686,-0.462384,9.683636,1.642892,17.30581,-1.673046,11.36769,3.085689,6.362551,-0.09937929,3.589582,1.115914,2.043211,0.02872289,-0.0315076,4.318025,-0.2259271,41.50613,0.5066677,-1.248431,26.61929,26.68386,-4.159007,1.317397,-1.972796,-0.8992544,1.188682,0.01024405,1.459462,1.957502,19.00132,4.635326,-1.006532,-0.170156,-0.7846553,-3.100586,2.989291,0.8507205,45.22653,7.062582,-1.730543,3.208537,-1.250224,-1.309965,-0.3553192,3.292473,7.68612,61.02492,-1.793857,1.894459,1.132186,0.7961417,2.036966,0.477528,29.50346,-1.464186,-0.1342218,-0.4568795,-2.15001,-0.8902715,1.919883,2.553823,3.643361,-0.5675529,8.040277,0.000180687,2.907748,10.90356
76.53872,5.442173,-0.8171882,-1.014512,7.092882,-0.0596966,2.500655,1.586954,7.991412,0.4139906,18.81137,-0.7914577,11.94881,2.78121,6.280158,1.942648,1.084531,0.3902478,0.8432512,-0.1506302,1.403127,2.585584,0.6334931,42.01563,1.360872,1.536224,27.17658,23.95616,-3.040055,1.67136,0.5171186,1.415425,1.464871,-0.527382,1.004523,-0.5390824,23.13502,4.828671,-2.211498,-0.05614246,-0.2436665,-0.5729651,2.581373,0.4648396,45.95889,7.419498,0.2756767,0.442229,1.014569,-0.4474611,-1.410158,3.532424,9.734057,60.44618,-1.439553,-0.8689118,0.4591661,0.1930128,-0.9942863,3.250789,28.94035,0.07128686,0.7040782,2.001324,0.1380418,-0.1535358,1.308217,-0.07792342,1.831749,-0.571659,8.623857,-2.847388,2.651837,11.20434
76.63864,3.342975,-0.2168415,-1.295899,7.021508,2.103285,2.715928,0.08406166,8.848571,1.670506,20.46503,1.04723,8.969419,3.910002,4.876926,1.985221,2.920339,0.6358526,0.2170405,-1.318171,1.517961,2.403102,-1.142444,41.36143,1.601215,-3.308109,24.52887,22.46604,-5.111017,3.384033,0.8507609,1.318046,1.553259,0.266655,-0.9591153,-0.911511,27.71589,4.569404,-0.5882105,-1.667808,0.9078039,0.3689573,3.510616,1.557576,46.83018,5.902669,0.04318636,2.514464,-0.2413084,-1.234455,-0.4758862,1.546371,10.02401,59.44056,-2.260998,-2.147792,1.015358,0.006796983,1.105343,2.324568,26.33163,-0.3836658,0.7585359,-0.6805443,-2.51169,-1.168111,1.585158,1.660088,0.2757729,-0.1069218,6.393601,0.3265814,2.398187,18.77479
76.73856,4.308125,1.089543,-1.497413,4.407514,0.2919908,1.708874,0.9930446,8.910573,3.247329,21.83235,2.618032,11.46472,4.499535,4.58533,2.137011,1.06413,0.4223276,2.25774,-0.6931942,1.647251,2.719847,-1.582559,38.8434,1.555265,-0.5345964,24.13176,21.44276,-0.7392448,2.443952,1.910109,-0.5472482,2.581221,-1.62787,-0.9956539,-0.8528047,27.32496,5.918705,-3.439066,0.3064844,-0.3418581,-0.5461035,5.197337,1.185756,49.14875,5.469821,0.4452561,2.680676,-2.463506,0.09981196,-1.233199,3.02207,8.839551,60.27934,0.2142931,-1.328658,0.9816633,-0.08619542,-0.4499777,2.541561,26.3279,0.2045636,1.46837,1.330171,-0.723583,-0.1687983,0.5732999,1.287615,0.8387585,-0.7698359,7.940103,-1.334546,1.611738,21.02825
76.83848,5.783461,0.4783781,-2.073682,6.570888,-0.2380309,1.225623,-0.1628886,8.446399,1.08449,22.10335,-0.5392217,10.66414,1.482592,3.619909,2.214536,2.837359,-0.3870113,1.687246,0.7455686,2.046373,3.487791,-1.307251,37.59585,-0.09470815,0.8397992,22.25742,21.46143,-3.440656,2.278128,-0.952736,0.7808984,1.597456,-0.9829563,1.15429,0.5507156,26.39808,4.1399,-0.932402,0.5865611,-0.535503,-2.053575,5.126532,0.7074013,48.6846,6.655587,0.1070034,-0.885269,0.1454691,-2.497523,0.6606885,-0.1458385,8.882897,59.25143,-0.6099177,-1.077681,0.80919,-1.370394,-1.345171,1.917841,25.22865,-1.320505,0.2854966,0.7824203,-2.766946,-2.280359,1.722181,1.011864,1.837824,-1.248981,10.51854,-1.917831,2.271972,22.97515
76.9384,5.031646,1.346582,-0.7834239,3.169995,-0.693108,0.7488317,-0.9460855,7.254049,3.093722,24.78033,0.6763519,11.36366,0.5560105,3.559833,2.172081,2.286511,-1.682229,1.440488,0.4697239,1.986601,3.328033,-3.547806,37.35893,2.104421,1.439905,23.09383,21.28764,-3.608705,2.014683,-1.031019,-0.8195607,2.561289,-0.844273,0.7181988,-0.5949358,26.7837,4.413867,-2.353171,0.03406654,1.034871,-2.32796,4.903043,-0.3404426,50.77044,6.548087,0.3543908,1.410983,-0.6215027,-1.710277,-1.355969,1.775461,9.34041,57.4693,-0.387354,-0.4355833,-1.401591,0.326649,-0.7645473,1.099493,25.043,-1.380441,2.132536,-0.2239618,-0.3892008,-1.906995,2.716412,1.104416,1.924853,-0.398897,11.25423,0.8942336,1.61639,23.7005
77.03832,5.166771,-2.061715,-0.8324725,3.679296,0.1394635,0.2864428,-0.6089669,7.873283,-0.1406101,27.18165,0.01963583,7.958289,2.554157,3.170539,1.015838,3.214311,0.1594276,1.48639,-0.2531175,3.07739,1.689518,-0.2399641,35.67631,0.7561843,0.7877088,19.64088,20.19776,-4.863574,1.658512,0.6544554,-0.7818981,0.371494,0.5107114,1.828215,-1.006904,24.58937,5.104145,-2.443488,1.089973,0.8342851,-3.244186,3.262578,-0.1543306,51.30154,7.535189,1.079427,3.314515,-1.851404,-2.170445,-0.2330782,2.751231,9.037926,57.52065,-1.995568,-0.700587,0.7286227,-1.752952,0.3609144,2.7986,24.06816,-2.070669,1.706286,-1.259247,0.3290299,0.6104188,2.575884,1.111225,1.009251,-0.7446021,11.79799,-1.147125,3.395583,22.25424
77.13824,7.071912,0.3567668,-0.06618637,6.463469,0.6149571,-0.1234118,-0.4408598,7.588768,1.215544,25.86417,-1.473318,9.056317,1.745006,3.337025,2.093522,1.719331,-1.706752,0.4881216,-0.8500397,1.089308,5.103029,-0.7283357,35.99164,0.6634234,-0.5388059,21.08655,19.34745,-2.251643,0.5857227,-0.1080304,-0.3599487,1.441931,0.1705445,0.3780131,-2.466893,22.1312,1.93356,-2.390803,2.202972,0.1964765,-0.8752427,1.265614,0.1309966,49.71144,7.28448,-0.9845043,2.346164,0.1227822,-1.1858,-3.227181,-0.05748324,9.302126,55.6581,0.1474796,-0.2961114,0.9532424,-0.7641779,-1.118864,2.175258,24.00098,-1.125253,0.2011725,-0.4138992,-0.6173622,0.9204569,1.421221,2.523223,0.4271544,-0.5845189,11.5054,-0.309848,2.281596,20.88885
77.23816,4.606981,0.806859,-1.305066,3.980122,-0.2926297,1.427525,0.2055226,7.402618,0.8263417,26.36372,0.4234518,8.958892,2.280939,0.4351047,0.2489848,1.801638,-0.05300427,0.4601553,-0.8127424,1.951047,3.934531,-1.037232,35.23323,-0.176834,-0.6283444,22.31743,18.19035,-2.074935,1.524789,0.8560975,0.5301993,3.197074,-0.3059857,1.19673,0.3450383,21.78587,4.313424,-1.054974,-0.195462,-1.616494,-1.873069,3.739866,-1.197653,46.189,6.499171,-0.6645705,0.3063445,0.152266,-0.9554228,-1.932835,1.154885,9.631531,56.20495,-0.7094641,-1.081368,0.6036745,-0.1638183,0.3013959,3.556355,21.92374,-1.202774,0.4841902,1.499367,-1.558761,-0.6231756,2.571511,2.339609,2.014339,0.5370311,10.48586,-1.245513,1.629831,25.21711
77.33808,5.282451,-0.01411962,-1.699327,5.007179,-0.3096265,3.122009,0.2449543,8.214825,1.492167,27.13217,0.8946916,8.632387,2.159137,2.731012,2.190552,1.825114,-0.09748629,1.325791,-0.1351126,2.243541,2.569384,-1.439421,35.56377,1.092776,-0.418241,21.2529,18.60099,-4.336586,3.776492,0.1460316,-0.9620511,1.062846,-0.1546742,0.9459836,-0.197057,20.91645,2.634507,-1.147239,1.503994,0.1218171,-2.373066,1.684181,-0.01887844,46.0337,6.513625,-1.700564,2.053096,-0.697375,-1.506889,-2.293424,1.468718,9.627527,55.28004,-1.511571,-0.544917,0.3018014,-1.235672,-0.3027585,2.767947,20.70762,0.4008709,0.1457598,-0.2483704,-0.4573388,-1.90131,1.171585,0.8569453,0.6600143,-1.28339,11.70061,-1.16798,2.48612,29.16749
