 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85
84.13264,1.400792,-1.327711,4.786955,2.899272,3.222359,1.177298,36.27563,0.2906513,4.450503,-1.252415,1.762716,2.713254,0.1715305,3.037638,-2.274746,3.643853,0.7176589,7.634612,7.623885,6.927909,4.999347,64.17698,1.739658,10.21152,21.94262,9.484028,8.478122,-4.562202,3.438086,-2.424594,-2.645936,12.08086,8.807502,11.24115,10.22192,2.946786,13.46389,3.474954,-0.9254531,3.576391,-0.5834922,-0.9281119,1.515831,18.37833,44.67536,2.692045,10.87142,4.109885,3.946162,0.3519457,2.108365,13.10226,-0.1824338,2.587954,5.16307,0.4156043,-0.5962456,5.772129,1.466035,4.126732,5.787587,12.45565,4.976049,8.057273,16.20921,1.533998,1.272922,0.9396772,0.3024503,2.089075,-2.010357,-0.3333594,6.174459,6.026103,-1.42213,-0.3116148,-0.1099836,0.9180565,27.21129,-1.379082,-2.448725,12.48454,-0.001585501,-0.02100694,-1.093919,3.745252
84.23256,1.253208,-1.633452,4.970765,2.47289,4.388232,1.670115,40.32532,2.554936,4.28455,-0.5952653,-0.00112344,1.193395,-1.152017,2.70664,0.9609229,4.205051,3.163915,6.891053,7.021394,4.140486,4.454721,63.08162,-0.3777488,11.55039,20.02866,7.684321,8.149449,-5.775532,3.564434,-0.6489772,-3.02915,13.14589,8.160446,10.82442,12.25891,4.371865,13.58889,3.444154,-0.07051818,3.926977,0.04537031,-1.191852,1.096562,18.59117,44.49675,3.267263,10.73016,2.936654,2.904177,-0.2665508,2.467881,13.67852,0.1988928,1.157747,4.513409,-0.2233258,-0.6426133,3.590506,4.274984,4.055698,4.56193,13.69864,5.784483,4.470706,15.82074,3.148584,2.248548,1.205572,1.603607,0.9940569,-2.417346,0.1328109,5.492275,4.564423,1.019364,-0.7436025,-2.343376,1.593551,26.29779,-1.287827,-1.263907,10.97954,-3.070102,1.047507,0.4971876,3.724933
84.33248,2.92987,-1.272535,3.290912,4.062434,3.500833,0.6044388,42.63299,1.471202,4.614236,-0.2906616,-0.001194418,0.6034579,-0.2286691,3.704229,-1.459102,3.192407,1.629463,6.985353,7.195368,5.984195,4.388604,60.78946,0.8706341,9.069613,21.89944,5.953081,6.898373,-5.310411,6.064052,-2.073513,-1.914638,16.31127,6.751147,10.21664,13.03435,0.8139839,11.16067,4.590658,-0.9660483,1.887549,0.1616886,-0.9471555,1.572537,17.49476,44.60724,1.789275,13.11326,4.650609,3.409704,1.010391,2.737111,16.68231,0.07776353,1.542408,4.898649,-0.4538975,-0.2196371,6.229354,2.221261,2.625474,6.241607,14.09068,5.807939,6.321888,14.43354,3.173308,1.028899,1.342486,1.523998,0.7893503,-2.367119,-1.259495,4.573021,4.820682,0.04368693,-1.344379,-1.051328,2.597943,23.46649,-1.684815,-0.8204279,10.32836,-1.810913,-1.710114,-1.233182,3.708439
84.4324,2.236714,-1.684862,1.754106,4.794937,4.542427,-0.5999509,45.96187,3.783224,5.929423,0.06022806,1.716024,2.043503,-0.779764,2.650751,-2.547863,0.9623523,1.302229,6.581008,6.047933,2.816473,3.210027,60.85292,0.1006436,9.919525,20.96423,4.333279,8.530841,-3.195723,5.936775,-3.050024,-1.430282,18.05307,7.730547,9.532937,13.94129,2.65635,12.25518,3.113966,0.5644197,2.377952,-0.8887737,0.2383713,-0.1698845,19.125,43.87566,3.605422,13.3874,2.108627,2.416203,0.05561942,1.491697,19.34266,-0.009263943,1.661543,5.173326,-1.851133,-1.375921,5.219314,2.663853,5.113037,4.648812,12.53438,6.899541,4.546831,13.44815,3.079021,0.9114114,1.006104,2.398951,-1.005488,-1.789365,-0.154137,4.78108,3.915821,0.9141968,0.9166879,-1.856939,2.36511,24.51541,-2.768253,-1.423527,9.97156,-0.9607019,-1.303485,-0.415208,3.695049
84.53232,2.787944,-3.039051,3.264384,5.085994,4.727525,0.3493158,45.71139,1.6478,3.786056,-1.49878,-1.737529,-0.06603542,-0.7909891,2.789463,-2.982564,3.320676,1.476209,7.329161,6.426299,4.17586,3.580709,62.01272,0.8344188,8.543582,17.62581,4.642796,7.296821,-6.675191,5.038068,-1.608148,-1.88012,20.35919,6.386712,8.937228,14.0922,2.05942,11.00163,3.148304,0.2007662,3.476726,-0.483008,0.5942844,-0.4299159,17.78032,43.10833,1.550234,11.78641,4.433732,3.535515,-0.2196556,1.58678,21.20708,-0.1066236,1.558524,3.671616,0.7192667,-1.910475,3.869831,2.654663,4.238581,6.378322,13.69852,5.372111,5.310875,14.49095,2.743778,1.843227,1.042121,1.645828,0.6315953,-2.965571,-0.8500878,4.128264,4.287405,-1.070377,-0.23898,-1.364606,1.512339,23.68997,-0.3898762,-1.942777,9.955109,-1.750247,-0.1950074,-0.7505479,3.684179
84.63224,1.61902,-2.43365,0.9606242,5.069489,4.814425,0.2269439,43.78999,3.617686,3.729988,1.147105,0.6510227,1.376429,-1.105708,0.4033307,-2.626423,1.589091,1.669791,8.275565,5.929229,3.301238,3.051525,59.98568,-0.1494623,8.668207,19.4843,4.462719,7.767449,-3.870128,4.153046,-2.254954,-2.685937,19.39704,5.651377,9.860151,14.84199,1.020152,11.25482,3.553928,-0.2217676,3.72366,-0.2892739,1.244323,-0.7819661,18.78294,42.1448,4.504441,10.17719,4.133919,2.475312,-0.5693868,3.255168,21.52571,1.110272,1.858247,3.543658,-0.8484581,-2.906415,3.739393,3.041852,4.784613,7.703816,12.05754,4.717678,5.561235,14.13114,1.692626,1.61769,1.570505,1.564244,-0.4208265,0.7475849,-0.7971443,4.470094,4.602807,0.4004171,-0.3109328,-1.945562,1.263436,24.97785,0.5386727,-1.482395,9.374553,-0.0760502,0.6238861,-0.1126712,3.675355
84.73216,1.433278,-1.209759,0.9787295,5.161098,2.808017,-1.135569,40.88213,5.422679,4.864296,-0.4401979,-0.3584825,0.6857858,0.2196806,2.031953,-1.447634,1.756147,0.6739836,11.71007,4.149734,3.319505,3.498572,56.7752,-0.006616283,8.206308,17.64691,2.808155,9.173339,-3.616638,3.931008,-0.1914718,-2.670706,20.50493,6.611707,8.956803,19.71112,3.419678,10.97476,1.544079,0.6748483,-0.3682453,-0.7505334,2.054426,-0.9024375,18.18543,42.02606,4.002065,10.03108,4.504558,3.132275,-0.1579285,2.205215,21.95084,0.7209544,1.646494,3.228601,1.633384,-1.226101,3.688786,2.063163,5.01085,9.54226,11.31542,5.065212,5.34616,12.59763,2.373772,2.63088,0.3971542,0.8548595,-0.1090629,-0.1309725,-1.622304,6.455765,4.476242,-0.2465593,0.7001654,-0.5923746,3.160266,22.54679,-0.5541622,-0.7791198,8.564719,-1.020484,-0.8083443,-0.5266891,3.668192
84.83208,1.012922,-1.542181,1.334033,6.071222,3.948666,-1.812818,41.55505,5.587614,4.982285,-0.3909999,-0.6780793,-1.399616,-2.017411,4.003783,-2.758093,1.31425,1.095879,11.17812,4.98055,3.553807,3.524753,57.48663,-2.604792,8.096225,16.79077,3.515708,9.485966,-3.518474,2.068439,-1.025065,-1.561007,19.73361,6.93926,6.276233,22.41819,1.977706,9.933307,2.896802,1.891261,3.871782,0.4231205,-1.3589,-1.49784,19.12579,43.46198,3.516094,9.48136,3.916024,2.344406,1.369655,1.840871,19.91332,0.7555739,0.3216367,6.046726,-1.276707,0.8328364,3.951694,2.223699,4.415178,8.624084,9.788115,3.773269,5.442874,14.1249,2.094522,0.5827474,-0.5808185,0.7265548,0.9947886,-0.06006211,-1.570039,5.736611,4.742144,-0.1314975,0.7001711,-1.312185,-1.133297,21.7816,1.077354,-1.650184,8.702337,-1.353684,-0.6612028,0.01116041,4.576477
84.932,0.5667756,-2.461181,0.7183506,6.200238,2.852989,-0.7802264,36.82608,5.775268,4.379031,1.221444,1.711016,0.02614413,-0.6515191,0.7836443,-1.423192,0.834942,3.942963,14.09572,2.914709,2.445649,2.141114,57.86349,-0.3344787,9.116122,16.05657,2.255517,11.60311,-2.37669,1.564396,-2.071257,-1.229229,20.07969,5.450706,5.483629,26.73996,2.119315,9.575074,2.421221,1.247081,3.609341,-0.1698759,-1.334882,-0.4159085,20.1103,41.78017,3.034605,10.90213,4.127993,2.500521,0.4329533,2.078297,20.52455,0.8519358,2.00014,3.864839,-0.2913901,-1.369863,4.089193,2.320982,5.001602,8.509604,9.08141,4.5137,6.206689,12.84785,2.532437,1.468775,0.5333489,0.7690698,0.4410325,-1.257667,0.4144124,6.080911,6.332944,0.4927789,1.816446,-0.8489296,0.6769019,20.77592,0.2715756,0.1357322,11.14477,-2.114301,-1.742062,-1.607843,4.514987
85.03192,1.025815,-2.951916,2.487499,4.789163,1.952548,-1.573952,34.39996,6.141949,3.061996,-0.3661336,0.04648173,-0.1324699,-1.8928,2.551063,-2.377424,0.4745268,0.8372061,14.19447,3.107784,2.489946,3.068858,56.96269,-0.236477,10.12546,13.94167,3.55907,18.10745,-2.112028,1.62155,-0.5326568,-2.043628,22.0766,4.233092,5.773739,28.89412,0.7764134,12.20522,2.928944,0.06580474,2.227326,-0.3847945,1.212685,-2.205628,19.56138,40.85746,3.614982,9.96209,2.714113,1.726161,0.6085553,1.526742,21.76004,0.5218417,2.952217,3.643184,1.282537,-2.010692,2.97839,2.038533,4.503901,7.481359,11.06047,2.518807,5.28842,11.98663,1.029182,0.7079064,1.149018,-0.1793788,1.355517,-1.327325,1.043761,4.485921,5.455591,-1.278458,0.8136489,-2.686722,-0.05221033,19.33998,-0.09614502,-0.2415347,5.513924,-0.3989623,-1.750965,1.035262,4.349789
85.13184,1.459754,-2.900199,0.9610024,5.669114,3.897335,-1.416278,35.33146,4.489952,8.079838,0.4304478,-1.099009,-1.068169,-1.646011,0.2664624,-1.833533,1.287584,-0.2252816,12.70225,4.119165,3.240898,4.035048,57.44817,0.5746089,9.16377,13.83496,2.065612,21.85104,-3.066635,-0.005527385,-2.469425,-1.203166,20.45861,4.81773,4.788018,28.66299,1.104882,10.47047,3.605332,0.7248824,1.708243,0.4473533,1.086818,-3.226588,19.42175,42.97796,3.239289,9.08112,3.386654,2.597938,1.264572,1.054258,22.32072,0.5849704,0.7275715,5.365953,0.5742477,-1.022915,2.457745,1.249769,3.565315,7.680736,10.83449,4.479231,4.813693,12.22428,1.642896,1.39192,0.2307766,0.6499378,0.7505603,-1.382218,-0.601523,5.292134,4.824981,0.8439993,-0.2322969,-1.878518,1.852604,21.23653,0.4153811,0.970928,7.180305,-1.421346,-0.6752849,-0.356874,4.215685
85.23176,1.437647,-0.5400481,1.004821,5.565155,4.587274,0.02146544,33.26696,3.482966,6.328656,1.238032,-0.673807,2.056203,-3.118697,0.1832911,-1.1344,2.281165,0.8756536,14.0529,6.200543,1.979086,2.345499,57.71566,-1.784652,8.731856,12.29365,0.2643182,25.20158,-1.218857,0.1195278,-0.7245278,-2.029796,21.24323,3.637645,3.736197,31.52982,1.643229,9.492074,3.562909,-0.2024491,0.7426035,-0.02446716,0.483896,-3.31342,17.84402,41.04175,2.39638,9.42106,4.286791,2.581013,1.539792,2.056695,22.94191,1.650046,2.39562,5.019824,2.676192,-0.943644,3.114948,2.368359,4.819427,9.008419,11.24607,4.81086,3.74396,12.47118,2.370618,2.198885,-0.6436973,-0.1733868,0.4146829,-1.548075,0.553014,5.118975,4.316179,-1.988957,-0.3781235,-0.9695864,0.5898859,19.60868,-0.7931244,-0.8264599,9.540704,-0.06108281,1.467939,0.1919121,4.106822
85.33168,1.612315,-3.119899,1.988983,5.072664,4.090716,-0.4323873,30.83992,3.310135,5.319963,1.026662,-2.071003,1.716852,0.1911666,1.139226,-1.369031,2.750583,1.300907,11.83968,7.57082,1.939883,2.101472,55.39347,-1.643924,8.228615,11.72333,1.297038,26.71388,-2.22421,-0.6599001,-2.218718,-3.402384,20.45987,3.265324,3.07215,34.55796,0.267321,9.910478,4.386623,-1.152526,2.470309,0.7267179,0.05007929,-4.081268,20.13893,40.76762,3.906806,10.33263,5.901654,3.232015,1.437576,1.55694,22.46245,1.877539,2.291859,6.092991,-0.2972569,-1.435436,3.264323,2.6619,4.520257,9.384709,11.39046,3.638132,4.44553,12.8713,2.353951,2.268043,1.304592,-0.1618909,1.442146,-1.224328,-0.5732574,5.423814,4.455442,-1.219956,-0.4238786,-1.389369,1.619355,17.92816,-0.05238793,-1.048555,7.801069,-0.5843077,-0.6043316,-0.4804471,4.17599
85.4316,0.8626869,-1.966274,3.367936,6.874445,3.814395,0.1636892,30.90532,4.375589,5.517131,-0.01678724,-0.1521598,1.221575,-1.475095,-0.1814325,-1.619279,2.038812,0.07251062,11.17353,8.09952,1.885848,3.236648,53.37791,-0.4024518,8.055427,9.985148,0.05157322,26.66228,-4.871955,0.2384765,-0.7494262,-2.027444,20.30467,4.275328,3.40111,32.41393,1.073525,11.56433,1.545536,-0.6275629,0.6345323,0.5480734,0.3045633,-1.613874,19.78841,40.43326,4.664583,9.398807,3.28582,0.5604979,1.380439,1.666856,21.81355,0.5094798,3.040431,3.484118,1.434471,-1.912761,3.199597,1.808348,4.982394,7.346138,11.58261,2.916194,4.203486,14.75457,2.228259,0.9778604,1.290558,0.2032497,-0.01219714,-1.162965,-0.7600771,5.332013,3.990131,-0.7900102,-0.5218849,-0.9657904,0.6736074,17.85964,-0.997193,-0.08110244,8.863273,-0.3998896,-0.1452812,-0.2173346,4.074598
85.53152,0.7286074,-0.8512785,4.747005,6.197074,4.331112,-0.400081,28.07931,3.197628,8.761384,-0.001066483,0.5838178,0.8696807,-3.162364,0.1843016,-1.224938,2.234465,0.04294056,10.21868,8.674125,1.772742,3.23877,50.87768,-0.2662126,7.180058,10.83189,2.110072,26.33125,-4.153358,0.3889432,-1.682276,-3.934039,19.47485,3.726542,4.208858,33.18882,1.762411,11.7473,2.690042,1.986246,0.5244082,0.408922,-0.9966152,-3.388534,18.20682,39.63889,3.632135,11.25408,5.726882,1.97479,0.8092476,1.597712,20.5482,0.4041798,0.691481,4.987548,0.6475408,-2.132698,0.9156267,2.181095,3.648688,7.268775,9.793718,4.601748,3.794198,13.13105,2.740817,2.06424,-0.3568838,0.6128345,1.836692,-2.529993,1.338908,5.176475,3.942125,-1.733904,1.924962,-3.005529,0.8676303,17.87817,0.7057911,-2.024489,7.976136,-0.4476811,-0.3692299,-1.579559,3.99229
85.63144,0.644949,-2.853242,3.180871,5.942378,2.578669,-0.6408262,27.31616,4.323504,6.7186,-1.195654,-0.02280656,0.05593895,-1.909706,0.03818809,-1.65985,1.171921,1.262734,11.34582,10.57518,3.055449,3.741576,48.29119,0.8781796,7.005429,9.728914,1.858398,25.20949,-4.46173,1.372,-2.112226,-2.853783,22.69082,2.228336,4.634968,33.48863,1.008328,11.4978,2.573518,0.07358803,1.289873,1.595703,-1.366454,-1.164633,18.74162,38.51648,2.972591,11.04518,3.969302,1.305474,0.8926597,1.776814,22.6146,0.8038719,2.002112,4.362145,0.4075839,-0.9721363,3.072496,1.901421,3.496243,9.038622,12.26274,4.292216,4.48651,12.96455,2.426051,1.107495,1.341396,0.5409384,1.191577,-1.165743,0.4176167,4.279904,4.346428,-1.413105,0.8782125,-2.44488,0.6531849,16.8731,-0.04502105,-0.2197916,6.705514,-1.11269,0.3572201,-2.016454,4.723732
85.73136,0.05492488,-1.320306,2.717983,6.378943,2.637378,-0.4616112,23.15959,2.029431,7.761427,1.858823,0.6017181,2.870619,-4.552083,-1.342602,-1.960999,2.118702,0.03783997,8.231057,10.71992,1.733235,2.418774,46.30885,1.601664,6.247219,9.846571,3.252391,22.86282,-5.618032,1.486981,-2.417219,-2.735558,20.2483,2.542636,4.771953,32.91105,0.7675845,9.680326,2.638281,0.01976862,1.124929,-0.1516975,1.177072,-0.930093,17.79223,38.01843,2.962664,12.14253,5.391,2.389551,0.351562,2.423197,23.72338,1.405373,1.600299,3.485077,1.006357,-2.160296,2.952688,1.427006,5.96286,8.682739,12.11346,5.188033,6.671269,12.4952,3.373318,4.156238,0.8685374,1.744244,0.352314,-0.5309956,-0.9958662,5.383718,5.624365,-0.4792249,-1.519599,-1.328984,2.45495,16.50653,2.098839,-1.195016,6.876674,-0.5523812,0.004763206,-0.5619833,4.519244
85.83128,1.716229,-1.037964,4.055409,4.5857,2.610907,-0.6835515,23.00599,3.466127,8.965296,0.6385089,0.6805218,1.052987,-3.429322,0.2182228,-0.7619647,1.531917,1.491524,9.738789,12.53127,-0.5046597,2.281599,43.75331,0.6712186,6.3807,8.652329,3.0317,24.19606,-4.694953,-0.4478045,-0.9296041,-0.8576403,18.61717,1.368573,4.90083,33.03351,0.9405093,9.839818,3.761902,2.663869,0.5714904,2.660772,0.8390692,-0.7389022,17.37014,38.95465,3.512482,11.33383,3.093163,2.52758,0.9960038,2.231932,23.24685,0.4037456,1.325985,4.849874,2.76448,-0.004361473,4.22642,2.299714,6.102757,9.16077,12.27295,4.825322,5.926001,12.79114,2.566227,3.140161,0.1176395,-0.146509,2.208654,-1.407728,-0.7609044,4.75165,5.92492,-0.9065047,0.7026196,-0.2748294,-0.2933843,14.91703,-0.2711343,-0.6709584,7.455226,0.2475981,-0.5087888,0.3542241,4.353245
85.9312,0.4677164,-0.598284,3.231011,6.038131,3.227176,-1.133881,23.11173,1.875406,9.61663,0.316842,-0.4515018,0.09537377,-2.920521,0.211055,-1.737377,3.342775,-1.894936,8.519118,9.881578,1.947761,4.581446,44.635,0.03479933,5.38812,8.302426,2.382677,24.75141,-4.475246,2.689004,-0.7159132,-3.096061,22.25751,0.2027872,3.550413,31.46412,1.075691,10.63688,2.570617,0.2767777,1.826425,0.7280295,-0.02195505,-0.8081363,18.05186,37.93061,2.847568,10.7796,4.231806,2.430172,1.193533,1.514942,23.9909,0.9841042,0.3407308,3.476721,1.394539,-0.4877625,4.210238,0.4368902,4.816351,7.849355,13.09547,6.102677,6.260792,12.00943,1.970318,0.8789706,-0.4781472,0.7741181,3.129037,-1.841863,-0.5009217,4.560174,5.427494,-1.999942,-1.647627,-0.1102221,2.153993,14.31488,-0.08504733,-1.563509,6.068925,-0.613831,0.03855338,1.238562,4.218491
86.03112,0.5567078,-0.7566006,3.459748,6.360357,3.580012,0.4223794,18.66082,2.225215,9.686156,1.801158,-0.6736453,1.505456,-1.414744,1.337483,-1.935617,2.560192,0.2891848,7.224153,13.33345,1.788992,2.327248,40.48096,0.8116569,7.013959,8.756318,3.36961,28.57837,-4.597533,1.734246,-0.2931449,-3.203425,22.58571,1.462157,3.575257,33.60945,0.3929077,11.41043,4.119424,1.361969,1.122368,-0.9850727,0.9050067,-0.7496917,18.47476,38.43693,4.725663,10.9697,5.273586,2.975868,-0.3522764,1.765131,23.99165,0.9430665,2.361691,2.809345,1.355022,-0.4841386,1.982492,0.4452114,5.150342,7.774157,10.90293,5.514444,5.835868,12.64995,1.139859,2.76294,1.198521,1.722362,3.412408,-2.354273,-1.133447,4.44295,5.220245,-1.872778,2.560885,-1.293585,1.788769,12.5502,0.260638,-0.08027072,5.85078,0.6087207,-0.322985,-2.119624,4.284556
86.13104,-0.3437051,-3.64318,4.318977,7.026032,2.742414,-0.8088646,18.26019,2.367868,7.24224,1.194832,0.2176912,1.532672,-2.145973,1.045085,-3.045306,0.6651031,0.9563375,5.728047,9.924726,3.125148,3.912797,43.05589,1.734773,4.364982,6.950597,1.831826,30.83421,-3.697869,0.06673581,-0.4108688,-1.739576,22.80158,2.386206,5.599975,32.80616,-1.374664,9.562915,3.873881,1.865646,2.324234,1.945473,-1.22116,-1.69275,18.24658,36.38729,3.150012,12.353,4.326537,2.452155,-0.2781374,2.31882,25.42602,0.4241733,2.506184,4.841085,0.4521547,-0.68188,3.252463,2.518314,4.614778,8.58944,10.10868,5.991768,6.713878,12.47906,2.494704,2.498989,0.8083758,0.263037,2.557542,-2.109457,-0.5020823,5.274899,6.260948,-2.761838,0.9166456,0.1826835,0.5008883,14.21007,0.1439721,-1.434022,5.965695,-0.5204813,1.683811,-1.730376,4.588557
86.23096,1.490705,-1.797751,1.662623,6.604942,3.167883,-0.3413177,18.06743,2.52008,9.26165,-0.6252286,-0.2198119,1.848632,-4.040116,2.259924,-1.589535,0.5952951,0.4307426,7.791408,9.571664,2.348331,3.631726,39.93399,0.108508,6.269524,8.334623,2.502903,33.76247,-3.110523,-0.7794194,-0.6666224,-2.842872,25.66039,4.145463,4.116333,33.59779,0.3692876,8.519872,3.317279,1.755739,0.7490076,0.4935169,-0.9071936,-1.139161,18.19889,38.10497,3.878551,11.99314,3.051487,1.694296,1.089737,1.554551,23.21084,0.3326541,0.8778969,4.110009,2.069382,-1.338553,3.357753,1.356978,4.098202,8.612332,9.833292,5.085509,4.879637,11.9387,2.148443,1.492606,-0.9215599,0.8747658,0.7117938,-1.244145,1.229414,5.748154,5.224933,-1.389309,-0.07622278,-0.5703431,-1.314802,13.26204,0.4792829,-1.342715,6.62844,-0.1054286,0.2503076,1.363405,5.549328
86.33088,-0.6262344,-0.1805656,3.734397,6.713468,4.183348,-1.340113,17.52829,4.485532,9.78875,-0.2597228,0.8547159,1.791008,-3.823806,1.244599,-1.620738,-0.501798,1.759457,5.909761,8.059731,1.660804,3.962025,38.23773,0.9836934,7.473894,7.687854,2.630061,33.72284,-2.408073,-0.4932795,-0.2130233,-3.553132,23.55454,2.726567,2.081984,33.96731,0.9325543,7.797847,2.519874,3.07743,0.8156912,1.194927,-0.7995958,-2.172145,18.42458,36.26238,2.89632,10.59855,3.809402,2.414509,0.6096143,1.90212,24.3182,0.2419623,2.66795,4.973751,0.9787093,-0.1597922,3.027127,1.497323,5.805631,8.356357,11.46164,5.119902,6.469323,12.78228,2.101338,3.007338,0.2882321,1.217313,1.258775,-1.707619,0.132704,6.153752,5.208911,-4.394655,1.38389,-0.5158943,1.957702,13.44753,1.604477,-0.9945346,5.690284,-0.1483077,2.145323,0.3322749,5.576458
86.4308,0.6879818,-2.214353,3.912001,5.262638,2.832202,-1.617565,17.51935,2.926493,7.993111,0.6126526,1.652233,0.766683,-2.857322,0.9855333,0.3559555,0.1108853,-0.1018437,6.751625,8.37298,2.737912,4.551308,38.95378,-0.2142965,7.065984,6.851649,1.652128,32.59363,-2.621132,0.2535487,0.5169702,-2.637642,20.53843,1.920583,3.000573,33.66913,2.51269,9.247053,3.046359,0.7412803,1.410402,-0.6774859,0.06206511,-1.466728,19.01585,36.76412,2.988055,10.09374,3.100101,1.738554,0.5371251,1.947546,25.09703,0.5921759,4.425951,2.368023,0.1716909,-1.915093,3.764197,4.415707,5.461676,7.605217,11.68382,3.86332,5.510463,13.18351,2.43108,3.702053,0.6910978,0.8382097,1.800914,-2.324089,-0.9590082,5.361,4.468313,-2.459599,0.9451616,0.2092116,0.7366231,15.42454,0.03466288,0.3319532,5.215248,-1.20021,0.2194528,1.658581,5.266487
86.53072,-0.6250468,-2.467285,2.274216,6.200545,2.690293,-0.1282424,15.4885,1.306165,8.094107,0.1805581,0.5127079,2.636387,-3.199641,-0.05072049,1.363327,-1.251571,-0.6354772,7.189295,8.112206,0.4507047,2.911856,37.14151,0.1155374,5.311873,6.756591,1.831601,29.93968,-4.1601,0.1425429,-0.8785064,-1.035609,19.42476,2.13131,4.094807,30.26612,-1.016948,9.945377,1.76543,2.519327,1.908461,-0.9755459,-1.163055,-4.515307,17.8387,36.14516,1.80961,9.841022,5.336322,2.648246,1.822693,2.727465,25.03913,0.9729912,1.81548,4.902263,0.834218,-0.8479347,3.863025,3.049578,6.408533,10.08225,11.53911,3.706075,4.777203,12.51061,1.997586,3.793038,-0.6453921,1.496759,1.677146,0.128545,-0.8177926,5.610351,4.413061,-1.933277,0.7192913,-0.8647277,1.563416,14.14633,1.399788,0.06297614,4.825687,-0.6131939,-0.7184376,-0.2864991,4.959842
86.63064,1.32356,-2.620236,1.054146,7.96145,2.753905,-1.80985,14.09711,4.095339,9.226333,0.5022894,-0.1429271,1.536942,-1.673208,-0.4226187,0.571608,-1.822978,-1.405384,8.091036,7.261371,3.247859,3.901831,36.93914,1.457216,6.222972,5.86219,2.917938,27.16724,-5.402245,0.609719,-0.472799,-2.962646,17.7854,0.807856,4.64587,30.65903,-0.9739606,7.968324,1.894016,-0.369218,1.462568,-0.1721879,-1.378334,-3.614798,18.02082,34.61877,2.466779,10.58564,6.539698,1.892074,1.714028,2.355963,26.887,0.6925026,3.314199,5.071091,2.226979,-0.8312131,2.457867,3.321584,5.036116,8.712574,10.90462,3.986294,6.373666,11.14881,1.481516,3.266353,-1.18129,0.8915057,2.328947,-1.209945,-0.1726207,4.796143,5.533303,-3.247152,2.198426,1.250354,-0.6659687,15.63432,-0.1751996,-0.8077656,6.201949,0.08349422,-0.3215081,-1.425141,4.710914
86.73056,0.5508609,-2.287091,5.479423,7.090918,3.400027,0.6408909,14.20918,1.271629,9.331451,0.5685039,-0.6068333,2.787856,-0.889632,-0.2040025,2.245425,-1.2205,-1.055438,6.372867,5.655622,2.543754,3.565431,32.67045,0.9766074,6.960711,5.721773,1.793197,26.22056,-4.262954,2.979359,-1.490068,-2.391646,19.46813,2.765014,3.120434,30.99129,-0.5519787,10.93112,0.7096871,0.544671,1.496207,-2.281271,0.3654048,-4.178139,18.35844,36.20336,3.539758,9.963362,6.147591,2.679285,1.663762,1.911517,25.59101,-0.09262504,2.813495,3.657991,1.320415,-0.8394144,3.41894,3.463698,4.748266,8.724128,10.5802,4.900741,5.936833,11.71817,0.8960739,2.725879,1.134026,1.999329,-0.04615024,-0.9174235,0.3280662,5.542185,5.365707,-2.026019,2.377925,-0.4277764,-1.53431,13.75631,-0.2407175,0.3344052,3.406456,-0.6345365,2.345026,1.35125,4.508839
