 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85
81.23496,0.4797964,-1.448783,5.23205,3.404754,2.337969,0.8792447,3.505769,4.141057,5.835049,-1.866852,1.828192,-0.1383416,0.8658398,-0.626381,6.359039,3.453105,1.834279,8.483352,13.23334,21.24417,10.37819,9.913129,1.477051,8.0007,45.93895,1.077532,6.12202,0.22718,4.466954,-0.1107803,2.883964,22.69148,5.849014,5.128796,27.2996,0.2090199,14.63601,1.716464,-1.224287,11.9834,-0.2200428,-1.231129,3.589086,19.26845,49.42422,4.554725,7.903141,4.497275,3.419659,1.49981,-0.2527887,4.645819,-1.010509,4.893378,9.264631,1.203479,-1.693768,5.911839,4.276519,5.927397,6.004873,5.127769,5.575387,5.879116,4.75332,0.1153339,0.835651,-0.08024962,1.297597,0.1579463,2.261954,-0.05543653,7.201265,5.043491,0.6968942,-0.1609193,0.1989727,-0.5918012,24.32664,2.063951,1.450859,17.82208,-1.432152,2.249742,-0.3007964,3.887578
81.33488,0.1917395,-1.985659,4.983943,3.571333,1.231357,1.153907,4.068765,3.198814,5.552709,-1.045029,-1.098272,0.8255512,0.8815374,-0.5743195,4.435473,1.704942,-0.4564658,9.856441,14.92783,19.42832,9.523858,9.686175,1.40897,7.1457,46.4882,1.872267,12.79813,-0.2860122,4.215022,3.820342,0.6962629,22.24367,6.172884,8.625899,26.50074,-0.7979234,13.25791,2.552938,-1.869657,10.45359,-1.504126,0.2747728,3.456843,17.47408,49.46607,1.855512,7.416316,4.360091,2.917679,1.802769,0.2151522,4.436973,-1.109397,4.158442,9.421836,1.236043,1.021911,8.685662,3.928647,4.886354,5.848815,6.279733,4.931198,5.403614,4.683582,0.6320676,1.558253,0.06630348,3.703423,-0.03150021,1.094487,0.3584427,6.996469,5.842447,-1.081995,-1.945611,-1.08893,0.1685522,23.95375,0.1061777,-1.373299,18.42846,-1.146965,0.2650707,-0.836899,3.840471
81.4348,1.65444,-2.880512,3.110208,4.587182,0.07838078,0.3342603,3.118667,3.061805,4.39637,-0.1898701,0.3546729,-0.004917983,0.7819963,0.1889904,2.514217,3.572988,0.8891726,10.28731,17.86298,19.66913,8.707777,9.26241,-0.2870263,6.400184,45.97702,0.5950696,16.35652,0.7545319,2.546752,1.828937,1.291216,22.08622,4.962732,6.483083,25.96578,0.5525349,14.03445,3.481395,-1.901921,9.699383,-2.020207,1.012649,3.226983,16.05018,52.94908,3.073581,8.682685,3.127457,2.930319,1.09529,-0.6805274,6.208191,-0.7386057,4.006145,9.216553,3.001034,0.8044406,9.070645,4.484064,7.574735,6.594232,6.139257,5.088567,5.575441,5.582269,2.159527,1.373129,0.474131,2.845513,0.749304,2.057756,-0.1862797,7.197988,6.615771,-1.719718,-2.306165,0.8758908,1.050118,23.4568,1.084963,-1.433669,18.6694,-2.168055,0.2862972,0.1336775,3.80223
81.53472,-0.3594212,0.07779773,5.122368,3.071062,0.2678435,-0.8901852,1.96549,3.924498,4.546704,-1.378204,-0.358609,-1.688408,-2.996745,1.040728,2.532628,3.103127,1.524887,13.40305,13.61989,19.53259,10.84799,8.397433,0.5738218,7.427298,45.96713,3.189226,22.00886,0.07266202,3.274214,3.705563,-1.845937,22.21693,6.980932,6.824704,25.90366,0.5935628,13.80207,6.521163,-1.003955,10.49876,-1.296068,0.7357462,5.345512,16.21026,54.53267,2.970095,7.404471,4.571832,3.56088,1.98987,0.001300046,4.135034,-0.6029152,5.688285,6.872406,5.641029,-0.9442891,8.178969,7.474228,5.877753,5.787059,5.34815,3.35129,5.395563,5.769536,0.5093689,3.092521,-0.4246195,2.449883,0.2768912,-0.1845856,-0.26928,7.630625,6.298582,-1.712545,-1.387316,0.2148289,0.1928675,22.92076,2.044115,0.2520356,16.48635,-1.348557,-0.6868345,1.715062,3.771187
81.63464,-0.7562839,1.422475,5.19681,5.58176,0.2714026,-1.793499,4.758381,4.127769,4.730723,-1.354538,-0.7730151,-2.285407,-3.303734,1.20954,4.281452,2.420374,1.339117,17.19661,12.09688,17.01763,10.11345,5.343145,2.688288,11.41052,46.93965,2.426061,27.81919,3.041669,2.060662,4.52469,-0.05769257,22.90722,11.15166,5.556814,24.13771,2.979873,10.04532,9.219177,0.623897,11.4931,-1.123377,1.504532,4.693776,17.06181,55.77814,3.717651,6.738986,6.121045,5.544101,0.7218074,0.2588724,3.848788,-1.153455,6.26847,7.206934,8.68586,-0.3902593,7.864512,7.793407,3.326551,5.467006,7.942395,4.659407,6.410781,5.380599,1.407919,-0.1581439,0.5011924,3.039133,0.03066016,-0.6320207,-2.300452,7.108253,6.518769,-2.934518,-1.394653,0.9469553,0.1116418,21.92442,-0.1051832,5.420265,15.53193,1.183578,2.752753,1.602617,3.745987
81.73456,-0.7398737,0.9368603,3.056858,5.251192,0.290081,-2.468362,3.818428,4.164797,6.0281,-0.7768193,-1.775887,-0.9898593,-2.249195,-0.4033613,4.340953,4.322147,1.966246,17.27393,11.88127,18.89389,9.39173,5.372309,2.22665,13.81004,48.67142,4.775889,29.34363,3.755905,2.086577,2.96363,-1.585598,20.55083,10.572,5.09148,23.70364,3.437995,9.516034,8.580562,-2.168954,9.5692,-1.704935,0.7427467,3.561248,16.99049,56.02657,3.700253,8.061584,4.174335,4.116255,0.1080919,-0.4335024,3.694498,-0.8764602,7.279263,7.576443,6.096219,-0.2618854,7.967338,6.904004,5.891296,4.962687,9.094835,4.302273,5.866924,5.358052,1.707701,0.1269449,0.890274,2.502771,-0.4940736,0.2795262,-2.25246,6.558256,6.145516,-4.103699,-2.994191,0.6726543,1.397974,20.59873,2.074257,4.502863,14.63782,0.4519473,2.846395,1.763771,3.777513
81.83448,0.02205948,2.181248,3.417585,5.204806,1.34892,-2.889565,4.682274,4.566637,5.831988,0.6541036,-0.8039769,-1.817852,-3.739259,-1.085763,5.34692,1.253559,5.30091,16.31573,12.39247,17.00463,9.16626,3.304852,2.350899,14.87996,45.54251,2.728727,32.72966,1.138006,4.467403,2.49536,-1.279367,18.63416,11.00173,3.237341,23.55829,6.587483,10.06975,6.839321,-2.151441,8.586471,-1.016274,0.3703379,6.058161,16.20019,55.17986,2.373919,7.679784,3.602521,4.910423,-0.9419419,0.6735975,4.309063,-0.2553499,6.776867,9.387964,7.091698,0.9468373,7.716528,7.985371,6.257835,4.220716,9.667955,5.275474,5.744898,5.677938,1.920792,-0.580498,-0.03645056,1.924238,-1.11649,0.320936,-2.17605,8.241193,6.375593,-3.802412,-2.890195,3.476505,2.142952,22.16078,0.3092797,5.265996,13.85679,0.4130445,2.054216,1.940669,3.977763
81.9344,-0.1499116,1.202299,4.387464,4.901229,1.086899,-1.448784,4.813443,3.757617,5.576866,-1.159076,-3.364811,-2.082323,-3.437819,-1.180352,5.088906,3.019403,2.929845,16.8612,12.47407,16.63044,8.751122,6.36711,3.170581,16.11164,44.05621,7.291291,31.86,-0.7138211,4.250115,2.656944,-2.577175,17.0907,10.07199,5.589591,21.57002,9.308494,8.773096,6.142044,-2.657623,8.001716,-2.639823,2.911098,4.891719,16.66701,54.55494,3.681756,7.29238,3.691805,3.60364,0.4628516,0.7713875,3.727528,-0.2981066,5.994174,7.699703,7.355176,1.266953,5.900962,6.22179,6.230418,3.769397,11.0393,4.169562,5.567062,6.332096,2.828059,0.4549557,0.1526865,2.446345,1.416341,-1.327428,-1.869094,7.169153,5.92239,-4.239578,-2.062858,1.729584,2.506706,21.26831,-0.1968405,4.484205,13.55995,4.110625,3.42076,0.08329671,4.197361
82.03432,1.944805,-0.3488118,4.43251,3.767241,1.386828,-1.04034,3.797144,2.746344,4.849243,-1.784628,-0.2918709,-3.313036,-3.718366,-0.09976269,2.619388,1.106584,6.186815,17.45284,11.15932,16.41348,8.732213,13.62282,3.743758,13.75829,46.60281,7.145197,27.0045,0.9281306,2.41854,3.633679,-0.1186773,14.0459,12.30801,8.815987,20.49756,10.04421,8.593827,6.38016,0.5022333,8.898349,-0.6255779,-0.9073151,4.767296,18.16967,54.90342,4.282043,8.609931,3.656045,4.21871,-0.5004647,0.9398621,6.045676,-0.1192278,5.773072,8.765659,7.432489,1.613592,6.219427,6.206201,5.193923,3.024405,11.31558,4.149262,5.206151,6.900133,3.426774,-0.4531204,2.023426,1.673977,2.119925,-0.26746,-1.99023,7.204184,5.71287,-3.350423,-4.08132,2.358439,0.3312695,19.54402,-0.09486423,2.104004,13.25024,1.286319,3.939052,0.6259465,4.091946
82.13424,1.804387,-2.651514,2.73253,4.977498,3.501106,-0.9638563,1.907583,1.221265,6.198853,0.4872294,-1.580361,-0.8253499,-4.387893,2.142791,4.616778,3.882644,7.637581,14.94855,12.52549,12.83359,6.304017,28.00259,4.753631,12.37351,46.64622,8.488,24.88208,1.738326,3.790313,0.9354558,2.044699,14.63384,11.6972,10.4322,16.64608,15.55135,5.933522,3.495154,0.1694871,10.36325,-0.3861927,-1.581586,1.444543,20.024,53.61736,3.032985,8.217598,3.738847,3.689882,1.04356,1.186687,5.792081,-0.07059751,6.048156,5.642823,7.875894,0.27897,3.686173,4.94653,4.249863,3.975126,11.61345,3.611472,6.340586,8.095333,2.086439,0.1512373,1.883853,1.415716,0.9702036,-0.1140693,-1.41757,6.670035,6.365735,-3.476203,-2.670286,0.9757872,0.6374701,20.77546,0.3310804,2.030255,10.93992,4.492345,3.161289,0.2177954,4.006373
82.23416,4.025473,-1.911481,3.711113,3.630181,3.831832,2.10247,4.387409,-0.3054908,4.456902,-1.904608,-2.564959,-0.5345224,-3.061426,-0.3678648,6.70652,2.588722,7.147848,14.45623,9.594913,14.94404,8.313863,44.00146,3.459401,11.54055,45.96328,9.742144,23.13415,2.796444,2.173061,2.147679,3.527485,12.85116,11.57728,11.36523,16.96755,16.24798,5.428694,3.784402,-1.879963,10.19666,-0.8323568,-1.980117,2.840477,19.52509,53.44153,4.702856,8.981316,2.71355,2.244397,1.835619,1.652108,6.829998,-0.06121857,4.825919,7.163059,7.184313,0.2917058,3.372641,6.785118,3.643907,3.422684,10.96823,3.961456,4.344163,6.946191,2.802448,0.7373086,1.999234,2.554043,-0.1737411,-1.105693,-0.9451377,5.695853,4.790772,-1.578739,-4.431694,1.806211,0.7861957,21.14884,0.7109424,1.891026,12.43804,2.803072,3.972762,-1.450815,3.936906
82.33408,3.52927,-2.043667,3.790787,5.880066,3.839116,1.586543,3.370947,0.2796504,5.532012,-2.050402,-3.979844,-0.6716442,-3.203837,2.620654,2.822987,3.576363,6.17239,14.21266,10.9166,13.82383,7.391631,58.20123,0.4705146,11.28489,46.27397,10.9673,21.11146,4.117827,1.927556,0.1499569,3.113713,11.83107,11.85216,14.91377,15.253,17.17089,4.398438,4.075306,0.3291706,9.765895,-1.181712,-0.4876283,3.250531,19.57372,53.63933,4.228041,10.9182,1.092264,2.16663,1.654052,1.431649,6.688416,-0.6033762,2.689942,5.876081,6.645276,0.8784503,5.803497,6.101203,3.907361,2.128733,11.24983,5.740454,5.563685,10.36807,3.139034,-0.3274113,0.4775996,3.056573,1.101778,0.4413633,0.03103788,7.409183,5.754618,-1.513452,-3.75376,0.9379219,0.2173842,23.98867,-0.6447901,0.387247,11.93437,0.7523566,3.11807,0.7573899,3.880514
82.434,4.420784,-0.3094928,5.310676,2.826424,4.809389,1.566153,3.838223,-0.6231616,6.291127,0.2253937,-3.788337,-1.266717,-5.409389,7.44608,2.779501,3.558585,5.479035,14.48296,10.53853,13.35191,8.180943,74.25479,0.9652021,9.13078,47.17175,7.822946,19.80515,3.709191,0.6344558,0.2118384,3.417629,9.773684,10.70151,14.87905,14.84465,17.53959,1.608877,2.73554,-0.8730654,7.272254,-1.698777,-0.2915429,0.5091926,21.34385,52.64065,2.351591,9.397985,3.249188,3.450047,1.369653,1.750547,6.530813,-0.05913017,2.752389,5.157477,5.848785,0.4308819,5.773361,5.57214,3.001511,2.940001,12.21439,3.931401,7.632246,13.76181,5.226104,0.6694316,-0.07361216,2.749454,1.85139,-1.392888,-1.621363,7.932497,5.526575,-1.623356,-4.735787,2.228943,0.3052696,25.95686,-0.7901126,0.5685949,12.85717,1.618217,2.331852,0.3713836,3.834736
82.53392,2.584675,-1.280317,5.195458,3.609371,3.534392,-0.1129869,4.907501,1.206795,6.827212,0.3425468,-3.123767,-1.280272,-5.576595,9.470153,3.525918,3.92957,5.186083,12.78534,9.498849,11.85431,6.269016,86.53005,-0.436765,10.689,43.77613,8.612281,18.88616,3.333368,-0.2440478,-1.098371,3.632605,8.519483,12.11271,13.57693,13.49494,14.97165,5.992736,5.508976,0.5077922,10.0171,-0.2195749,-1.988593,4.42575,19.01745,51.8085,3.344658,9.741534,3.486278,3.697249,1.120245,2.550226,8.523148,0.2955396,6.030515,4.983003,6.929106,0.2251285,5.461333,5.156742,3.612482,3.25902,12.87458,3.644058,5.824301,16.98212,3.760534,1.836501,1.828393,2.060708,-0.5286016,-1.071146,-1.055149,6.952352,5.096883,-1.938675,-2.923068,1.585171,2.368569,27.92553,0.7335866,-0.5359433,13.05476,2.116741,2.888456,0.0933421,3.797575
82.63384,3.716527,-0.6615423,5.697258,6.167264,4.311031,0.4473945,4.37723,1.868538,8.27832,0.1875997,-0.1037234,-1.993818,-5.521444,8.339755,3.874336,3.005129,5.007998,12.59966,8.386939,12.05267,9.758611,87.5928,-0.3899476,12.64686,41.95503,7.326659,17.68849,0.5142238,-1.88112,0.8830755,-0.4873503,8.046758,11.79665,15.05697,17.32973,12.34374,5.632026,5.789977,0.1237599,10.07073,-3.821101,-3.128221,1.206267,19.20872,51.04974,3.413947,8.438559,3.231238,4.837491,0.8120557,2.47699,8.566329,-0.6101898,4.015021,5.941774,4.792439,0.4357177,5.562766,3.414382,2.166028,0.8605129,11.99473,4.674512,5.505067,19.44929,4.217252,2.257318,0.03034795,1.780235,-0.2111187,-2.548154,-2.523185,6.624903,4.390584,-0.3595847,-2.634734,2.045345,-0.4469976,31.61584,-0.117793,-0.7591137,13.9649,3.197302,4.167154,-0.4140235,3.767407
82.73376,3.884911,-1.8658,4.427579,5.080521,3.035625,0.8389673,6.312991,1.953512,9.511374,-1.139285,-0.1231977,-0.9008461,-3.751265,14.99723,6.68902,2.819152,4.730692,12.48489,10.22699,10.83418,9.198005,89.58566,-0.7097333,15.02182,40.70153,7.803312,13.82509,2.048965,0.9921325,-1.913555,1.047759,8.448198,14.26944,10.83263,10.59194,10.84221,6.863164,2.696276,0.5221568,10.04387,-0.6350847,-3.207302,-0.1265053,20.04344,50.2169,2.943897,7.070503,2.798157,2.160774,2.198719,2.011507,9.117742,-0.3799723,3.418837,3.641914,3.64398,-2.385642,3.860568,3.549659,1.695987,1.426819,12.95821,3.718153,3.304317,17.53121,2.563814,2.271057,1.753583,0.3904531,-0.8148377,-4.015427,-0.1190077,6.32693,3.400115,-1.124326,-2.694195,2.96317,0.5818926,31.05498,-0.5994174,-0.9479737,13.68901,2.30114,2.142146,0.4509619,3.742918
82.83368,5.422413,-4.109322,6.107307,5.983819,2.572328,3.232953,6.537977,-0.4247661,9.335096,-1.794146,-0.5275109,2.751226,-2.062684,15.48393,4.767464,2.928203,5.955759,12.76783,10.58947,10.97868,8.566665,86.52582,0.550411,13.83031,36.64672,10.86416,14.05326,-1.143787,-2.198097,-1.176083,-0.5394001,9.147449,13.11456,11.29389,10.05323,9.797803,9.456369,3.915025,-1.007842,6.201328,0.9801686,-0.2558905,1.088235,19.43528,51.38424,1.628553,8.757895,3.465403,3.074146,2.229502,3.058678,8.455618,-1.248616,3.601048,4.36702,1.78505,-3.55589,4.403049,5.432376,1.033304,2.163563,13.10331,4.720068,3.97461,18.50931,2.840086,1.125014,0.2764989,1.948821,0.3877639,-3.313137,-0.6501529,5.65487,3.792928,-0.9455426,-0.9519519,1.171044,1.501484,31.50762,-1.107265,-1.425225,12.87124,0.4106389,2.047686,0.2837853,3.723039
82.9336,3.448941,-1.326883,7.662864,3.877162,2.942647,3.028735,8.788258,-1.488907,10.04544,-0.8946232,-2.004358,0.6221601,-4.586433,12.64558,5.054642,5.727759,3.504573,11.33806,8.467216,11.22194,8.479293,82.45113,-0.1350751,16.5539,36.04374,8.574996,13.41304,-0.6412472,-3.068582,-1.231135,1.348646,11.07713,11.69559,12.53818,10.95085,8.480006,13.8435,3.384399,-1.024106,6.025773,0.5871402,0.3102045,-0.48212,18.95413,50.64747,1.963922,9.111722,4.860315,1.661238,1.395121,3.046572,8.599384,-0.5962855,1.601616,2.670278,1.193632,-3.065311,3.990953,3.885319,1.718581,1.272573,13.62914,4.37292,2.318506,19.7355,3.517265,0.9270021,1.910806,2.827046,-1.135475,-2.620599,-1.03965,6.559789,2.448791,-0.909394,-2.307143,1.609809,0.000724873,33.41716,0.2688977,-0.5191823,13.32144,-1.789817,0.9998039,0.6998338,3.706901
83.03352,3.150956,-3.498451,5.351367,3.332823,4.390593,1.112997,8.48836,0.03900478,6.921943,-1.366145,-1.259375,1.284517,-1.248522,11.75761,3.496245,3.055228,3.063759,12.95093,8.314716,11.73595,8.38328,79.38732,0.004338652,18.7645,35.74355,7.669979,13.94275,-0.9928499,-2.387237,-1.179432,0.6583744,15.78643,9.62132,12.8503,10.19148,8.180714,20.45882,4.912031,-0.2600192,6.89516,-0.3094455,-1.396583,0.772066,19.88895,51.88726,0.6185592,10.08724,3.483772,2.60374,1.583246,1.932362,8.765545,-0.6153797,3.258525,3.709175,0.1587006,-0.1796702,6.288332,3.978826,1.443916,1.61625,13.92542,3.831673,1.952453,19.55691,1.86259,1.382666,1.725043,0.6788573,0.4706443,-2.096287,-1.294958,5.948801,2.767062,-0.7756457,-2.878069,1.018146,1.392425,31.74094,0.9139124,-2.150256,10.79288,0.4074424,0.5466912,1.083366,3.693801
83.13344,4.376849,-3.718501,5.819497,4.672878,2.925801,2.069381,9.178901,1.022265,7.566648,-2.084002,-0.8906682,1.720797,-1.168868,9.902245,5.473581,3.22779,3.039691,11.55696,9.703456,10.73464,8.927342,77.05894,0.1330003,18.77957,33.34711,8.087719,12.75374,-0.7279036,0.3254068,-3.70483,-0.09914537,18.61052,10.74304,9.398653,9.014549,7.539037,19.71175,5.388358,-0.6117101,6.248139,1.283977,1.367231,0.6297724,18.13726,50.44925,2.978738,10.71561,6.279997,2.934013,1.188872,1.933694,8.209832,-0.8701248,2.752606,3.109557,-0.3555279,-2.520548,4.936585,5.118298,1.219735,1.854297,13.21743,3.41736,4.402132,17.24622,2.175013,1.311867,1.629378,2.10569,-1.878916,-1.8072,0.3193921,4.925724,3.827234,-0.3649527,-2.803236,1.144508,2.656217,30.11746,-0.1437144,-1.197737,12.48308,2.830825,-0.1344948,-0.3303496,3.683166
83.23336,4.189053,-1.922254,3.541041,3.073824,1.897055,0.267594,7.242291,2.265382,7.121449,-0.8427253,0.4328169,0.4083984,2.170043,10.49464,5.57157,2.28167,2.131184,13.49912,10.73432,9.287449,6.810236,75.72276,1.55165,17.64058,33.39848,7.42388,14.36306,-3.901093,1.325995,-1.94647,0.06749709,18.63834,9.672101,8.901855,9.301677,7.736051,18.97928,5.036812,1.68525,5.228948,1.289012,-1.541227,2.463626,18.55297,49.00684,2.183973,10.38974,6.774519,3.203775,3.427115,2.075019,7.993204,-0.5388597,1.848618,4.751954,0.05950651,-3.979474,6.06857,2.517466,1.59542,0.6675659,15.2007,3.697836,3.798776,18.62981,2.238538,1.794935,0.3342521,1.622843,-1.912934,-1.712328,-0.4736387,5.732849,3.25817,-0.4905173,-2.192357,0.1435815,1.51914,30.28257,0.4409904,-0.2833228,12.79493,2.82542,0.5061742,-1.308247,3.674532
83.33328,3.557698,-1.553429,5.850039,3.796276,2.527248,2.755415,7.484079,1.700379,7.557982,-1.792662,0.3589052,2.569026,2.730117,11.1179,2.130769,2.258467,1.560003,12.75133,8.186401,12.00052,8.101173,75.18441,1.447847,16.17744,30.37262,8.429498,12.49709,-5.571952,0.8707084,-0.8455082,-0.370505,18.90801,9.269521,12.14547,9.146775,4.798156,17.17069,6.545721,-0.3386736,3.795555,2.72711,-3.283391,1.557935,18.66635,49.92569,2.017562,10.7536,7.411504,3.639941,2.654153,2.533174,11.24644,0.1217406,4.525231,3.376282,-1.572678,-3.180714,7.72348,4.178349,2.987928,1.941824,14.01521,3.900258,4.499387,18.28821,3.373773,1.605003,0.01427455,1.942118,-0.9173124,-2.430723,-0.9152343,6.489249,3.728106,-1.290119,-2.159635,1.022336,2.001949,33.90649,-1.86449,-0.9076583,13.70428,3.317904,-0.4584785,1.801825,3.667524
83.4332,2.347317,-1.947649,7.073254,3.029402,2.925414,1.533149,10.83956,1.518227,7.678705,-1.700241,-0.4677498,0.9116274,2.358616,9.259278,2.704053,1.795947,1.682077,11.83285,8.348649,10.72596,8.366,72.99757,1.322576,14.98171,30.25418,8.071589,12.97826,-6.02139,-0.6213393,-2.098648,-0.8001907,18.72306,9.772927,7.681843,10.42687,4.127861,16.37144,5.481179,-1.173077,4.716187,0.753666,-2.061758,0.8682073,17.82543,49.32721,4.211119,10.59551,5.635621,2.361928,1.918115,3.332278,9.319564,-0.205139,4.06895,3.05136,-0.05727391,-2.826691,6.166742,5.567218,3.28411,4.105949,11.57131,3.583955,3.789149,19.57978,3.890504,1.069609,1.059486,2.193295,-1.723692,-1.259967,-1.470424,6.167996,4.56957,0.1267251,-2.342488,0.2068883,2.049131,33.16132,-0.7564809,-0.3211336,13.1791,2.321588,0.5699937,-0.6490012,3.661835
83.53312,1.016377,-0.7330431,5.690626,2.958038,3.61109,0.05276629,18.11475,2.060766,6.060908,-2.77042,0.127534,0.1363455,-0.767159,7.637488,2.53987,1.93677,1.189032,8.899525,7.202479,9.791666,8.229739,73.64835,1.212162,16.70269,27.40251,8.71918,12.25619,-6.614997,1.408436,-0.4402147,-1.552296,16.71561,8.895687,11.60513,10.07789,3.139977,15.97605,5.05163,-0.7753546,3.831011,0.2719101,-1.271998,2.631849,16.73779,49.00534,1.793764,12.36716,4.244769,2.588436,2.395551,2.102791,10.15808,-0.870633,3.056796,5.379194,-0.7406958,-1.690481,7.319398,3.560278,2.801144,5.958836,12.15577,5.111186,5.299611,18.63861,3.190634,0.9323954,0.05917853,2.077982,0.3169031,-0.3724198,0.7972735,6.77753,5.612749,-0.052811,0.5588874,0.2885637,1.157177,32.3466,-2.076633,-2.122936,12.01205,0.9363385,1.007695,-1.226835,3.657217
83.63304,1.412442,-0.7419749,5.351509,3.552858,3.181092,-0.2775407,19.86584,1.723601,6.584589,-1.843593,-1.646926,2.83294,2.62874,8.058931,1.881077,2.254785,0.7101872,9.806997,6.264059,10.41673,7.320694,70.11195,0.4158663,14.43864,27.72301,6.461204,12.02398,-4.78785,-0.8781607,-1.554417,0.4035706,17.93644,9.75101,11.52001,10.52907,3.980672,14.90786,5.024291,-1.247675,4.255654,-1.289011,-1.186453,2.634179,17.63792,48.82764,4.10748,10.66521,4.933293,3.363844,1.867641,2.111248,11.34101,-0.06229169,2.68232,3.283074,0.1295898,-2.922887,4.747374,2.420687,2.78496,5.303061,12.98286,3.076041,8.104704,16.4079,2.523397,1.491001,0.5528639,2.106694,-1.993163,-2.815033,-0.6030864,5.107902,5.706767,-1.590344,0.4016172,0.2426012,0.7575272,30.63947,-0.2398247,-1.924025,11.13123,2.707784,0.8087098,0.06135312,3.653468
83.73296,2.000082,-0.009982573,5.186965,2.687386,2.213443,1.707235,17.42897,1.666839,6.335476,-1.560588,0.6983322,1.576504,0.4422629,7.427538,1.330523,1.596787,1.008364,8.826132,5.632175,8.387003,6.494691,69.79826,1.320699,11.86118,25.81214,6.775499,11.35119,-5.830652,1.146707,-1.640453,-1.242885,15.10574,10.41755,9.173544,9.112407,4.213042,11.42575,4.071414,-0.6621609,3.721241,0.883034,0.0410025,2.77916,15.95201,46.1479,3.682918,11.42706,4.701754,2.87586,1.487085,3.380527,11.31347,0.8770684,3.846905,4.310554,0.7052152,-2.124008,5.629165,2.9533,3.604419,4.795729,13.04846,1.667874,5.86564,16.94119,2.354294,1.337805,0.974526,0.5627412,0.1268766,-2.398707,0.7041599,5.157564,4.685694,0.5294237,-1.979328,-1.402163,0.1174575,30.4884,0.5565417,-0.2806971,12.71812,1.451083,0.4411356,-0.1424408,3.650424
83.83288,1.465034,-0.3848568,4.413278,2.57913,3.269173,-0.8773474,20.7381,1.543257,4.890402,-1.301534,-0.06584579,2.199583,1.290555,5.241311,1.162131,1.976939,2.158882,8.056486,6.703752,7.07995,6.494724,66.81097,0.03664587,12.81573,24.86257,6.894299,10.36429,-7.440712,-0.1093625,-2.776185,-2.882361,15.97173,8.122397,10.47526,11.2254,3.832116,14.47231,5.207052,1.718161,5.471065,0.2892907,-0.6696696,1.581919,20.93389,45.74706,2.915023,9.837992,4.943759,4.038317,1.565648,3.942737,12.51069,-0.3242666,3.674489,3.926186,-2.275626,-2.489374,4.285741,4.057632,2.833487,5.785155,11.95463,5.212493,6.022357,16.06556,2.318189,1.24942,-0.3268939,1.289574,-0.8611956,-2.23445,-0.5805629,5.289515,5.093609,0.2138676,0.8698494,1.578659,1.416242,29.95943,-0.05945337,-1.912947,12.23402,1.311534,-1.555256,-0.2726231,3.647954
83.9328,2.78504,-1.696261,5.412689,4.072487,3.967878,1.876158,25.23862,1.939547,5.191225,0.1771529,1.236393,1.992979,0.249488,5.37015,0.723489,2.174739,3.299838,9.292613,5.895811,8.744652,7.641859,62.93689,-0.4462167,11.59399,24.05807,8.719679,8.627728,-4.508439,-1.229953,-1.457361,-2.249667,15.46173,10.63517,9.897886,10.69568,3.551604,13.07103,3.994184,-0.3426118,3.681234,1.260685,-1.468947,-0.3823572,17.69475,44.29822,3.429613,11.1356,4.03857,2.642602,1.008121,1.893948,12.02204,-0.2781593,1.653586,4.255483,-0.2874129,-2.059795,5.287072,3.36063,4.729509,4.322032,15.03927,5.724468,6.460627,16.4346,3.639813,1.290713,-0.6872484,0.2030362,-0.4314369,-1.663276,-0.4568238,4.550293,5.693927,-0.1921889,0.1174213,-0.1029682,2.153753,28.74438,0.02947571,-1.417415,12.50072,0.5463114,0.8097246,-0.417572,3.645948
84.03272,1.491529,-1.683239,4.669215,4.297515,2.701587,1.799155,31.65063,1.287107,4.640848,-3.106841,-1.395642,2.25081,1.391564,4.202551,1.133279,0.5480229,2.24608,7.174103,7.570899,7.795684,6.695491,65.46589,0.9775196,11.35436,22.01348,6.983599,7.990108,-5.145482,0.3330433,0.1089649,-1.684535,12.87465,10.47418,10.74477,9.309513,3.581274,12.81782,3.6494,0.2941955,3.76498,-0.1915692,-0.6655238,1.361343,16.89507,44.40427,3.558368,12.55611,5.451891,2.819663,0.9512247,2.141879,14.35961,-0.02712551,2.823561,5.251198,-0.5484576,-2.03256,4.385187,3.080326,4.464548,5.12494,14.01666,5.633141,7.105721,16.34809,2.534977,1.863037,-0.7110012,0.4841689,1.443137,-0.5144837,0.04174085,5.869758,6.12249,-0.3031782,-0.6941835,-0.06648614,2.634149,26.68819,-0.2466446,-1.427421,11.13486,-0.2524112,1.771182,-0.3778408,3.770283
